gewest;provincie;arrondissement;nis-code;postcode;gemeente;leeftijdsgroep_(jaar);geslacht;aantal_verblijven
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46020.0;9170.0;Sint-Gillis-Waas;15 – 64;Mannelijk;1326
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46020.0;9170.0;Sint-Gillis-Waas;15 – 64;Vrouwelijk;1920
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46020.0;9170.0;Sint-Gillis-Waas;65 – ...;Mannelijk;671
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46020.0;9170.0;Sint-Gillis-Waas;65 – ...;Vrouwelijk;955
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46021.0;9100.0;Sint-Niklaas; 0 – 14;Mannelijk;917
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46021.0;9100.0;Sint-Niklaas; 0 – 14;Vrouwelijk;565
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46021.0;9100.0;Sint-Niklaas;15 – 64;Mannelijk;5385
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46021.0;9100.0;Sint-Niklaas;15 – 64;Vrouwelijk;8666
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46021.0;9100.0;Sint-Niklaas;65 – ...;Mannelijk;4270
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46021.0;9100.0;Sint-Niklaas;65 – ...;Vrouwelijk;4175
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46024.0;9190.0;Stekene; 0 – 14;Mannelijk;137
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46024.0;9190.0;Stekene; 0 – 14;Vrouwelijk;101
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46024.0;9190.0;Stekene;15 – 64;Mannelijk;1280
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46024.0;9190.0;Stekene;15 – 64;Vrouwelijk;2134
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46024.0;9190.0;Stekene;65 – ...;Mannelijk;862
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46024.0;9190.0;Stekene;65 – ...;Vrouwelijk;975
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46025.0;9140.0;Temse; 0 – 14;Mannelijk;351
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46025.0;9140.0;Temse; 0 – 14;Vrouwelijk;305
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46025.0;9140.0;Temse;15 – 64;Mannelijk;2626
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46025.0;9140.0;Temse;15 – 64;Vrouwelijk;3434
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46025.0;9140.0;Temse;65 – ...;Mannelijk;1313
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46025.0;9140.0;Temse;65 – ...;Vrouwelijk;1483
Vlaams Gewest;Limburg;Hasselt;71002.0;3665.0;As; 0 – 14;Mannelijk;76
Vlaams Gewest;Limburg;Hasselt;71002.0;3665.0;As; 0 – 14;Vrouwelijk;59
Vlaams Gewest;Limburg;Hasselt;71002.0;3665.0;As;15 – 64;Mannelijk;442
Vlaams Gewest;Limburg;Hasselt;71002.0;3665.0;As;15 – 64;Vrouwelijk;576
Vlaams Gewest;Limburg;Hasselt;71002.0;3665.0;As;65 – ...;Mannelijk;268
Vlaams Gewest;Limburg;Hasselt;71002.0;3665.0;As;65 – ...;Vrouwelijk;243
Vlaams Gewest;Limburg;Hasselt;71004.0;3580.0;Beringen; 0 – 14;Mannelijk;628
Vlaams Gewest;Limburg;Hasselt;71004.0;3580.0;Beringen; 0 – 14;Vrouwelijk;455
Vlaams Gewest;Limburg;Hasselt;71004.0;3580.0;Beringen;15 – 64;Mannelijk;3318
Vlaams Gewest;Limburg;Hasselt;71004.0;3580.0;Beringen;15 – 64;Vrouwelijk;4234
Vlaams Gewest;Limburg;Hasselt;71004.0;3580.0;Beringen;65 – ...;Mannelijk;1758
Vlaams Gewest;Limburg;Hasselt;71004.0;3580.0;Beringen;65 – ...;Vrouwelijk;1856
Vlaams Gewest;Limburg;Hasselt;71011.0;3590.0;Diepenbeek; 0 – 14;Mannelijk;171
Vlaams Gewest;Limburg;Hasselt;71011.0;3590.0;Diepenbeek; 0 – 14;Vrouwelijk;130
Vlaams Gewest;Limburg;Hasselt;71011.0;3590.0;Diepenbeek;15 – 64;Mannelijk;1126
Vlaams Gewest;Limburg;Hasselt;71011.0;3590.0;Diepenbeek;15 – 64;Vrouwelijk;1558
Vlaams Gewest;Limburg;Hasselt;71011.0;3590.0;Diepenbeek;65 – ...;Mannelijk;633
Vlaams Gewest;Limburg;Hasselt;71011.0;3590.0;Diepenbeek;65 – ...;Vrouwelijk;808
Vlaams Gewest;Limburg;Hasselt;71016.0;3600.0;Genk; 0 – 14;Mannelijk;876
Vlaams Gewest;Limburg;Hasselt;71016.0;3600.0;Genk; 0 – 14;Vrouwelijk;588
Vlaams Gewest;Limburg;Hasselt;71016.0;3600.0;Genk;15 – 64;Mannelijk;4356
Vlaams Gewest;Limburg;Hasselt;71016.0;3600.0;Genk;15 – 64;Vrouwelijk;5638
Vlaams Gewest;Limburg;Hasselt;71016.0;3600.0;Genk;65 – ...;Mannelijk;2177
Vlaams Gewest;Limburg;Hasselt;71016.0;3600.0;Genk;65 – ...;Vrouwelijk;2373
Vlaams Gewest;Limburg;Hasselt;71017.0;3890.0;Gingelom; 0 – 14;Mannelijk;109
Vlaams Gewest;Limburg;Hasselt;71017.0;3890.0;Gingelom; 0 – 14;Vrouwelijk;118
Vlaams Gewest;Limburg;Hasselt;71017.0;3890.0;Gingelom;15 – 64;Mannelijk;651
Vlaams Gewest;Limburg;Hasselt;71017.0;3890.0;Gingelom;15 – 64;Vrouwelijk;879
Vlaams Gewest;Limburg;Hasselt;71017.0;3890.0;Gingelom;65 – ...;Mannelijk;307
Vlaams Gewest;Limburg;Hasselt;71017.0;3890.0;Gingelom;65 – ...;Vrouwelijk;437
Vlaams Gewest;Limburg;Hasselt;71020.0;3545.0;Halen; 0 – 14;Mannelijk;107
Vlaams Gewest;Limburg;Hasselt;71020.0;3545.0;Halen; 0 – 14;Vrouwelijk;72
Vlaams Gewest;Limburg;Hasselt;71020.0;3545.0;Halen;15 – 64;Mannelijk;585
Vlaams Gewest;Limburg;Hasselt;71020.0;3545.0;Halen;15 – 64;Vrouwelijk;725
Vlaams Gewest;Limburg;Hasselt;71020.0;3545.0;Halen;65 – ...;Mannelijk;349
Vlaams Gewest;Limburg;Hasselt;71020.0;3545.0;Halen;65 – ...;Vrouwelijk;449
Vlaams Gewest;Limburg;Hasselt;71022.0;3500.0;Hasselt; 0 – 14;Mannelijk;804
Vlaams Gewest;Limburg;Hasselt;71022.0;3500.0;Hasselt; 0 – 14;Vrouwelijk;481
Vlaams Gewest;Limburg;Hasselt;71022.0;3500.0;Hasselt;15 – 64;Mannelijk;4307
Vlaams Gewest;Limburg;Hasselt;71022.0;3500.0;Hasselt;15 – 64;Vrouwelijk;6296
Vlaams Gewest;Limburg;Hasselt;71022.0;3500.0;Hasselt;65 – ...;Mannelijk;3022
Vlaams Gewest;Limburg;Hasselt;71022.0;3500.0;Hasselt;65 – ...;Vrouwelijk;3885
Vlaams Gewest;Limburg;Hasselt;71024.0;3540.0;Herk-de-Stad; 0 – 14;Mannelijk;112
Vlaams Gewest;Limburg;Hasselt;71024.0;3540.0;Herk-de-Stad; 0 – 14;Vrouwelijk;84
Vlaams Gewest;Limburg;Hasselt;71024.0;3540.0;Herk-de-Stad;15 – 64;Mannelijk;709
Vlaams Gewest;Limburg;Hasselt;71024.0;3540.0;Herk-de-Stad;15 – 64;Vrouwelijk;1060
Vlaams Gewest;Limburg;Hasselt;71024.0;3540.0;Herk-de-Stad;65 – ...;Mannelijk;462
Vlaams Gewest;Limburg;Hasselt;71024.0;3540.0;Herk-de-Stad;65 – ...;Vrouwelijk;511
Vlaams Gewest;Limburg;Hasselt;71034.0;3970.0;Leopoldsburg; 0 – 14;Mannelijk;180
Vlaams Gewest;Limburg;Hasselt;71034.0;3970.0;Leopoldsburg; 0 – 14;Vrouwelijk;119
Vlaams Gewest;Limburg;Hasselt;71034.0;3970.0;Leopoldsburg;15 – 64;Mannelijk;1175
Vlaams Gewest;Limburg;Hasselt;71034.0;3970.0;Leopoldsburg;15 – 64;Vrouwelijk;1766
Vlaams Gewest;Limburg;Hasselt;71034.0;3970.0;Leopoldsburg;65 – ...;Mannelijk;906
Vlaams Gewest;Limburg;Hasselt;71034.0;3970.0;Leopoldsburg;65 – ...;Vrouwelijk;876
Vlaams Gewest;Limburg;Hasselt;71037.0;3560.0;Lummen; 0 – 14;Mannelijk;152
Vlaams Gewest;Limburg;Hasselt;71037.0;3560.0;Lummen; 0 – 14;Vrouwelijk;77
Vlaams Gewest;Limburg;Hasselt;71037.0;3560.0;Lummen;15 – 64;Mannelijk;1123
Vlaams Gewest;Limburg;Hasselt;71037.0;3560.0;Lummen;15 – 64;Vrouwelijk;1461
Vlaams Gewest;Limburg;Hasselt;71037.0;3560.0;Lummen;65 – ...;Mannelijk;535
Vlaams Gewest;Limburg;Hasselt;71037.0;3560.0;Lummen;65 – ...;Vrouwelijk;486
Vlaams Gewest;Limburg;Hasselt;71045.0;3850.0;Nieuwerkerken (Limburg); 0 – 14;Mannelijk;69
Vlaams Gewest;Limburg;Hasselt;71045.0;3850.0;Nieuwerkerken (Limburg); 0 – 14;Vrouwelijk;46
Vlaams Gewest;Limburg;Hasselt;71045.0;3850.0;Nieuwerkerken (Limburg);15 – 64;Mannelijk;484
Vlaams Gewest;Limburg;Hasselt;71045.0;3850.0;Nieuwerkerken (Limburg);15 – 64;Vrouwelijk;591
Vlaams Gewest;Limburg;Hasselt;71045.0;3850.0;Nieuwerkerken (Limburg);65 – ...;Mannelijk;271
Vlaams Gewest;Limburg;Hasselt;71045.0;3850.0;Nieuwerkerken (Limburg);65 – ...;Vrouwelijk;476
Vlaams Gewest;Limburg;Hasselt;71047.0;3660.0;Opglabbeek; 0 – 14;Mannelijk;102
Vlaams Gewest;Limburg;Hasselt;71047.0;3660.0;Opglabbeek; 0 – 14;Vrouwelijk;60
Vlaams Gewest;Limburg;Hasselt;71047.0;3660.0;Opglabbeek;15 – 64;Mannelijk;617
Vlaams Gewest;Limburg;Hasselt;71047.0;3660.0;Opglabbeek;15 – 64;Vrouwelijk;775
Vlaams Gewest;Limburg;Hasselt;71047.0;3660.0;Opglabbeek;65 – ...;Mannelijk;491
Vlaams Gewest;Limburg;Hasselt;71047.0;3660.0;Opglabbeek;65 – ...;Vrouwelijk;320
Vlaams Gewest;Limburg;Hasselt;71053.0;3800.0;Sint-Truiden; 0 – 14;Mannelijk;444
Vlaams Gewest;Limburg;Hasselt;71053.0;3800.0;Sint-Truiden; 0 – 14;Vrouwelijk;317
Vlaams Gewest;Limburg;Hasselt;71053.0;3800.0;Sint-Truiden;15 – 64;Mannelijk;2899
Vlaams Gewest;Limburg;Hasselt;71053.0;3800.0;Sint-Truiden;15 – 64;Vrouwelijk;3898
Vlaams Gewest;Limburg;Hasselt;71053.0;3800.0;Sint-Truiden;65 – ...;Mannelijk;1848
Vlaams Gewest;Limburg;Hasselt;71053.0;3800.0;Sint-Truiden;65 – ...;Vrouwelijk;2114
Vlaams Gewest;Limburg;Hasselt;71057.0;3980.0;Tessenderlo; 0 – 14;Mannelijk;239
Vlaams Gewest;Limburg;Hasselt;71057.0;3980.0;Tessenderlo; 0 – 14;Vrouwelijk;148
Vlaams Gewest;Limburg;Hasselt;71057.0;3980.0;Tessenderlo;15 – 64;Mannelijk;1318
Vlaams Gewest;Limburg;Hasselt;71057.0;3980.0;Tessenderlo;15 – 64;Vrouwelijk;1646
Vlaams Gewest;Limburg;Hasselt;71057.0;3980.0;Tessenderlo;65 – ...;Mannelijk;810
Vlaams Gewest;Limburg;Hasselt;71057.0;3980.0;Tessenderlo;65 – ...;Vrouwelijk;733
Vlaams Gewest;Limburg;Hasselt;71066.0;3520.0;Zonhoven; 0 – 14;Mannelijk;260
Vlaams Gewest;Limburg;Hasselt;71066.0;3520.0;Zonhoven; 0 – 14;Vrouwelijk;161
Vlaams Gewest;Limburg;Hasselt;71066.0;3520.0;Zonhoven;15 – 64;Mannelijk;1314
Vlaams Gewest;Limburg;Hasselt;71066.0;3520.0;Zonhoven;15 – 64;Vrouwelijk;1749
Vlaams Gewest;Limburg;Hasselt;71066.0;3520.0;Zonhoven;65 – ...;Mannelijk;784
Vlaams Gewest;Limburg;Hasselt;71066.0;3520.0;Zonhoven;65 – ...;Vrouwelijk;798
Vlaams Gewest;Limburg;Hasselt;71067.0;3690.0;Zutendaal; 0 – 14;Mannelijk;60
Vlaams Gewest;Limburg;Hasselt;71067.0;3690.0;Zutendaal; 0 – 14;Vrouwelijk;42
Vlaams Gewest;Limburg;Hasselt;71067.0;3690.0;Zutendaal;15 – 64;Mannelijk;431
Vlaams Gewest;Limburg;Hasselt;71067.0;3690.0;Zutendaal;15 – 64;Vrouwelijk;601
Vlaams Gewest;Limburg;Hasselt;71067.0;3690.0;Zutendaal;65 – ...;Mannelijk;258
Vlaams Gewest;Limburg;Hasselt;71067.0;3690.0;Zutendaal;65 – ...;Vrouwelijk;262
Vlaams Gewest;Limburg;Hasselt;71069.0;3945.0;Ham; 0 – 14;Mannelijk;242
Vlaams Gewest;Limburg;Hasselt;71069.0;3945.0;Ham; 0 – 14;Vrouwelijk;105
Vlaams Gewest;Limburg;Hasselt;71069.0;3945.0;Ham;15 – 64;Mannelijk;679
Vlaams Gewest;Limburg;Hasselt;71069.0;3945.0;Ham;15 – 64;Vrouwelijk;1065
Vlaams Gewest;Limburg;Hasselt;71069.0;3945.0;Ham;65 – ...;Mannelijk;524
Vlaams Gewest;Limburg;Hasselt;71069.0;3945.0;Ham;65 – ...;Vrouwelijk;509
Vlaams Gewest;Limburg;Hasselt;71070.0;3550.0;Heusden-Zolder; 0 – 14;Mannelijk;466
Vlaams Gewest;Limburg;Hasselt;71070.0;3550.0;Heusden-Zolder; 0 – 14;Vrouwelijk;254
Vlaams Gewest;Limburg;Hasselt;71070.0;3550.0;Heusden-Zolder;15 – 64;Mannelijk;2517
Vlaams Gewest;Limburg;Hasselt;71070.0;3550.0;Heusden-Zolder;15 – 64;Vrouwelijk;3421
Vlaams Gewest;Limburg;Hasselt;71070.0;3550.0;Heusden-Zolder;65 – ...;Mannelijk;1460
Vlaams Gewest;Limburg;Hasselt;71070.0;3550.0;Heusden-Zolder;65 – ...;Vrouwelijk;1367
Vlaams Gewest;Limburg;Maaseik;72003.0;3950.0;Bocholt; 0 – 14;Mannelijk;162
Vlaams Gewest;Limburg;Maaseik;72003.0;3950.0;Bocholt; 0 – 14;Vrouwelijk;74
Vlaams Gewest;Limburg;Maaseik;72003.0;3950.0;Bocholt;15 – 64;Mannelijk;855
Vlaams Gewest;Limburg;Maaseik;72003.0;3950.0;Bocholt;15 – 64;Vrouwelijk;1188
Vlaams Gewest;Limburg;Maaseik;72003.0;3950.0;Bocholt;65 – ...;Mannelijk;481
Vlaams Gewest;Limburg;Maaseik;72003.0;3950.0;Bocholt;65 – ...;Vrouwelijk;534
Vlaams Gewest;Limburg;Maaseik;72004.0;3960.0;Bree; 0 – 14;Mannelijk;137
Vlaams Gewest;Limburg;Maaseik;72004.0;3960.0;Bree; 0 – 14;Vrouwelijk;77
Vlaams Gewest;Limburg;Maaseik;72004.0;3960.0;Bree;15 – 64;Mannelijk;938
Vlaams Gewest;Limburg;Maaseik;72004.0;3960.0;Bree;15 – 64;Vrouwelijk;1244
Vlaams Gewest;Limburg;Maaseik;72004.0;3960.0;Bree;65 – ...;Mannelijk;665
Vlaams Gewest;Limburg;Maaseik;72004.0;3960.0;Bree;65 – ...;Vrouwelijk;634
Vlaams Gewest;Limburg;Maaseik;72018.0;3640.0;Kinrooi; 0 – 14;Mannelijk;78
Vlaams Gewest;Limburg;Maaseik;72018.0;3640.0;Kinrooi; 0 – 14;Vrouwelijk;67
Vlaams Gewest;Limburg;Maaseik;72018.0;3640.0;Kinrooi;15 – 64;Mannelijk;814
Vlaams Gewest;Limburg;Maaseik;72018.0;3640.0;Kinrooi;15 – 64;Vrouwelijk;1035
Vlaams Gewest;Limburg;Maaseik;72018.0;3640.0;Kinrooi;65 – ...;Mannelijk;413
Vlaams Gewest;Limburg;Maaseik;72018.0;3640.0;Kinrooi;65 – ...;Vrouwelijk;473
Vlaams Gewest;Limburg;Maaseik;72020.0;3920.0;Lommel; 0 – 14;Mannelijk;401
Vlaams Gewest;Limburg;Maaseik;72020.0;3920.0;Lommel; 0 – 14;Vrouwelijk;212
Vlaams Gewest;Limburg;Maaseik;72020.0;3920.0;Lommel;15 – 64;Mannelijk;2337
Vlaams Gewest;Limburg;Maaseik;72020.0;3920.0;Lommel;15 – 64;Vrouwelijk;2965
Vlaams Gewest;Limburg;Maaseik;72020.0;3920.0;Lommel;65 – ...;Mannelijk;1522
Vlaams Gewest;Limburg;Maaseik;72020.0;3920.0;Lommel;65 – ...;Vrouwelijk;1595
Vlaams Gewest;Limburg;Maaseik;72021.0;3680.0;Maaseik; 0 – 14;Mannelijk;276
Vlaams Gewest;Limburg;Maaseik;72021.0;3680.0;Maaseik; 0 – 14;Vrouwelijk;163
Vlaams Gewest;Limburg;Maaseik;72021.0;3680.0;Maaseik;15 – 64;Mannelijk;1538
Vlaams Gewest;Limburg;Maaseik;72021.0;3680.0;Maaseik;15 – 64;Vrouwelijk;1920
Vlaams Gewest;Limburg;Maaseik;72021.0;3680.0;Maaseik;65 – ...;Mannelijk;1036
Vlaams Gewest;Limburg;Maaseik;72021.0;3680.0;Maaseik;65 – ...;Vrouwelijk;1042
Vlaams Gewest;Limburg;Maaseik;72025.0;3910.0;Neerpelt; 0 – 14;Mannelijk;145
Vlaams Gewest;Limburg;Maaseik;72025.0;3910.0;Neerpelt; 0 – 14;Vrouwelijk;148
Vlaams Gewest;Limburg;Maaseik;72025.0;3910.0;Neerpelt;15 – 64;Mannelijk;1215
Vlaams Gewest;Limburg;Maaseik;72025.0;3910.0;Neerpelt;15 – 64;Vrouwelijk;1480
Vlaams Gewest;Limburg;Maaseik;72025.0;3910.0;Neerpelt;65 – ...;Mannelijk;664
Vlaams Gewest;Limburg;Maaseik;72025.0;3910.0;Neerpelt;65 – ...;Vrouwelijk;734
Vlaams Gewest;Limburg;Maaseik;72029.0;3900.0;Overpelt; 0 – 14;Mannelijk;155
Vlaams Gewest;Limburg;Maaseik;72029.0;3900.0;Overpelt; 0 – 14;Vrouwelijk;90
Vlaams Gewest;Limburg;Maaseik;72029.0;3900.0;Overpelt;15 – 64;Mannelijk;1117
Vlaams Gewest;Limburg;Maaseik;72029.0;3900.0;Overpelt;15 – 64;Vrouwelijk;1252
Vlaams Gewest;Limburg;Maaseik;72029.0;3900.0;Overpelt;65 – ...;Mannelijk;722
Vlaams Gewest;Limburg;Maaseik;72029.0;3900.0;Overpelt;65 – ...;Vrouwelijk;561
Vlaams Gewest;Limburg;Maaseik;72030.0;3990.0;Peer; 0 – 14;Mannelijk;184
Vlaams Gewest;Limburg;Maaseik;72030.0;3990.0;Peer; 0 – 14;Vrouwelijk;127
Vlaams Gewest;Limburg;Maaseik;72030.0;3990.0;Peer;15 – 64;Mannelijk;1180
Vlaams Gewest;Limburg;Maaseik;72030.0;3990.0;Peer;15 – 64;Vrouwelijk;1389
Vlaams Gewest;Limburg;Maaseik;72030.0;3990.0;Peer;65 – ...;Mannelijk;641
Vlaams Gewest;Limburg;Maaseik;72030.0;3990.0;Peer;65 – ...;Vrouwelijk;534
Vlaams Gewest;Limburg;Maaseik;72037.0;3930.0;Hamont-Achel; 0 – 14;Mannelijk;170
Vlaams Gewest;Limburg;Maaseik;72037.0;3930.0;Hamont-Achel; 0 – 14;Vrouwelijk;101
Vlaams Gewest;Limburg;Maaseik;72037.0;3930.0;Hamont-Achel;15 – 64;Mannelijk;1066
Vlaams Gewest;Limburg;Maaseik;72037.0;3930.0;Hamont-Achel;15 – 64;Vrouwelijk;1260
Vlaams Gewest;Limburg;Maaseik;72037.0;3930.0;Hamont-Achel;65 – ...;Mannelijk;746
Vlaams Gewest;Limburg;Maaseik;72037.0;3930.0;Hamont-Achel;65 – ...;Vrouwelijk;735
Vlaams Gewest;Limburg;Maaseik;72038.0;3940.0;Hechtel-Eksel; 0 – 14;Mannelijk;128
Vlaams Gewest;Limburg;Maaseik;72038.0;3940.0;Hechtel-Eksel; 0 – 14;Vrouwelijk;86
Vlaams Gewest;Limburg;Maaseik;72038.0;3940.0;Hechtel-Eksel;15 – 64;Mannelijk;846
Vlaams Gewest;Limburg;Maaseik;72038.0;3940.0;Hechtel-Eksel;15 – 64;Vrouwelijk;1125
Vlaams Gewest;Limburg;Maaseik;72038.0;3940.0;Hechtel-Eksel;65 – ...;Mannelijk;566
Vlaams Gewest;Limburg;Maaseik;72038.0;3940.0;Hechtel-Eksel;65 – ...;Vrouwelijk;477
Vlaams Gewest;Limburg;Maaseik;72039.0;3530.0;Houthalen-Helchteren; 0 – 14;Mannelijk;343
Vlaams Gewest;Limburg;Maaseik;72039.0;3530.0;Houthalen-Helchteren; 0 – 14;Vrouwelijk;243
Vlaams Gewest;Limburg;Maaseik;72039.0;3530.0;Houthalen-Helchteren;15 – 64;Mannelijk;2395
Vlaams Gewest;Limburg;Maaseik;72039.0;3530.0;Houthalen-Helchteren;15 – 64;Vrouwelijk;2989
Vlaams Gewest;Limburg;Maaseik;72039.0;3530.0;Houthalen-Helchteren;65 – ...;Mannelijk;1068
Vlaams Gewest;Limburg;Maaseik;72039.0;3530.0;Houthalen-Helchteren;65 – ...;Vrouwelijk;1074
Vlaams Gewest;Limburg;Maaseik;72040.0;3670.0;Meeuwen-Gruitrode; 0 – 14;Mannelijk;146
Vlaams Gewest;Limburg;Maaseik;72040.0;3670.0;Meeuwen-Gruitrode; 0 – 14;Vrouwelijk;76
Vlaams Gewest;Limburg;Maaseik;72040.0;3670.0;Meeuwen-Gruitrode;15 – 64;Mannelijk;817
Vlaams Gewest;Limburg;Maaseik;72040.0;3670.0;Meeuwen-Gruitrode;15 – 64;Vrouwelijk;1088
Vlaams Gewest;Limburg;Maaseik;72040.0;3670.0;Meeuwen-Gruitrode;65 – ...;Mannelijk;489
Vlaams Gewest;Limburg;Maaseik;72040.0;3670.0;Meeuwen-Gruitrode;65 – ...;Vrouwelijk;668
Vlaams Gewest;Limburg;Maaseik;72041.0;3650.0;Dilsen-Stokkem; 0 – 14;Mannelijk;177
Vlaams Gewest;Limburg;Maaseik;72041.0;3650.0;Dilsen-Stokkem; 0 – 14;Vrouwelijk;135
Vlaams Gewest;Limburg;Maaseik;72041.0;3650.0;Dilsen-Stokkem;15 – 64;Mannelijk;1505
Vlaams Gewest;Limburg;Maaseik;72041.0;3650.0;Dilsen-Stokkem;15 – 64;Vrouwelijk;1620
Vlaams Gewest;Limburg;Maaseik;72041.0;3650.0;Dilsen-Stokkem;65 – ...;Mannelijk;540
Vlaams Gewest;Limburg;Maaseik;72041.0;3650.0;Dilsen-Stokkem;65 – ...;Vrouwelijk;669
Vlaams Gewest;Limburg;Tongeren;73001.0;3570.0;Alken; 0 – 14;Mannelijk;112
Vlaams Gewest;Limburg;Tongeren;73001.0;3570.0;Alken; 0 – 14;Vrouwelijk;117
Vlaams Gewest;Limburg;Tongeren;73001.0;3570.0;Alken;15 – 64;Mannelijk;761
Vlaams Gewest;Limburg;Tongeren;73001.0;3570.0;Alken;15 – 64;Vrouwelijk;838
Vlaams Gewest;Limburg;Tongeren;73001.0;3570.0;Alken;65 – ...;Mannelijk;652
Vlaams Gewest;Limburg;Tongeren;73001.0;3570.0;Alken;65 – ...;Vrouwelijk;516
Vlaams Gewest;Limburg;Tongeren;73006.0;3740.0;Bilzen; 0 – 14;Mannelijk;352
Vlaams Gewest;Limburg;Tongeren;73006.0;3740.0;Bilzen; 0 – 14;Vrouwelijk;246
Vlaams Gewest;Limburg;Tongeren;73006.0;3740.0;Bilzen;15 – 64;Mannelijk;1911
Vlaams Gewest;Limburg;Tongeren;73006.0;3740.0;Bilzen;15 – 64;Vrouwelijk;2725
Vlaams Gewest;Limburg;Tongeren;73006.0;3740.0;Bilzen;65 – ...;Mannelijk;1176
Vlaams Gewest;Limburg;Tongeren;73006.0;3740.0;Bilzen;65 – ...;Vrouwelijk;1202
Vlaams Gewest;Limburg;Tongeren;73009.0;3840.0;Borgloon; 0 – 14;Mannelijk;95
Vlaams Gewest;Limburg;Tongeren;73009.0;3840.0;Borgloon; 0 – 14;Vrouwelijk;70
Vlaams Gewest;Limburg;Tongeren;73009.0;3840.0;Borgloon;15 – 64;Mannelijk;705
Vlaams Gewest;Limburg;Tongeren;73009.0;3840.0;Borgloon;15 – 64;Vrouwelijk;1024
Vlaams Gewest;Limburg;Tongeren;73009.0;3840.0;Borgloon;65 – ...;Mannelijk;518
Vlaams Gewest;Limburg;Tongeren;73009.0;3840.0;Borgloon;65 – ...;Vrouwelijk;396
Vlaams Gewest;Limburg;Tongeren;73022.0;3870.0;Heers; 0 – 14;Mannelijk;66
Vlaams Gewest;Limburg;Tongeren;73022.0;3870.0;Heers; 0 – 14;Vrouwelijk;64
Vlaams Gewest;Limburg;Tongeren;73022.0;3870.0;Heers;15 – 64;Mannelijk;516
Vlaams Gewest;Limburg;Tongeren;73022.0;3870.0;Heers;15 – 64;Vrouwelijk;664
Vlaams Gewest;Limburg;Tongeren;73022.0;3870.0;Heers;65 – ...;Mannelijk;243
Vlaams Gewest;Limburg;Tongeren;73022.0;3870.0;Heers;65 – ...;Vrouwelijk;371
Vlaams Gewest;Limburg;Tongeren;73028.0;3717.0;Herstappe; 0 – 14;Mannelijk;1
Vlaams Gewest;Limburg;Tongeren;73028.0;3717.0;Herstappe;15 – 64;Mannelijk;19
Vlaams Gewest;Limburg;Tongeren;73028.0;3717.0;Herstappe;15 – 64;Vrouwelijk;7
Vlaams Gewest;Limburg;Tongeren;73028.0;3717.0;Herstappe;65 – ...;Mannelijk;2
Vlaams Gewest;Limburg;Tongeren;73028.0;3717.0;Herstappe;65 – ...;Vrouwelijk;2
Vlaams Gewest;Limburg;Tongeren;73032.0;3730.0;Hoeselt; 0 – 14;Mannelijk;86
Vlaams Gewest;Limburg;Tongeren;73032.0;3730.0;Hoeselt; 0 – 14;Vrouwelijk;58
Vlaams Gewest;Limburg;Tongeren;73032.0;3730.0;Hoeselt;15 – 64;Mannelijk;641
Vlaams Gewest;Limburg;Tongeren;73032.0;3730.0;Hoeselt;15 – 64;Vrouwelijk;895
Vlaams Gewest;Limburg;Tongeren;73032.0;3730.0;Hoeselt;65 – ...;Mannelijk;376
Vlaams Gewest;Limburg;Tongeren;73032.0;3730.0;Hoeselt;65 – ...;Vrouwelijk;417
Vlaams Gewest;Limburg;Tongeren;73040.0;3720.0;Kortessem; 0 – 14;Mannelijk;74
Vlaams Gewest;Limburg;Tongeren;73040.0;3720.0;Kortessem; 0 – 14;Vrouwelijk;68
Vlaams Gewest;Limburg;Tongeren;73040.0;3720.0;Kortessem;15 – 64;Mannelijk;444
Vlaams Gewest;Limburg;Tongeren;73040.0;3720.0;Kortessem;15 – 64;Vrouwelijk;783
Vlaams Gewest;Limburg;Tongeren;73040.0;3720.0;Kortessem;65 – ...;Mannelijk;269
Vlaams Gewest;Limburg;Tongeren;73040.0;3720.0;Kortessem;65 – ...;Vrouwelijk;271
Vlaams Gewest;Limburg;Tongeren;73042.0;3620.0;Lanaken; 0 – 14;Mannelijk;151
