gewest;provincie_of_brussels_hoofdstedelijk_gewest;arrondissement;nis_code;postcode;gemeente;leeftijdsgroep;geslacht;klassieke_hospita-_lisatie
Vlaams Gewest;West-Vlaanderen;Brugge;31033;8820;Torhout;65 - ...;Mannelijk;798
Vlaams Gewest;West-Vlaanderen;Brugge;31033;8820;Torhout;65 - ...;Vrouwelijk;741
Vlaams Gewest;West-Vlaanderen;Brugge;31040;8210;Zedelgem;0 - 14;Mannelijk;158
Vlaams Gewest;West-Vlaanderen;Brugge;31040;8210;Zedelgem;0 - 14;Vrouwelijk;132
Vlaams Gewest;West-Vlaanderen;Brugge;31040;8210;Zedelgem;15 - 64;Mannelijk;631
Vlaams Gewest;West-Vlaanderen;Brugge;31040;8210;Zedelgem;15 - 64;Vrouwelijk;891
Vlaams Gewest;West-Vlaanderen;Brugge;31040;8210;Zedelgem;65 - ...;Mannelijk;719
Vlaams Gewest;West-Vlaanderen;Brugge;31040;8210;Zedelgem;65 - ...;Vrouwelijk;676
Vlaams Gewest;West-Vlaanderen;Brugge;31042;8377;Zuienkerke;0 - 14;Mannelijk;19
Vlaams Gewest;West-Vlaanderen;Brugge;31042;8377;Zuienkerke;0 - 14;Vrouwelijk;5
Vlaams Gewest;West-Vlaanderen;Brugge;31042;8377;Zuienkerke;15 - 64;Mannelijk;70
Vlaams Gewest;West-Vlaanderen;Brugge;31042;8377;Zuienkerke;15 - 64;Vrouwelijk;98
Vlaams Gewest;West-Vlaanderen;Brugge;31042;8377;Zuienkerke;65 - ...;Mannelijk;63
Vlaams Gewest;West-Vlaanderen;Brugge;31042;8377;Zuienkerke;65 - ...;Vrouwelijk;73
Vlaams Gewest;West-Vlaanderen;Brugge;31043;8300;Knokke-Heist;0 - 14;Mannelijk;109
Vlaams Gewest;West-Vlaanderen;Brugge;31043;8300;Knokke-Heist;0 - 14;Vrouwelijk;68
Vlaams Gewest;West-Vlaanderen;Brugge;31043;8300;Knokke-Heist;15 - 64;Mannelijk;920
Vlaams Gewest;West-Vlaanderen;Brugge;31043;8300;Knokke-Heist;15 - 64;Vrouwelijk;1069
Vlaams Gewest;West-Vlaanderen;Brugge;31043;8300;Knokke-Heist;65 - ...;Mannelijk;1832
Vlaams Gewest;West-Vlaanderen;Brugge;31043;8300;Knokke-Heist;65 - ...;Vrouwelijk;1670
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003;8600;Diksmuide;0 - 14;Mannelijk;98
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003;8600;Diksmuide;0 - 14;Vrouwelijk;102
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003;8600;Diksmuide;15 - 64;Mannelijk;512
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003;8600;Diksmuide;15 - 64;Vrouwelijk;629
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003;8600;Diksmuide;65 - ...;Mannelijk;593
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003;8600;Diksmuide;65 - ...;Vrouwelijk;562
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006;8650;Houthulst;0 - 14;Mannelijk;58
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006;8650;Houthulst;0 - 14;Vrouwelijk;78
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006;8650;Houthulst;15 - 64;Mannelijk;331
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006;8650;Houthulst;15 - 64;Vrouwelijk;436
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006;8650;Houthulst;65 - ...;Mannelijk;331
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006;8650;Houthulst;65 - ...;Vrouwelijk;310
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010;8680;Koekelare;0 - 14;Mannelijk;64
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010;8680;Koekelare;0 - 14;Vrouwelijk;57
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010;8680;Koekelare;15 - 64;Mannelijk;251
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010;8680;Koekelare;15 - 64;Vrouwelijk;310
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010;8680;Koekelare;65 - ...;Mannelijk;344
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010;8680;Koekelare;65 - ...;Vrouwelijk;360
Vlaams Gewest;West-Vlaanderen;Diksmuide;32011;8610;Kortemark;0 - 14;Mannelijk;96
Vlaams Gewest;West-Vlaanderen;Diksmuide;32011;8610;Kortemark;0 - 14;Vrouwelijk;105
Vlaams Gewest;West-Vlaanderen;Diksmuide;32011;8610;Kortemark;15 - 64;Mannelijk;370
Vlaams Gewest;West-Vlaanderen;Diksmuide;32011;8610;Kortemark;15 - 64;Vrouwelijk;480
Vlaams Gewest;West-Vlaanderen;Diksmuide;32011;8610;Kortemark;65 - ...;Mannelijk;475
Vlaams Gewest;West-Vlaanderen;Diksmuide;32011;8610;Kortemark;65 - ...;Vrouwelijk;452
Vlaams Gewest;West-Vlaanderen;Diksmuide;32030;8647;Lo-Reninge;0 - 14;Mannelijk;19
Vlaams Gewest;West-Vlaanderen;Diksmuide;32030;8647;Lo-Reninge;0 - 14;Vrouwelijk;18
Vlaams Gewest;West-Vlaanderen;Diksmuide;32030;8647;Lo-Reninge;15 - 64;Mannelijk;79
Vlaams Gewest;West-Vlaanderen;Diksmuide;32030;8647;Lo-Reninge;15 - 64;Vrouwelijk;126
Vlaams Gewest;West-Vlaanderen;Diksmuide;32030;8647;Lo-Reninge;65 - ...;Mannelijk;130
Vlaams Gewest;West-Vlaanderen;Diksmuide;32030;8647;Lo-Reninge;65 - ...;Vrouwelijk;80
Vlaams Gewest;West-Vlaanderen;Ieper;33011;8900;Ieper;0 - 14;Mannelijk;189
Vlaams Gewest;West-Vlaanderen;Ieper;33011;8900;Ieper;0 - 14;Vrouwelijk;193
Vlaams Gewest;West-Vlaanderen;Ieper;33011;8900;Ieper;15 - 64;Mannelijk;1129
Vlaams Gewest;West-Vlaanderen;Ieper;33011;8900;Ieper;15 - 64;Vrouwelijk;1419
Vlaams Gewest;West-Vlaanderen;Ieper;33011;8900;Ieper;65 - ...;Mannelijk;1375
Vlaams Gewest;West-Vlaanderen;Ieper;33011;8900;Ieper;65 - ...;Vrouwelijk;1371
Vlaams Gewest;West-Vlaanderen;Ieper;33016;8957;Mesen;0 - 14;Mannelijk;10
Vlaams Gewest;West-Vlaanderen;Ieper;33016;8957;Mesen;0 - 14;Vrouwelijk;7
Vlaams Gewest;West-Vlaanderen;Ieper;33016;8957;Mesen;15 - 64;Mannelijk;40
Vlaams Gewest;West-Vlaanderen;Ieper;33016;8957;Mesen;15 - 64;Vrouwelijk;42
Vlaams Gewest;West-Vlaanderen;Ieper;33016;8957;Mesen;65 - ...;Mannelijk;32
Vlaams Gewest;West-Vlaanderen;Ieper;33016;8957;Mesen;65 - ...;Vrouwelijk;21
Vlaams Gewest;West-Vlaanderen;Ieper;33021;8970;Poperinge;0 - 14;Mannelijk;128
Vlaams Gewest;West-Vlaanderen;Ieper;33021;8970;Poperinge;0 - 14;Vrouwelijk;118
Vlaams Gewest;West-Vlaanderen;Ieper;33021;8970;Poperinge;15 - 64;Mannelijk;588
Vlaams Gewest;West-Vlaanderen;Ieper;33021;8970;Poperinge;15 - 64;Vrouwelijk;744
Vlaams Gewest;West-Vlaanderen;Ieper;33021;8970;Poperinge;65 - ...;Mannelijk;726
Vlaams Gewest;West-Vlaanderen;Ieper;33021;8970;Poperinge;65 - ...;Vrouwelijk;705
Vlaams Gewest;West-Vlaanderen;Ieper;33029;8940;Wervik;0 - 14;Mannelijk;124
Vlaams Gewest;West-Vlaanderen;Ieper;33029;8940;Wervik;0 - 14;Vrouwelijk;99
Vlaams Gewest;West-Vlaanderen;Ieper;33029;8940;Wervik;15 - 64;Mannelijk;546
Vlaams Gewest;West-Vlaanderen;Ieper;33029;8940;Wervik;15 - 64;Vrouwelijk;753
Vlaams Gewest;West-Vlaanderen;Ieper;33029;8940;Wervik;65 - ...;Mannelijk;744
Vlaams Gewest;West-Vlaanderen;Ieper;33029;8940;Wervik;65 - ...;Vrouwelijk;705
Vlaams Gewest;West-Vlaanderen;Ieper;33037;8980;Zonnebeke;0 - 14;Mannelijk;106
Vlaams Gewest;West-Vlaanderen;Ieper;33037;8980;Zonnebeke;0 - 14;Vrouwelijk;67
Vlaams Gewest;West-Vlaanderen;Ieper;33037;8980;Zonnebeke;15 - 64;Mannelijk;367
Vlaams Gewest;West-Vlaanderen;Ieper;33037;8980;Zonnebeke;15 - 64;Vrouwelijk;508
Vlaams Gewest;West-Vlaanderen;Ieper;33037;8980;Zonnebeke;65 - ...;Mannelijk;443
Vlaams Gewest;West-Vlaanderen;Ieper;33037;8980;Zonnebeke;65 - ...;Vrouwelijk;423
Vlaams Gewest;West-Vlaanderen;Ieper;33039;8950;Heuvelland;0 - 14;Mannelijk;52
Vlaams Gewest;West-Vlaanderen;Ieper;33039;8950;Heuvelland;0 - 14;Vrouwelijk;34
Vlaams Gewest;West-Vlaanderen;Ieper;33039;8950;Heuvelland;15 - 64;Mannelijk;242
Vlaams Gewest;West-Vlaanderen;Ieper;33039;8950;Heuvelland;15 - 64;Vrouwelijk;245
Vlaams Gewest;West-Vlaanderen;Ieper;33039;8950;Heuvelland;65 - ...;Mannelijk;260
Vlaams Gewest;West-Vlaanderen;Ieper;33039;8950;Heuvelland;65 - ...;Vrouwelijk;223
Vlaams Gewest;West-Vlaanderen;Ieper;33040;8920;Langemark-Poelkapelle;0 - 14;Mannelijk;46
Vlaams Gewest;West-Vlaanderen;Ieper;33040;8920;Langemark-Poelkapelle;0 - 14;Vrouwelijk;42
Vlaams Gewest;West-Vlaanderen;Ieper;33040;8920;Langemark-Poelkapelle;15 - 64;Mannelijk;262
Vlaams Gewest;West-Vlaanderen;Ieper;33040;8920;Langemark-Poelkapelle;15 - 64;Vrouwelijk;361
Vlaams Gewest;West-Vlaanderen;Ieper;33040;8920;Langemark-Poelkapelle;65 - ...;Mannelijk;304
Vlaams Gewest;West-Vlaanderen;Ieper;33040;8920;Langemark-Poelkapelle;65 - ...;Vrouwelijk;233
Vlaams Gewest;West-Vlaanderen;Ieper;33041;8640;Vleteren;0 - 14;Mannelijk;27
Vlaams Gewest;West-Vlaanderen;Ieper;33041;8640;Vleteren;0 - 14;Vrouwelijk;10
Vlaams Gewest;West-Vlaanderen;Ieper;33041;8640;Vleteren;15 - 64;Mannelijk;93
Vlaams Gewest;West-Vlaanderen;Ieper;33041;8640;Vleteren;15 - 64;Vrouwelijk;99
Vlaams Gewest;West-Vlaanderen;Ieper;33041;8640;Vleteren;65 - ...;Mannelijk;134
Vlaams Gewest;West-Vlaanderen;Ieper;33041;8640;Vleteren;65 - ...;Vrouwelijk;86
Vlaams Gewest;West-Vlaanderen;Kortrijk;34002;8570;Anzegem;0 - 14;Mannelijk;123
Vlaams Gewest;West-Vlaanderen;Kortrijk;34002;8570;Anzegem;0 - 14;Vrouwelijk;86
Vlaams Gewest;West-Vlaanderen;Kortrijk;34002;8570;Anzegem;15 - 64;Mannelijk;395
Vlaams Gewest;West-Vlaanderen;Kortrijk;34002;8570;Anzegem;15 - 64;Vrouwelijk;493
Vlaams Gewest;West-Vlaanderen;Kortrijk;34002;8570;Anzegem;65 - ...;Mannelijk;478
Vlaams Gewest;West-Vlaanderen;Kortrijk;34002;8570;Anzegem;65 - ...;Vrouwelijk;438
Vlaams Gewest;West-Vlaanderen;Kortrijk;34003;8580;Avelgem;0 - 14;Mannelijk;63
Vlaams Gewest;West-Vlaanderen;Kortrijk;34003;8580;Avelgem;0 - 14;Vrouwelijk;68
Vlaams Gewest;West-Vlaanderen;Kortrijk;34003;8580;Avelgem;15 - 64;Mannelijk;315
Vlaams Gewest;West-Vlaanderen;Kortrijk;34003;8580;Avelgem;15 - 64;Vrouwelijk;417
Vlaams Gewest;West-Vlaanderen;Kortrijk;34003;8580;Avelgem;65 - ...;Mannelijk;320
Vlaams Gewest;West-Vlaanderen;Kortrijk;34003;8580;Avelgem;65 - ...;Vrouwelijk;336
Vlaams Gewest;West-Vlaanderen;Kortrijk;34009;8540;Deerlijk;0 - 14;Mannelijk;67
Vlaams Gewest;West-Vlaanderen;Kortrijk;34009;8540;Deerlijk;0 - 14;Vrouwelijk;79
Vlaams Gewest;West-Vlaanderen;Kortrijk;34009;8540;Deerlijk;15 - 64;Mannelijk;346
Vlaams Gewest;West-Vlaanderen;Kortrijk;34009;8540;Deerlijk;15 - 64;Vrouwelijk;524
Vlaams Gewest;West-Vlaanderen;Kortrijk;34009;8540;Deerlijk;65 - ...;Mannelijk;388
Vlaams Gewest;West-Vlaanderen;Kortrijk;34009;8540;Deerlijk;65 - ...;Vrouwelijk;404
Vlaams Gewest;West-Vlaanderen;Kortrijk;34013;8530;Harelbeke;0 - 14;Mannelijk;206
Vlaams Gewest;West-Vlaanderen;Kortrijk;34013;8530;Harelbeke;0 - 14;Vrouwelijk;182
Vlaams Gewest;West-Vlaanderen;Kortrijk;34013;8530;Harelbeke;15 - 64;Mannelijk;857
Vlaams Gewest;West-Vlaanderen;Kortrijk;34013;8530;Harelbeke;15 - 64;Vrouwelijk;1227
Vlaams Gewest;West-Vlaanderen;Kortrijk;34013;8530;Harelbeke;65 - ...;Mannelijk;978
Vlaams Gewest;West-Vlaanderen;Kortrijk;34013;8530;Harelbeke;65 - ...;Vrouwelijk;954
Vlaams Gewest;West-Vlaanderen;Kortrijk;34022;8500;Kortrijk;0 - 14;Mannelijk;565
Vlaams Gewest;West-Vlaanderen;Kortrijk;34022;8500;Kortrijk;0 - 14;Vrouwelijk;495
Vlaams Gewest;West-Vlaanderen;Kortrijk;34022;8500;Kortrijk;15 - 64;Mannelijk;2160
Vlaams Gewest;West-Vlaanderen;Kortrijk;34022;8500;Kortrijk;15 - 64;Vrouwelijk;3264
Vlaams Gewest;West-Vlaanderen;Kortrijk;34022;8500;Kortrijk;65 - ...;Mannelijk;2736
Vlaams Gewest;West-Vlaanderen;Kortrijk;34022;8500;Kortrijk;65 - ...;Vrouwelijk;3060
Vlaams Gewest;West-Vlaanderen;Kortrijk;34023;8520;Kuurne;0 - 14;Mannelijk;87
Vlaams Gewest;West-Vlaanderen;Kortrijk;34023;8520;Kuurne;0 - 14;Vrouwelijk;73
Vlaams Gewest;West-Vlaanderen;Kortrijk;34023;8520;Kuurne;15 - 64;Mannelijk;393
Vlaams Gewest;West-Vlaanderen;Kortrijk;34023;8520;Kuurne;15 - 64;Vrouwelijk;573
Vlaams Gewest;West-Vlaanderen;Kortrijk;34023;8520;Kuurne;65 - ...;Mannelijk;471
Vlaams Gewest;West-Vlaanderen;Kortrijk;34023;8520;Kuurne;65 - ...;Vrouwelijk;569
Vlaams Gewest;West-Vlaanderen;Kortrijk;34025;8860;Lendelede;0 - 14;Mannelijk;25
Vlaams Gewest;West-Vlaanderen;Kortrijk;34025;8860;Lendelede;0 - 14;Vrouwelijk;27
Vlaams Gewest;West-Vlaanderen;Kortrijk;34025;8860;Lendelede;15 - 64;Mannelijk;195
Vlaams Gewest;West-Vlaanderen;Kortrijk;34025;8860;Lendelede;15 - 64;Vrouwelijk;227
Vlaams Gewest;West-Vlaanderen;Kortrijk;34025;8860;Lendelede;65 - ...;Mannelijk;187
Vlaams Gewest;West-Vlaanderen;Kortrijk;34025;8860;Lendelede;65 - ...;Vrouwelijk;203
Vlaams Gewest;West-Vlaanderen;Kortrijk;34027;8930;Menen;0 - 14;Mannelijk;285
Vlaams Gewest;West-Vlaanderen;Kortrijk;34027;8930;Menen;0 - 14;Vrouwelijk;239
Vlaams Gewest;West-Vlaanderen;Kortrijk;34027;8930;Menen;15 - 64;Mannelijk;1088
Vlaams Gewest;West-Vlaanderen;Kortrijk;34027;8930;Menen;15 - 64;Vrouwelijk;1464
Vlaams Gewest;West-Vlaanderen;Kortrijk;34027;8930;Menen;65 - ...;Mannelijk;1138
Vlaams Gewest;West-Vlaanderen;Kortrijk;34027;8930;Menen;65 - ...;Vrouwelijk;1278
Vlaams Gewest;West-Vlaanderen;Kortrijk;34040;8790;Waregem;0 - 14;Mannelijk;256
Vlaams Gewest;West-Vlaanderen;Kortrijk;34040;8790;Waregem;0 - 14;Vrouwelijk;235
Vlaams Gewest;West-Vlaanderen;Kortrijk;34040;8790;Waregem;15 - 64;Mannelijk;1114
Vlaams Gewest;West-Vlaanderen;Kortrijk;34040;8790;Waregem;15 - 64;Vrouwelijk;1526
Vlaams Gewest;West-Vlaanderen;Kortrijk;34040;8790;Waregem;65 - ...;Mannelijk;1348
Vlaams Gewest;West-Vlaanderen;Kortrijk;34040;8790;Waregem;65 - ...;Vrouwelijk;1337
Vlaams Gewest;West-Vlaanderen;Kortrijk;34041;8560;Wevelgem;0 - 14;Mannelijk;222
Vlaams Gewest;West-Vlaanderen;Kortrijk;34041;8560;Wevelgem;0 - 14;Vrouwelijk;177
Vlaams Gewest;West-Vlaanderen;Kortrijk;34041;8560;Wevelgem;15 - 64;Mannelijk;895
Vlaams Gewest;West-Vlaanderen;Kortrijk;34041;8560;Wevelgem;15 - 64;Vrouwelijk;1221
Vlaams Gewest;West-Vlaanderen;Kortrijk;34041;8560;Wevelgem;65 - ...;Mannelijk;1131
Vlaams Gewest;West-Vlaanderen;Kortrijk;34041;8560;Wevelgem;65 - ...;Vrouwelijk;1104
Vlaams Gewest;West-Vlaanderen;Kortrijk;34042;8550;Zwevegem;0 - 14;Mannelijk;187
Vlaams Gewest;West-Vlaanderen;Kortrijk;34042;8550;Zwevegem;0 - 14;Vrouwelijk;132
Vlaams Gewest;West-Vlaanderen;Kortrijk;34042;8550;Zwevegem;15 - 64;Mannelijk;660
Vlaams Gewest;West-Vlaanderen;Kortrijk;34042;8550;Zwevegem;15 - 64;Vrouwelijk;992
Vlaams Gewest;West-Vlaanderen;Kortrijk;34042;8550;Zwevegem;65 - ...;Mannelijk;898
Vlaams Gewest;West-Vlaanderen;Kortrijk;34042;8550;Zwevegem;65 - ...;Vrouwelijk;790
Vlaams Gewest;West-Vlaanderen;Kortrijk;34043;8587;Spiere-Helkijn;0 - 14;Mannelijk;6
Vlaams Gewest;West-Vlaanderen;Kortrijk;34043;8587;Spiere-Helkijn;0 - 14;Vrouwelijk;11
Vlaams Gewest;West-Vlaanderen;Kortrijk;34043;8587;Spiere-Helkijn;15 - 64;Mannelijk;68
Vlaams Gewest;West-Vlaanderen;Kortrijk;34043;8587;Spiere-Helkijn;15 - 64;Vrouwelijk;75
Vlaams Gewest;West-Vlaanderen;Kortrijk;34043;8587;Spiere-Helkijn;65 - ...;Mannelijk;45
Vlaams Gewest;West-Vlaanderen;Kortrijk;34043;8587;Spiere-Helkijn;65 - ...;Vrouwelijk;72
Vlaams Gewest;West-Vlaanderen;Oostende;35002;8450;Bredene;0 - 14;Mannelijk;103
Vlaams Gewest;West-Vlaanderen;Oostende;35002;8450;Bredene;0 - 14;Vrouwelijk;87
Vlaams Gewest;West-Vlaanderen;Oostende;35002;8450;Bredene;15 - 64;Mannelijk;444
Vlaams Gewest;West-Vlaanderen;Oostende;35002;8450;Bredene;15 - 64;Vrouwelijk;704
Vlaams Gewest;West-Vlaanderen;Oostende;35002;8450;Bredene;65 - ...;Mannelijk;671
Vlaams Gewest;West-Vlaanderen;Oostende;35002;8450;Bredene;65 - ...;Vrouwelijk;635
Vlaams Gewest;West-Vlaanderen;Oostende;35005;8470;Gistel;0 - 14;Mannelijk;84
Vlaams Gewest;West-Vlaanderen;Oostende;35005;8470;Gistel;0 - 14;Vrouwelijk;74
Vlaams Gewest;West-Vlaanderen;Oostende;35005;8470;Gistel;15 - 64;Mannelijk;324
Vlaams Gewest;West-Vlaanderen;Oostende;35005;8470;Gistel;15 - 64;Vrouwelijk;457
Vlaams Gewest;West-Vlaanderen;Oostende;35005;8470;Gistel;65 - ...;Mannelijk;344
Vlaams Gewest;West-Vlaanderen;Oostende;35005;8470;Gistel;65 - ...;Vrouwelijk;397
Vlaams Gewest;West-Vlaanderen;Oostende;35006;8480;Ichtegem;0 - 14;Mannelijk;80
Vlaams Gewest;West-Vlaanderen;Oostende;35006;8480;Ichtegem;0 - 14;Vrouwelijk;78
Vlaams Gewest;West-Vlaanderen;Oostende;35006;8480;Ichtegem;15 - 64;Mannelijk;391
Vlaams Gewest;West-Vlaanderen;Oostende;35006;8480;Ichtegem;15 - 64;Vrouwelijk;540
Vlaams Gewest;West-Vlaanderen;Oostende;35006;8480;Ichtegem;65 - ...;Mannelijk;472
Vlaams Gewest;West-Vlaanderen;Oostende;35006;8480;Ichtegem;65 - ...;Vrouwelijk;471
Vlaams Gewest;West-Vlaanderen;Oostende;35011;8430;Middelkerke;0 - 14;Mannelijk;81
Vlaams Gewest;West-Vlaanderen;Oostende;35011;8430;Middelkerke;0 - 14;Vrouwelijk;79
Vlaams Gewest;West-Vlaanderen;Oostende;35011;8430;Middelkerke;15 - 64;Mannelijk;648
Vlaams Gewest;West-Vlaanderen;Oostende;35011;8430;Middelkerke;15 - 64;Vrouwelijk;671
Vlaams Gewest;West-Vlaanderen;Oostende;35011;8430;Middelkerke;65 - ...;Mannelijk;1127
Vlaams Gewest;West-Vlaanderen;Oostende;35011;8430;Middelkerke;65 - ...;Vrouwelijk;1030
Vlaams Gewest;West-Vlaanderen;Oostende;35013;8400;Oostende;0 - 14;Mannelijk;429
Vlaams Gewest;West-Vlaanderen;Oostende;35013;8400;Oostende;0 - 14;Vrouwelijk;359
Vlaams Gewest;West-Vlaanderen;Oostende;35013;8400;Oostende;15 - 64;Mannelijk;2024
Vlaams Gewest;West-Vlaanderen;Oostende;35013;8400;Oostende;15 - 64;Vrouwelijk;2572
Vlaams Gewest;West-Vlaanderen;Oostende;35013;8400;Oostende;65 - ...;Mannelijk;3069
Vlaams Gewest;West-Vlaanderen;Oostende;35013;8400;Oostende;65 - ...;Vrouwelijk;3364
Vlaams Gewest;West-Vlaanderen;Oostende;35014;8460;Oudenburg;0 - 14;Mannelijk;45
Vlaams Gewest;West-Vlaanderen;Oostende;35014;8460;Oudenburg;0 - 14;Vrouwelijk;71
Vlaams Gewest;West-Vlaanderen;Oostende;35014;8460;Oudenburg;15 - 64;Mannelijk;266
Vlaams Gewest;West-Vlaanderen;Oostende;35014;8460;Oudenburg;15 - 64;Vrouwelijk;393
Vlaams Gewest;West-Vlaanderen;Oostende;35014;8460;Oudenburg;65 - ...;Mannelijk;333
Vlaams Gewest;West-Vlaanderen;Oostende;35014;8460;Oudenburg;65 - ...;Vrouwelijk;322
Vlaams Gewest;West-Vlaanderen;Oostende;35029;8420;De Haan;0 - 14;Mannelijk;29
Vlaams Gewest;West-Vlaanderen;Oostende;35029;8420;De Haan;0 - 14;Vrouwelijk;37
Vlaams Gewest;West-Vlaanderen;Oostende;35029;8420;De Haan;15 - 64;Mannelijk;320
Vlaams Gewest;West-Vlaanderen;Oostende;35029;8420;De Haan;15 - 64;Vrouwelijk;397
Vlaams Gewest;West-Vlaanderen;Oostende;35029;8420;De Haan;65 - ...;Mannelijk;663
Vlaams Gewest;West-Vlaanderen;Oostende;35029;8420;De Haan;65 - ...;Vrouwelijk;659
Vlaams Gewest;West-Vlaanderen;Roeselare;36006;8830;Hooglede;0 - 14;Mannelijk;41
Vlaams Gewest;West-Vlaanderen;Roeselare;36006;8830;Hooglede;0 - 14;Vrouwelijk;59
Vlaams Gewest;West-Vlaanderen;Roeselare;36006;8830;Hooglede;15 - 64;Mannelijk;288
Vlaams Gewest;West-Vlaanderen;Roeselare;36006;8830;Hooglede;15 - 64;Vrouwelijk;332
Vlaams Gewest;West-Vlaanderen;Roeselare;36006;8830;Hooglede;65 - ...;Mannelijk;281
Vlaams Gewest;West-Vlaanderen;Roeselare;36006;8830;Hooglede;65 - ...;Vrouwelijk;309
Vlaams Gewest;West-Vlaanderen;Roeselare;36007;8770;Ingelmunster;0 - 14;Mannelijk;64
Vlaams Gewest;West-Vlaanderen;Roeselare;36007;8770;Ingelmunster;0 - 14;Vrouwelijk;70
Vlaams Gewest;West-Vlaanderen;Roeselare;36007;8770;Ingelmunster;15 - 64;Mannelijk;383
Vlaams Gewest;West-Vlaanderen;Roeselare;36007;8770;Ingelmunster;15 - 64;Vrouwelijk;455
Vlaams Gewest;West-Vlaanderen;Roeselare;36007;8770;Ingelmunster;65 - ...;Mannelijk;398
Vlaams Gewest;West-Vlaanderen;Roeselare;36007;8770;Ingelmunster;65 - ...;Vrouwelijk;384
Vlaams Gewest;West-Vlaanderen;Roeselare;36008;8870;Izegem;0 - 14;Mannelijk;170
Vlaams Gewest;West-Vlaanderen;Roeselare;36008;8870;Izegem;0 - 14;Vrouwelijk;170
Vlaams Gewest;West-Vlaanderen;Roeselare;36008;8870;Izegem;15 - 64;Mannelijk;893
Vlaams Gewest;West-Vlaanderen;Roeselare;36008;8870;Izegem;15 - 64;Vrouwelijk;1187
Vlaams Gewest;West-Vlaanderen;Roeselare;36008;8870;Izegem;65 - ...;Mannelijk;1001
Vlaams Gewest;West-Vlaanderen;Roeselare;36008;8870;Izegem;65 - ...;Vrouwelijk;1076
Vlaams Gewest;West-Vlaanderen;Roeselare;36010;8880;Ledegem;0 - 14;Mannelijk;61
Vlaams Gewest;West-Vlaanderen;Roeselare;36010;8880;Ledegem;0 - 14;Vrouwelijk;43
Vlaams Gewest;West-Vlaanderen;Roeselare;36010;8880;Ledegem;15 - 64;Mannelijk;291
Vlaams Gewest;West-Vlaanderen;Roeselare;36010;8880;Ledegem;15 - 64;Vrouwelijk;375
Vlaams Gewest;West-Vlaanderen;Roeselare;36010;8880;Ledegem;65 - ...;Mannelijk;378
Vlaams Gewest;West-Vlaanderen;Roeselare;36010;8880;Ledegem;65 - ...;Vrouwelijk;337
Vlaams Gewest;West-Vlaanderen;Roeselare;36011;8810;Lichtervelde;0 - 14;Mannelijk;65
Vlaams Gewest;West-Vlaanderen;Roeselare;36011;8810;Lichtervelde;0 - 14;Vrouwelijk;44
Vlaams Gewest;West-Vlaanderen;Roeselare;36011;8810;Lichtervelde;15 - 64;Mannelijk;205
Vlaams Gewest;West-Vlaanderen;Roeselare;36011;8810;Lichtervelde;15 - 64;Vrouwelijk;355
Vlaams Gewest;West-Vlaanderen;Roeselare;36011;8810;Lichtervelde;65 - ...;Mannelijk;322
Vlaams Gewest;West-Vlaanderen;Roeselare;36011;8810;Lichtervelde;65 - ...;Vrouwelijk;328
Vlaams Gewest;West-Vlaanderen;Roeselare;36012;8890;Moorslede;0 - 14;Mannelijk;77
Vlaams Gewest;West-Vlaanderen;Roeselare;36012;8890;Moorslede;0 - 14;Vrouwelijk;83
Vlaams Gewest;West-Vlaanderen;Roeselare;36012;8890;Moorslede;15 - 64;Mannelijk;288
Vlaams Gewest;West-Vlaanderen;Roeselare;36012;8890;Moorslede;15 - 64;Vrouwelijk;438
Vlaams Gewest;West-Vlaanderen;Roeselare;36012;8890;Moorslede;65 - ...;Mannelijk;397
Vlaams Gewest;West-Vlaanderen;Roeselare;36012;8890;Moorslede;65 - ...;Vrouwelijk;410
Vlaams Gewest;West-Vlaanderen;Roeselare;36015;8800;Roeselare;0 - 14;Mannelijk;406
Vlaams Gewest;West-Vlaanderen;Roeselare;36015;8800;Roeselare;0 - 14;Vrouwelijk;348
Vlaams Gewest;West-Vlaanderen;Roeselare;36015;8800;Roeselare;15 - 64;Mannelijk;2055
Vlaams Gewest;West-Vlaanderen;Roeselare;36015;8800;Roeselare;15 - 64;Vrouwelijk;2559
Vlaams Gewest;West-Vlaanderen;Roeselare;36015;8800;Roeselare;65 - ...;Mannelijk;2198
Vlaams Gewest;West-Vlaanderen;Roeselare;36015;8800;Roeselare;65 - ...;Vrouwelijk;2331
