gewest;provincie_of_brussels_hoofdstedelijk_gewest;arrondissement;nis_code;postcode;gemeente;leeftijdsgroep;geslacht;klassieke_hospita-_lisatie
Vlaams Gewest;Limburg;Hasselt;71034;3970;Leopoldsburg;15 - 64;Mannelijk;420
Vlaams Gewest;Limburg;Hasselt;71034;3970;Leopoldsburg;15 - 64;Vrouwelijk;715
Vlaams Gewest;Limburg;Hasselt;71034;3970;Leopoldsburg;65 - ...;Mannelijk;509
Vlaams Gewest;Limburg;Hasselt;71034;3970;Leopoldsburg;65 - ...;Vrouwelijk;435
Vlaams Gewest;Limburg;Hasselt;71037;3560;Lummen;0 - 14;Mannelijk;89
Vlaams Gewest;Limburg;Hasselt;71037;3560;Lummen;0 - 14;Vrouwelijk;78
Vlaams Gewest;Limburg;Hasselt;71037;3560;Lummen;15 - 64;Mannelijk;356
Vlaams Gewest;Limburg;Hasselt;71037;3560;Lummen;15 - 64;Vrouwelijk;469
Vlaams Gewest;Limburg;Hasselt;71037;3560;Lummen;65 - ...;Mannelijk;434
Vlaams Gewest;Limburg;Hasselt;71037;3560;Lummen;65 - ...;Vrouwelijk;447
Vlaams Gewest;Limburg;Hasselt;71045;3850;Nieuwerkerken (Limburg);0 - 14;Mannelijk;30
Vlaams Gewest;Limburg;Hasselt;71045;3850;Nieuwerkerken (Limburg);0 - 14;Vrouwelijk;16
Vlaams Gewest;Limburg;Hasselt;71045;3850;Nieuwerkerken (Limburg);15 - 64;Mannelijk;227
Vlaams Gewest;Limburg;Hasselt;71045;3850;Nieuwerkerken (Limburg);15 - 64;Vrouwelijk;220
Vlaams Gewest;Limburg;Hasselt;71045;3850;Nieuwerkerken (Limburg);65 - ...;Mannelijk;239
Vlaams Gewest;Limburg;Hasselt;71045;3850;Nieuwerkerken (Limburg);65 - ...;Vrouwelijk;210
Vlaams Gewest;Limburg;Hasselt;71053;3800;Sint-Truiden;0 - 14;Mannelijk;187
Vlaams Gewest;Limburg;Hasselt;71053;3800;Sint-Truiden;0 - 14;Vrouwelijk;162
Vlaams Gewest;Limburg;Hasselt;71053;3800;Sint-Truiden;15 - 64;Mannelijk;1311
Vlaams Gewest;Limburg;Hasselt;71053;3800;Sint-Truiden;15 - 64;Vrouwelijk;1647
Vlaams Gewest;Limburg;Hasselt;71053;3800;Sint-Truiden;65 - ...;Mannelijk;1622
Vlaams Gewest;Limburg;Hasselt;71053;3800;Sint-Truiden;65 - ...;Vrouwelijk;1567
Vlaams Gewest;Limburg;Hasselt;71057;3980;Tessenderlo;0 - 14;Mannelijk;84
Vlaams Gewest;Limburg;Hasselt;71057;3980;Tessenderlo;0 - 14;Vrouwelijk;73
Vlaams Gewest;Limburg;Hasselt;71057;3980;Tessenderlo;15 - 64;Mannelijk;482
Vlaams Gewest;Limburg;Hasselt;71057;3980;Tessenderlo;15 - 64;Vrouwelijk;643
Vlaams Gewest;Limburg;Hasselt;71057;3980;Tessenderlo;65 - ...;Mannelijk;592
Vlaams Gewest;Limburg;Hasselt;71057;3980;Tessenderlo;65 - ...;Vrouwelijk;569
Vlaams Gewest;Limburg;Hasselt;71066;3520;Zonhoven;0 - 14;Mannelijk;84
Vlaams Gewest;Limburg;Hasselt;71066;3520;Zonhoven;0 - 14;Vrouwelijk;100
Vlaams Gewest;Limburg;Hasselt;71066;3520;Zonhoven;15 - 64;Mannelijk;500
Vlaams Gewest;Limburg;Hasselt;71066;3520;Zonhoven;15 - 64;Vrouwelijk;689
Vlaams Gewest;Limburg;Hasselt;71066;3520;Zonhoven;65 - ...;Mannelijk;525
Vlaams Gewest;Limburg;Hasselt;71066;3520;Zonhoven;65 - ...;Vrouwelijk;608
Vlaams Gewest;Limburg;Hasselt;71067;3690;Zutendaal;0 - 14;Mannelijk;28
Vlaams Gewest;Limburg;Hasselt;71067;3690;Zutendaal;0 - 14;Vrouwelijk;19
Vlaams Gewest;Limburg;Hasselt;71067;3690;Zutendaal;15 - 64;Mannelijk;184
Vlaams Gewest;Limburg;Hasselt;71067;3690;Zutendaal;15 - 64;Vrouwelijk;197
Vlaams Gewest;Limburg;Hasselt;71067;3690;Zutendaal;65 - ...;Mannelijk;239
Vlaams Gewest;Limburg;Hasselt;71067;3690;Zutendaal;65 - ...;Vrouwelijk;209
Vlaams Gewest;Limburg;Hasselt;71069;3945;Ham;0 - 14;Mannelijk;59
Vlaams Gewest;Limburg;Hasselt;71069;3945;Ham;0 - 14;Vrouwelijk;56
Vlaams Gewest;Limburg;Hasselt;71069;3945;Ham;15 - 64;Mannelijk;291
Vlaams Gewest;Limburg;Hasselt;71069;3945;Ham;15 - 64;Vrouwelijk;382
Vlaams Gewest;Limburg;Hasselt;71069;3945;Ham;65 - ...;Mannelijk;361
Vlaams Gewest;Limburg;Hasselt;71069;3945;Ham;65 - ...;Vrouwelijk;296
Vlaams Gewest;Limburg;Hasselt;71070;3550;Heusden-Zolder;0 - 14;Mannelijk;146
Vlaams Gewest;Limburg;Hasselt;71070;3550;Heusden-Zolder;0 - 14;Vrouwelijk;152
Vlaams Gewest;Limburg;Hasselt;71070;3550;Heusden-Zolder;15 - 64;Mannelijk;903
Vlaams Gewest;Limburg;Hasselt;71070;3550;Heusden-Zolder;15 - 64;Vrouwelijk;1243
Vlaams Gewest;Limburg;Hasselt;71070;3550;Heusden-Zolder;65 - ...;Mannelijk;908
Vlaams Gewest;Limburg;Hasselt;71070;3550;Heusden-Zolder;65 - ...;Vrouwelijk;946
Vlaams Gewest;Limburg;Maaseik;72003;3950;Bocholt;0 - 14;Mannelijk;70
Vlaams Gewest;Limburg;Maaseik;72003;3950;Bocholt;0 - 14;Vrouwelijk;42
Vlaams Gewest;Limburg;Maaseik;72003;3950;Bocholt;15 - 64;Mannelijk;308
Vlaams Gewest;Limburg;Maaseik;72003;3950;Bocholt;15 - 64;Vrouwelijk;463
Vlaams Gewest;Limburg;Maaseik;72003;3950;Bocholt;65 - ...;Mannelijk;434
Vlaams Gewest;Limburg;Maaseik;72003;3950;Bocholt;65 - ...;Vrouwelijk;317
Vlaams Gewest;Limburg;Maaseik;72004;3960;Bree;0 - 14;Mannelijk;61
Vlaams Gewest;Limburg;Maaseik;72004;3960;Bree;0 - 14;Vrouwelijk;66
Vlaams Gewest;Limburg;Maaseik;72004;3960;Bree;15 - 64;Mannelijk;453
Vlaams Gewest;Limburg;Maaseik;72004;3960;Bree;15 - 64;Vrouwelijk;515
Vlaams Gewest;Limburg;Maaseik;72004;3960;Bree;65 - ...;Mannelijk;484
Vlaams Gewest;Limburg;Maaseik;72004;3960;Bree;65 - ...;Vrouwelijk;495
Vlaams Gewest;Limburg;Maaseik;72018;3640;Kinrooi;0 - 14;Mannelijk;52
Vlaams Gewest;Limburg;Maaseik;72018;3640;Kinrooi;0 - 14;Vrouwelijk;64
Vlaams Gewest;Limburg;Maaseik;72018;3640;Kinrooi;15 - 64;Mannelijk;335
Vlaams Gewest;Limburg;Maaseik;72018;3640;Kinrooi;15 - 64;Vrouwelijk;384
Vlaams Gewest;Limburg;Maaseik;72018;3640;Kinrooi;65 - ...;Mannelijk;310
Vlaams Gewest;Limburg;Maaseik;72018;3640;Kinrooi;65 - ...;Vrouwelijk;328
Vlaams Gewest;Limburg;Maaseik;72020;3920;Lommel;0 - 14;Mannelijk;150
Vlaams Gewest;Limburg;Maaseik;72020;3920;Lommel;0 - 14;Vrouwelijk;126
Vlaams Gewest;Limburg;Maaseik;72020;3920;Lommel;15 - 64;Mannelijk;1028
Vlaams Gewest;Limburg;Maaseik;72020;3920;Lommel;15 - 64;Vrouwelijk;1328
Vlaams Gewest;Limburg;Maaseik;72020;3920;Lommel;65 - ...;Mannelijk;1107
Vlaams Gewest;Limburg;Maaseik;72020;3920;Lommel;65 - ...;Vrouwelijk;996
Vlaams Gewest;Limburg;Maaseik;72021;3680;Maaseik;0 - 14;Mannelijk;85
Vlaams Gewest;Limburg;Maaseik;72021;3680;Maaseik;0 - 14;Vrouwelijk;85
Vlaams Gewest;Limburg;Maaseik;72021;3680;Maaseik;15 - 64;Mannelijk;735
Vlaams Gewest;Limburg;Maaseik;72021;3680;Maaseik;15 - 64;Vrouwelijk;870
Vlaams Gewest;Limburg;Maaseik;72021;3680;Maaseik;65 - ...;Mannelijk;877
Vlaams Gewest;Limburg;Maaseik;72021;3680;Maaseik;65 - ...;Vrouwelijk;821
Vlaams Gewest;Limburg;Maaseik;72030;3990;Peer;0 - 14;Mannelijk;66
Vlaams Gewest;Limburg;Maaseik;72030;3990;Peer;0 - 14;Vrouwelijk;54
Vlaams Gewest;Limburg;Maaseik;72030;3990;Peer;15 - 64;Mannelijk;473
Vlaams Gewest;Limburg;Maaseik;72030;3990;Peer;15 - 64;Vrouwelijk;582
Vlaams Gewest;Limburg;Maaseik;72030;3990;Peer;65 - ...;Mannelijk;450
Vlaams Gewest;Limburg;Maaseik;72030;3990;Peer;65 - ...;Vrouwelijk;412
Vlaams Gewest;Limburg;Maaseik;72037;3930;Hamont-Achel;0 - 14;Mannelijk;56
Vlaams Gewest;Limburg;Maaseik;72037;3930;Hamont-Achel;0 - 14;Vrouwelijk;39
Vlaams Gewest;Limburg;Maaseik;72037;3930;Hamont-Achel;15 - 64;Mannelijk;376
Vlaams Gewest;Limburg;Maaseik;72037;3930;Hamont-Achel;15 - 64;Vrouwelijk;481
Vlaams Gewest;Limburg;Maaseik;72037;3930;Hamont-Achel;65 - ...;Mannelijk;592
Vlaams Gewest;Limburg;Maaseik;72037;3930;Hamont-Achel;65 - ...;Vrouwelijk;434
Vlaams Gewest;Limburg;Maaseik;72038;3940;Hechtel-Eksel;0 - 14;Mannelijk;71
Vlaams Gewest;Limburg;Maaseik;72038;3940;Hechtel-Eksel;0 - 14;Vrouwelijk;65
Vlaams Gewest;Limburg;Maaseik;72038;3940;Hechtel-Eksel;15 - 64;Mannelijk;370
Vlaams Gewest;Limburg;Maaseik;72038;3940;Hechtel-Eksel;15 - 64;Vrouwelijk;413
Vlaams Gewest;Limburg;Maaseik;72038;3940;Hechtel-Eksel;65 - ...;Mannelijk;363
Vlaams Gewest;Limburg;Maaseik;72038;3940;Hechtel-Eksel;65 - ...;Vrouwelijk;356
Vlaams Gewest;Limburg;Maaseik;72039;3530;Houthalen-Helchteren;0 - 14;Mannelijk;152
Vlaams Gewest;Limburg;Maaseik;72039;3530;Houthalen-Helchteren;0 - 14;Vrouwelijk;148
Vlaams Gewest;Limburg;Maaseik;72039;3530;Houthalen-Helchteren;15 - 64;Mannelijk;866
Vlaams Gewest;Limburg;Maaseik;72039;3530;Houthalen-Helchteren;15 - 64;Vrouwelijk;1157
Vlaams Gewest;Limburg;Maaseik;72039;3530;Houthalen-Helchteren;65 - ...;Mannelijk;838
Vlaams Gewest;Limburg;Maaseik;72039;3530;Houthalen-Helchteren;65 - ...;Vrouwelijk;772
Vlaams Gewest;Limburg;Maaseik;72041;3650;Dilsen-Stokkem;0 - 14;Mannelijk;94
Vlaams Gewest;Limburg;Maaseik;72041;3650;Dilsen-Stokkem;0 - 14;Vrouwelijk;83
Vlaams Gewest;Limburg;Maaseik;72041;3650;Dilsen-Stokkem;15 - 64;Mannelijk;558
Vlaams Gewest;Limburg;Maaseik;72041;3650;Dilsen-Stokkem;15 - 64;Vrouwelijk;767
Vlaams Gewest;Limburg;Maaseik;72041;3650;Dilsen-Stokkem;65 - ...;Mannelijk;563
Vlaams Gewest;Limburg;Maaseik;72041;3650;Dilsen-Stokkem;65 - ...;Vrouwelijk;581
Vlaams Gewest;Limburg;Maaseik;72042;3660;Oudsbergen;0 - 14;Mannelijk;121
Vlaams Gewest;Limburg;Maaseik;72042;3660;Oudsbergen;0 - 14;Vrouwelijk;92
Vlaams Gewest;Limburg;Maaseik;72042;3660;Oudsbergen;15 - 64;Mannelijk;601
Vlaams Gewest;Limburg;Maaseik;72042;3660;Oudsbergen;15 - 64;Vrouwelijk;712
Vlaams Gewest;Limburg;Maaseik;72042;3660;Oudsbergen;65 - ...;Mannelijk;630
Vlaams Gewest;Limburg;Maaseik;72042;3660;Oudsbergen;65 - ...;Vrouwelijk;576
Vlaams Gewest;Limburg;Maaseik;72043;3900;Pelt;0 - 14;Mannelijk;181
Vlaams Gewest;Limburg;Maaseik;72043;3900;Pelt;0 - 14;Vrouwelijk;143
Vlaams Gewest;Limburg;Maaseik;72043;3900;Pelt;15 - 64;Mannelijk;891
Vlaams Gewest;Limburg;Maaseik;72043;3900;Pelt;15 - 64;Vrouwelijk;1220
Vlaams Gewest;Limburg;Maaseik;72043;3900;Pelt;65 - ...;Mannelijk;994
Vlaams Gewest;Limburg;Maaseik;72043;3900;Pelt;65 - ...;Vrouwelijk;935
Vlaams Gewest;Limburg;Tongeren;73001;3570;Alken;0 - 14;Mannelijk;54
Vlaams Gewest;Limburg;Tongeren;73001;3570;Alken;0 - 14;Vrouwelijk;47
Vlaams Gewest;Limburg;Tongeren;73001;3570;Alken;15 - 64;Mannelijk;273
Vlaams Gewest;Limburg;Tongeren;73001;3570;Alken;15 - 64;Vrouwelijk;343
Vlaams Gewest;Limburg;Tongeren;73001;3570;Alken;65 - ...;Mannelijk;342
Vlaams Gewest;Limburg;Tongeren;73001;3570;Alken;65 - ...;Vrouwelijk;342
Vlaams Gewest;Limburg;Tongeren;73006;3740;Bilzen;0 - 14;Mannelijk;126
Vlaams Gewest;Limburg;Tongeren;73006;3740;Bilzen;0 - 14;Vrouwelijk;113
Vlaams Gewest;Limburg;Tongeren;73006;3740;Bilzen;15 - 64;Mannelijk;859
Vlaams Gewest;Limburg;Tongeren;73006;3740;Bilzen;15 - 64;Vrouwelijk;1141
Vlaams Gewest;Limburg;Tongeren;73006;3740;Bilzen;65 - ...;Mannelijk;935
Vlaams Gewest;Limburg;Tongeren;73006;3740;Bilzen;65 - ...;Vrouwelijk;918
Vlaams Gewest;Limburg;Tongeren;73009;3840;Borgloon;0 - 14;Mannelijk;35
Vlaams Gewest;Limburg;Tongeren;73009;3840;Borgloon;0 - 14;Vrouwelijk;43
Vlaams Gewest;Limburg;Tongeren;73009;3840;Borgloon;15 - 64;Mannelijk;368
Vlaams Gewest;Limburg;Tongeren;73009;3840;Borgloon;15 - 64;Vrouwelijk;395
Vlaams Gewest;Limburg;Tongeren;73009;3840;Borgloon;65 - ...;Mannelijk;361
Vlaams Gewest;Limburg;Tongeren;73009;3840;Borgloon;65 - ...;Vrouwelijk;375
Vlaams Gewest;Limburg;Tongeren;73022;3870;Heers;0 - 14;Mannelijk;24
Vlaams Gewest;Limburg;Tongeren;73022;3870;Heers;0 - 14;Vrouwelijk;19
Vlaams Gewest;Limburg;Tongeren;73022;3870;Heers;15 - 64;Mannelijk;238
Vlaams Gewest;Limburg;Tongeren;73022;3870;Heers;15 - 64;Vrouwelijk;275
Vlaams Gewest;Limburg;Tongeren;73022;3870;Heers;65 - ...;Mannelijk;298
Vlaams Gewest;Limburg;Tongeren;73022;3870;Heers;65 - ...;Vrouwelijk;237
Vlaams Gewest;Limburg;Tongeren;73028;3717;Herstappe;0 - 14;Mannelijk;0
Vlaams Gewest;Limburg;Tongeren;73028;3717;Herstappe;0 - 14;Vrouwelijk;< 5
Vlaams Gewest;Limburg;Tongeren;73028;3717;Herstappe;15 - 64;Mannelijk;8
Vlaams Gewest;Limburg;Tongeren;73028;3717;Herstappe;15 - 64;Vrouwelijk;7
Vlaams Gewest;Limburg;Tongeren;73028;3717;Herstappe;65 - ...;Mannelijk;< 5
Vlaams Gewest;Limburg;Tongeren;73028;3717;Herstappe;65 - ...;Vrouwelijk;< 5
Vlaams Gewest;Limburg;Tongeren;73032;3730;Hoeselt;0 - 14;Mannelijk;34
Vlaams Gewest;Limburg;Tongeren;73032;3730;Hoeselt;0 - 14;Vrouwelijk;25
Vlaams Gewest;Limburg;Tongeren;73032;3730;Hoeselt;15 - 64;Mannelijk;274
Vlaams Gewest;Limburg;Tongeren;73032;3730;Hoeselt;15 - 64;Vrouwelijk;259
Vlaams Gewest;Limburg;Tongeren;73032;3730;Hoeselt;65 - ...;Mannelijk;310
Vlaams Gewest;Limburg;Tongeren;73032;3730;Hoeselt;65 - ...;Vrouwelijk;333
Vlaams Gewest;Limburg;Tongeren;73040;3720;Kortessem;0 - 14;Mannelijk;39
Vlaams Gewest;Limburg;Tongeren;73040;3720;Kortessem;0 - 14;Vrouwelijk;51
Vlaams Gewest;Limburg;Tongeren;73040;3720;Kortessem;15 - 64;Mannelijk;207
Vlaams Gewest;Limburg;Tongeren;73040;3720;Kortessem;15 - 64;Vrouwelijk;293
Vlaams Gewest;Limburg;Tongeren;73040;3720;Kortessem;65 - ...;Mannelijk;245
Vlaams Gewest;Limburg;Tongeren;73040;3720;Kortessem;65 - ...;Vrouwelijk;220
Vlaams Gewest;Limburg;Tongeren;73042;3620;Lanaken;0 - 14;Mannelijk;117
Vlaams Gewest;Limburg;Tongeren;73042;3620;Lanaken;0 - 14;Vrouwelijk;83
Vlaams Gewest;Limburg;Tongeren;73042;3620;Lanaken;15 - 64;Mannelijk;612
Vlaams Gewest;Limburg;Tongeren;73042;3620;Lanaken;15 - 64;Vrouwelijk;793
Vlaams Gewest;Limburg;Tongeren;73042;3620;Lanaken;65 - ...;Mannelijk;840
Vlaams Gewest;Limburg;Tongeren;73042;3620;Lanaken;65 - ...;Vrouwelijk;793
Vlaams Gewest;Limburg;Tongeren;73066;3770;Riemst;0 - 14;Mannelijk;66
Vlaams Gewest;Limburg;Tongeren;73066;3770;Riemst;0 - 14;Vrouwelijk;58
Vlaams Gewest;Limburg;Tongeren;73066;3770;Riemst;15 - 64;Mannelijk;455
Vlaams Gewest;Limburg;Tongeren;73066;3770;Riemst;15 - 64;Vrouwelijk;510
Vlaams Gewest;Limburg;Tongeren;73066;3770;Riemst;65 - ...;Mannelijk;551
Vlaams Gewest;Limburg;Tongeren;73066;3770;Riemst;65 - ...;Vrouwelijk;469
Vlaams Gewest;Limburg;Tongeren;73083;3700;Tongeren;0 - 14;Mannelijk;97
Vlaams Gewest;Limburg;Tongeren;73083;3700;Tongeren;0 - 14;Vrouwelijk;158
Vlaams Gewest;Limburg;Tongeren;73083;3700;Tongeren;15 - 64;Mannelijk;940
Vlaams Gewest;Limburg;Tongeren;73083;3700;Tongeren;15 - 64;Vrouwelijk;1098
Vlaams Gewest;Limburg;Tongeren;73083;3700;Tongeren;65 - ...;Mannelijk;1216
Vlaams Gewest;Limburg;Tongeren;73083;3700;Tongeren;65 - ...;Vrouwelijk;1156
Vlaams Gewest;Limburg;Tongeren;73098;3830;Wellen;0 - 14;Mannelijk;33
Vlaams Gewest;Limburg;Tongeren;73098;3830;Wellen;0 - 14;Vrouwelijk;31
Vlaams Gewest;Limburg;Tongeren;73098;3830;Wellen;15 - 64;Mannelijk;208
Vlaams Gewest;Limburg;Tongeren;73098;3830;Wellen;15 - 64;Vrouwelijk;206
Vlaams Gewest;Limburg;Tongeren;73098;3830;Wellen;65 - ...;Mannelijk;267
Vlaams Gewest;Limburg;Tongeren;73098;3830;Wellen;65 - ...;Vrouwelijk;195
Vlaams Gewest;Limburg;Tongeren;73107;3630;Maasmechelen;0 - 14;Mannelijk;190
Vlaams Gewest;Limburg;Tongeren;73107;3630;Maasmechelen;0 - 14;Vrouwelijk;144
Vlaams Gewest;Limburg;Tongeren;73107;3630;Maasmechelen;15 - 64;Mannelijk;1015
Vlaams Gewest;Limburg;Tongeren;73107;3630;Maasmechelen;15 - 64;Vrouwelijk;1334
Vlaams Gewest;Limburg;Tongeren;73107;3630;Maasmechelen;65 - ...;Mannelijk;1067
Vlaams Gewest;Limburg;Tongeren;73107;3630;Maasmechelen;65 - ...;Vrouwelijk;943
Vlaams Gewest;Limburg;Tongeren;73109;3790;Voeren;0 - 14;Mannelijk;14
Vlaams Gewest;Limburg;Tongeren;73109;3790;Voeren;0 - 14;Vrouwelijk;7
Vlaams Gewest;Limburg;Tongeren;73109;3790;Voeren;15 - 64;Mannelijk;91
Vlaams Gewest;Limburg;Tongeren;73109;3790;Voeren;15 - 64;Vrouwelijk;94
Vlaams Gewest;Limburg;Tongeren;73109;3790;Voeren;65 - ...;Mannelijk;124
Vlaams Gewest;Limburg;Tongeren;73109;3790;Voeren;65 - ...;Vrouwelijk;106
Waals Gewest;Waals-Brabant;Nijvel;25005;1320;Bevekom;0 - 14;Mannelijk;35
Waals Gewest;Waals-Brabant;Nijvel;25005;1320;Bevekom;0 - 14;Vrouwelijk;19
Waals Gewest;Waals-Brabant;Nijvel;25005;1320;Bevekom;15 - 64;Mannelijk;165
Waals Gewest;Waals-Brabant;Nijvel;25005;1320;Bevekom;15 - 64;Vrouwelijk;215
Waals Gewest;Waals-Brabant;Nijvel;25005;1320;Bevekom;65 - ...;Mannelijk;200
Waals Gewest;Waals-Brabant;Nijvel;25005;1320;Bevekom;65 - ...;Vrouwelijk;172
Waals Gewest;Waals-Brabant;Nijvel;25014;1420;Eigenbrakel;0 - 14;Mannelijk;170
Waals Gewest;Waals-Brabant;Nijvel;25014;1420;Eigenbrakel;0 - 14;Vrouwelijk;135
Waals Gewest;Waals-Brabant;Nijvel;25014;1420;Eigenbrakel;15 - 64;Mannelijk;1142
Waals Gewest;Waals-Brabant;Nijvel;25014;1420;Eigenbrakel;15 - 64;Vrouwelijk;1421
Waals Gewest;Waals-Brabant;Nijvel;25014;1420;Eigenbrakel;65 - ...;Mannelijk;1129
Waals Gewest;Waals-Brabant;Nijvel;25014;1420;Eigenbrakel;65 - ...;Vrouwelijk;1100
Waals Gewest;Waals-Brabant;Nijvel;25015;1440;Kasteelbrakel;0 - 14;Mannelijk;36
Waals Gewest;Waals-Brabant;Nijvel;25015;1440;Kasteelbrakel;0 - 14;Vrouwelijk;31
Waals Gewest;Waals-Brabant;Nijvel;25015;1440;Kasteelbrakel;15 - 64;Mannelijk;278
Waals Gewest;Waals-Brabant;Nijvel;25015;1440;Kasteelbrakel;15 - 64;Vrouwelijk;397
Waals Gewest;Waals-Brabant;Nijvel;25015;1440;Kasteelbrakel;65 - ...;Mannelijk;323
Waals Gewest;Waals-Brabant;Nijvel;25015;1440;Kasteelbrakel;65 - ...;Vrouwelijk;334
Waals Gewest;Waals-Brabant;Nijvel;25018;1325;Chaumont-Gistoux;0 - 14;Mannelijk;30
Waals Gewest;Waals-Brabant;Nijvel;25018;1325;Chaumont-Gistoux;0 - 14;Vrouwelijk;35
Waals Gewest;Waals-Brabant;Nijvel;25018;1325;Chaumont-Gistoux;15 - 64;Mannelijk;219
Waals Gewest;Waals-Brabant;Nijvel;25018;1325;Chaumont-Gistoux;15 - 64;Vrouwelijk;337
Waals Gewest;Waals-Brabant;Nijvel;25018;1325;Chaumont-Gistoux;65 - ...;Mannelijk;273
Waals Gewest;Waals-Brabant;Nijvel;25018;1325;Chaumont-Gistoux;65 - ...;Vrouwelijk;267
Waals Gewest;Waals-Brabant;Nijvel;25023;1490;Court-Saint-Etienne;0 - 14;Mannelijk;55
Waals Gewest;Waals-Brabant;Nijvel;25023;1490;Court-Saint-Etienne;0 - 14;Vrouwelijk;30
Waals Gewest;Waals-Brabant;Nijvel;25023;1490;Court-Saint-Etienne;15 - 64;Mannelijk;200
Waals Gewest;Waals-Brabant;Nijvel;25023;1490;Court-Saint-Etienne;15 - 64;Vrouwelijk;373
Waals Gewest;Waals-Brabant;Nijvel;25023;1490;Court-Saint-Etienne;65 - ...;Mannelijk;289
Waals Gewest;Waals-Brabant;Nijvel;25023;1490;Court-Saint-Etienne;65 - ...;Vrouwelijk;220
Waals Gewest;Waals-Brabant;Nijvel;25031;1470;Genepiën;0 - 14;Mannelijk;47
Waals Gewest;Waals-Brabant;Nijvel;25031;1470;Genepiën;0 - 14;Vrouwelijk;45
Waals Gewest;Waals-Brabant;Nijvel;25031;1470;Genepiën;15 - 64;Mannelijk;401
Waals Gewest;Waals-Brabant;Nijvel;25031;1470;Genepiën;15 - 64;Vrouwelijk;566
Waals Gewest;Waals-Brabant;Nijvel;25031;1470;Genepiën;65 - ...;Mannelijk;377
Waals Gewest;Waals-Brabant;Nijvel;25031;1470;Genepiën;65 - ...;Vrouwelijk;397
Waals Gewest;Waals-Brabant;Nijvel;25037;1390;Graven;0 - 14;Mannelijk;75
Waals Gewest;Waals-Brabant;Nijvel;25037;1390;Graven;0 - 14;Vrouwelijk;41
Waals Gewest;Waals-Brabant;Nijvel;25037;1390;Graven;15 - 64;Mannelijk;317
Waals Gewest;Waals-Brabant;Nijvel;25037;1390;Graven;15 - 64;Vrouwelijk;459
Waals Gewest;Waals-Brabant;Nijvel;25037;1390;Graven;65 - ...;Mannelijk;348
Waals Gewest;Waals-Brabant;Nijvel;25037;1390;Graven;65 - ...;Vrouwelijk;339
Waals Gewest;Waals-Brabant;Nijvel;25043;1315;Incourt;0 - 14;Mannelijk;20
Waals Gewest;Waals-Brabant;Nijvel;25043;1315;Incourt;0 - 14;Vrouwelijk;19
Waals Gewest;Waals-Brabant;Nijvel;25043;1315;Incourt;15 - 64;Mannelijk;138
Waals Gewest;Waals-Brabant;Nijvel;25043;1315;Incourt;15 - 64;Vrouwelijk;224
Waals Gewest;Waals-Brabant;Nijvel;25043;1315;Incourt;65 - ...;Mannelijk;149
Waals Gewest;Waals-Brabant;Nijvel;25043;1315;Incourt;65 - ...;Vrouwelijk;129
Waals Gewest;Waals-Brabant;Nijvel;25044;1460;Itter;0 - 14;Mannelijk;36
Waals Gewest;Waals-Brabant;Nijvel;25044;1460;Itter;0 - 14;Vrouwelijk;37
Waals Gewest;Waals-Brabant;Nijvel;25044;1460;Itter;15 - 64;Mannelijk;190
Waals Gewest;Waals-Brabant;Nijvel;25044;1460;Itter;15 - 64;Vrouwelijk;273
Waals Gewest;Waals-Brabant;Nijvel;25044;1460;Itter;65 - ...;Mannelijk;216
Waals Gewest;Waals-Brabant;Nijvel;25044;1460;Itter;65 - ...;Vrouwelijk;213
Waals Gewest;Waals-Brabant;Nijvel;25048;1370;Geldenaken;0 - 14;Mannelijk;64
Waals Gewest;Waals-Brabant;Nijvel;25048;1370;Geldenaken;0 - 14;Vrouwelijk;54
Waals Gewest;Waals-Brabant;Nijvel;25048;1370;Geldenaken;15 - 64;Mannelijk;365
Waals Gewest;Waals-Brabant;Nijvel;25048;1370;Geldenaken;15 - 64;Vrouwelijk;492
Waals Gewest;Waals-Brabant;Nijvel;25048;1370;Geldenaken;65 - ...;Mannelijk;416
Waals Gewest;Waals-Brabant;Nijvel;25048;1370;Geldenaken;65 - ...;Vrouwelijk;360
Waals Gewest;Waals-Brabant;Nijvel;25050;1310;Terhulpen;0 - 14;Mannelijk;24
Waals Gewest;Waals-Brabant;Nijvel;25050;1310;Terhulpen;0 - 14;Vrouwelijk;31
Waals Gewest;Waals-Brabant;Nijvel;25050;1310;Terhulpen;15 - 64;Mannelijk;148
Waals Gewest;Waals-Brabant;Nijvel;25050;1310;Terhulpen;15 - 64;Vrouwelijk;235
Waals Gewest;Waals-Brabant;Nijvel;25050;1310;Terhulpen;65 - ...;Mannelijk;225
Waals Gewest;Waals-Brabant;Nijvel;25050;1310;Terhulpen;65 - ...;Vrouwelijk;244
Waals Gewest;Waals-Brabant;Nijvel;25068;1435;Mont-Saint-Guibert;0 - 14;Mannelijk;34
Waals Gewest;Waals-Brabant;Nijvel;25068;1435;Mont-Saint-Guibert;0 - 14;Vrouwelijk;18
Waals Gewest;Waals-Brabant;Nijvel;25068;1435;Mont-Saint-Guibert;15 - 64;Mannelijk;205
Waals Gewest;Waals-Brabant;Nijvel;25068;1435;Mont-Saint-Guibert;15 - 64;Vrouwelijk;251
Waals Gewest;Waals-Brabant;Nijvel;25068;1435;Mont-Saint-Guibert;65 - ...;Mannelijk;182
