région;province;arrondissement;code_ins;code_postal;commune;classe_d_âge;sexe;hospitalisation_classique
Région wallonne;Namur;Dinant;91141;5530;Yvoir;0 - 14;Changé;0
Région wallonne;Namur;Dinant;91141;5530;Yvoir;15 - 64;Indéfinissable;0
Région wallonne;Namur;Dinant;91141;5530;Yvoir;15 - 64;Masculin;318
Région wallonne;Namur;Dinant;91141;5530;Yvoir;15 - 64;Féminin;449
Région wallonne;Namur;Dinant;91141;5530;Yvoir;15 - 64;Changé;0
Région wallonne;Namur;Dinant;91141;5530;Yvoir;65 - ...;Indéfinissable;0
Région wallonne;Namur;Dinant;91141;5530;Yvoir;65 - ...;Masculin;292
Région wallonne;Namur;Dinant;91141;5530;Yvoir;65 - ...;Féminin;298
Région wallonne;Namur;Dinant;91141;5530;Yvoir;65 - ...;Changé;0
Région wallonne;Namur;Dinant;91142;5540;Hastière;0 - 14;Indéfinissable;0
Région wallonne;Namur;Dinant;91142;5540;Hastière;0 - 14;Masculin;26
Région wallonne;Namur;Dinant;91142;5540;Hastière;0 - 14;Féminin;30
Région wallonne;Namur;Dinant;91142;5540;Hastière;0 - 14;Changé;0
Région wallonne;Namur;Dinant;91142;5540;Hastière;15 - 64;Indéfinissable;0
Région wallonne;Namur;Dinant;91142;5540;Hastière;15 - 64;Masculin;295
Région wallonne;Namur;Dinant;91142;5540;Hastière;15 - 64;Féminin;281
Région wallonne;Namur;Dinant;91142;5540;Hastière;15 - 64;Changé;< 5
Région wallonne;Namur;Dinant;91142;5540;Hastière;65 - ...;Indéfinissable;0
Région wallonne;Namur;Dinant;91142;5540;Hastière;65 - ...;Masculin;321
Région wallonne;Namur;Dinant;91142;5540;Hastière;65 - ...;Féminin;231
Région wallonne;Namur;Dinant;91142;5540;Hastière;65 - ...;Changé;0
Région wallonne;Namur;Dinant;91143;5550;Vresse-sur-Semois;0 - 14;Indéfinissable;0
Région wallonne;Namur;Dinant;91143;5550;Vresse-sur-Semois;0 - 14;Masculin;7
Région wallonne;Namur;Dinant;91143;5550;Vresse-sur-Semois;0 - 14;Féminin;15
Région wallonne;Namur;Dinant;91143;5550;Vresse-sur-Semois;0 - 14;Changé;0
Région wallonne;Namur;Dinant;91143;5550;Vresse-sur-Semois;15 - 64;Indéfinissable;0
Région wallonne;Namur;Dinant;91143;5550;Vresse-sur-Semois;15 - 64;Masculin;97
Région wallonne;Namur;Dinant;91143;5550;Vresse-sur-Semois;15 - 64;Féminin;104
Région wallonne;Namur;Dinant;91143;5550;Vresse-sur-Semois;15 - 64;Changé;0
Région wallonne;Namur;Dinant;91143;5550;Vresse-sur-Semois;65 - ...;Indéfinissable;0
Région wallonne;Namur;Dinant;91143;5550;Vresse-sur-Semois;65 - ...;Masculin;122
Région wallonne;Namur;Dinant;91143;5550;Vresse-sur-Semois;65 - ...;Féminin;113
Région wallonne;Namur;Dinant;91143;5550;Vresse-sur-Semois;65 - ...;Changé;0
Région wallonne;Namur;Namur;92003;5300;Andenne;0 - 14;Indéfinissable;0
Région wallonne;Namur;Namur;92003;5300;Andenne;0 - 14;Masculin;214
Région wallonne;Namur;Namur;92003;5300;Andenne;0 - 14;Féminin;150
Région wallonne;Namur;Namur;92003;5300;Andenne;0 - 14;Changé;0
Région wallonne;Namur;Namur;92003;5300;Andenne;15 - 64;Indéfinissable;0
Région wallonne;Namur;Namur;92003;5300;Andenne;15 - 64;Masculin;840
Région wallonne;Namur;Namur;92003;5300;Andenne;15 - 64;Féminin;1 335
Région wallonne;Namur;Namur;92003;5300;Andenne;15 - 64;Changé;< 5
Région wallonne;Namur;Namur;92003;5300;Andenne;65 - ...;Indéfinissable;0
Région wallonne;Namur;Namur;92003;5300;Andenne;65 - ...;Masculin;847
Région wallonne;Namur;Namur;92003;5300;Andenne;65 - ...;Féminin;948
Région wallonne;Namur;Namur;92003;5300;Andenne;65 - ...;Changé;0
Région wallonne;Namur;Namur;92006;5330;Assesse;0 - 14;Indéfinissable;0
Région wallonne;Namur;Namur;92006;5330;Assesse;0 - 14;Masculin;35
Région wallonne;Namur;Namur;92006;5330;Assesse;0 - 14;Féminin;42
Région wallonne;Namur;Namur;92006;5330;Assesse;0 - 14;Changé;0
Région wallonne;Namur;Namur;92006;5330;Assesse;15 - 64;Indéfinissable;0
Région wallonne;Namur;Namur;92006;5330;Assesse;15 - 64;Masculin;194
Région wallonne;Namur;Namur;92006;5330;Assesse;15 - 64;Féminin;237
Région wallonne;Namur;Namur;92006;5330;Assesse;15 - 64;Changé;0
Région wallonne;Namur;Namur;92006;5330;Assesse;65 - ...;Indéfinissable;0
Région wallonne;Namur;Namur;92006;5330;Assesse;65 - ...;Masculin;186
Région wallonne;Namur;Namur;92006;5330;Assesse;65 - ...;Féminin;126
Région wallonne;Namur;Namur;92006;5330;Assesse;65 - ...;Changé;0
Région wallonne;Namur;Namur;92035;5310;Éghezée;0 - 14;Indéfinissable;0
Région wallonne;Namur;Namur;92035;5310;Éghezée;0 - 14;Masculin;109
Région wallonne;Namur;Namur;92035;5310;Éghezée;0 - 14;Féminin;124
Région wallonne;Namur;Namur;92035;5310;Éghezée;0 - 14;Changé;0
Région wallonne;Namur;Namur;92035;5310;Éghezée;15 - 64;Indéfinissable;0
Région wallonne;Namur;Namur;92035;5310;Éghezée;15 - 64;Masculin;427
Région wallonne;Namur;Namur;92035;5310;Éghezée;15 - 64;Féminin;668
Région wallonne;Namur;Namur;92035;5310;Éghezée;15 - 64;Changé;0
Région wallonne;Namur;Namur;92035;5310;Éghezée;65 - ...;Indéfinissable;0
Région wallonne;Namur;Namur;92035;5310;Éghezée;65 - ...;Masculin;534
Région wallonne;Namur;Namur;92035;5310;Éghezée;65 - ...;Féminin;502
Région wallonne;Namur;Namur;92035;5310;Éghezée;65 - ...;Changé;0
Région wallonne;Namur;Namur;92045;5150;Floreffe;0 - 14;Indéfinissable;0
Région wallonne;Namur;Namur;92045;5150;Floreffe;0 - 14;Masculin;64
Région wallonne;Namur;Namur;92045;5150;Floreffe;0 - 14;Féminin;35
Région wallonne;Namur;Namur;92045;5150;Floreffe;0 - 14;Changé;0
Région wallonne;Namur;Namur;92045;5150;Floreffe;15 - 64;Indéfinissable;0
Région wallonne;Namur;Namur;92045;5150;Floreffe;15 - 64;Masculin;238
Région wallonne;Namur;Namur;92045;5150;Floreffe;15 - 64;Féminin;268
Région wallonne;Namur;Namur;92045;5150;Floreffe;15 - 64;Changé;0
Région wallonne;Namur;Namur;92045;5150;Floreffe;65 - ...;Indéfinissable;0
Région wallonne;Namur;Namur;92045;5150;Floreffe;65 - ...;Masculin;255
Région wallonne;Namur;Namur;92045;5150;Floreffe;65 - ...;Féminin;264
Région wallonne;Namur;Namur;92045;5150;Floreffe;65 - ...;Changé;0
Région wallonne;Namur;Namur;92048;5070;Fosses-la-Ville;0 - 14;Indéfinissable;0
Région wallonne;Namur;Namur;92048;5070;Fosses-la-Ville;0 - 14;Masculin;67
Région wallonne;Namur;Namur;92048;5070;Fosses-la-Ville;0 - 14;Féminin;66
Région wallonne;Namur;Namur;92048;5070;Fosses-la-Ville;0 - 14;Changé;0
Région wallonne;Namur;Namur;92048;5070;Fosses-la-Ville;15 - 64;Indéfinissable;0
Région wallonne;Namur;Namur;92048;5070;Fosses-la-Ville;15 - 64;Masculin;341
Région wallonne;Namur;Namur;92048;5070;Fosses-la-Ville;15 - 64;Féminin;465
Région wallonne;Namur;Namur;92048;5070;Fosses-la-Ville;15 - 64;Changé;0
Région wallonne;Namur;Namur;92048;5070;Fosses-la-Ville;65 - ...;Indéfinissable;0
Région wallonne;Namur;Namur;92048;5070;Fosses-la-Ville;65 - ...;Masculin;317
Région wallonne;Namur;Namur;92048;5070;Fosses-la-Ville;65 - ...;Féminin;268
Région wallonne;Namur;Namur;92048;5070;Fosses-la-Ville;65 - ...;Changé;0
Région wallonne;Namur;Namur;92054;5340;Gesves;0 - 14;Indéfinissable;0
Région wallonne;Namur;Namur;92054;5340;Gesves;0 - 14;Masculin;49
Région wallonne;Namur;Namur;92054;5340;Gesves;0 - 14;Féminin;38
Région wallonne;Namur;Namur;92054;5340;Gesves;0 - 14;Changé;0
Région wallonne;Namur;Namur;92054;5340;Gesves;15 - 64;Indéfinissable;0
Région wallonne;Namur;Namur;92054;5340;Gesves;15 - 64;Masculin;218
Région wallonne;Namur;Namur;92054;5340;Gesves;15 - 64;Féminin;321
Région wallonne;Namur;Namur;92054;5340;Gesves;15 - 64;Changé;0
Région wallonne;Namur;Namur;92054;5340;Gesves;65 - ...;Indéfinissable;0
Région wallonne;Namur;Namur;92054;5340;Gesves;65 - ...;Masculin;208
Région wallonne;Namur;Namur;92054;5340;Gesves;65 - ...;Féminin;202
Région wallonne;Namur;Namur;92054;5340;Gesves;65 - ...;Changé;0
Région wallonne;Namur;Namur;92087;5640;Mettet;0 - 14;Indéfinissable;0
Région wallonne;Namur;Namur;92087;5640;Mettet;0 - 14;Masculin;73
Région wallonne;Namur;Namur;92087;5640;Mettet;0 - 14;Féminin;82
Région wallonne;Namur;Namur;92087;5640;Mettet;0 - 14;Changé;0
Région wallonne;Namur;Namur;92087;5640;Mettet;15 - 64;Indéfinissable;0
Région wallonne;Namur;Namur;92087;5640;Mettet;15 - 64;Masculin;456
Région wallonne;Namur;Namur;92087;5640;Mettet;15 - 64;Féminin;609
Région wallonne;Namur;Namur;92087;5640;Mettet;15 - 64;Changé;0
Région wallonne;Namur;Namur;92087;5640;Mettet;65 - ...;Indéfinissable;0
Région wallonne;Namur;Namur;92087;5640;Mettet;65 - ...;Masculin;372
Région wallonne;Namur;Namur;92087;5640;Mettet;65 - ...;Féminin;410
Région wallonne;Namur;Namur;92087;5640;Mettet;65 - ...;Changé;0
Région wallonne;Namur;Namur;92094;5000;Namur;0 - 14;Indéfinissable;0
Région wallonne;Namur;Namur;92094;5000;Namur;0 - 14;Masculin;685
Région wallonne;Namur;Namur;92094;5000;Namur;0 - 14;Féminin;633
Région wallonne;Namur;Namur;92094;5000;Namur;0 - 14;Changé;0
Région wallonne;Namur;Namur;92094;5000;Namur;15 - 64;Indéfinissable;0
Région wallonne;Namur;Namur;92094;5000;Namur;15 - 64;Masculin;3 263
Région wallonne;Namur;Namur;92094;5000;Namur;15 - 64;Féminin;4 806
Région wallonne;Namur;Namur;92094;5000;Namur;15 - 64;Changé;0
Région wallonne;Namur;Namur;92094;5000;Namur;65 - ...;Indéfinissable;0
Région wallonne;Namur;Namur;92094;5000;Namur;65 - ...;Masculin;3 439
Région wallonne;Namur;Namur;92094;5000;Namur;65 - ...;Féminin;3 908
Région wallonne;Namur;Namur;92094;5000;Namur;65 - ...;Changé;0
Région wallonne;Namur;Namur;92097;5350;Ohey;0 - 14;Indéfinissable;0
Région wallonne;Namur;Namur;92097;5350;Ohey;0 - 14;Masculin;28
Région wallonne;Namur;Namur;92097;5350;Ohey;0 - 14;Féminin;38
Région wallonne;Namur;Namur;92097;5350;Ohey;0 - 14;Changé;0
Région wallonne;Namur;Namur;92097;5350;Ohey;15 - 64;Indéfinissable;0
Région wallonne;Namur;Namur;92097;5350;Ohey;15 - 64;Masculin;160
Région wallonne;Namur;Namur;92097;5350;Ohey;15 - 64;Féminin;194
Région wallonne;Namur;Namur;92097;5350;Ohey;15 - 64;Changé;0
Région wallonne;Namur;Namur;92097;5350;Ohey;65 - ...;Indéfinissable;0
Région wallonne;Namur;Namur;92097;5350;Ohey;65 - ...;Masculin;136
Région wallonne;Namur;Namur;92097;5350;Ohey;65 - ...;Féminin;132
Région wallonne;Namur;Namur;92097;5350;Ohey;65 - ...;Changé;0
Région wallonne;Namur;Namur;92101;5170;Profondeville;0 - 14;Indéfinissable;0
Région wallonne;Namur;Namur;92101;5170;Profondeville;0 - 14;Masculin;80
Région wallonne;Namur;Namur;92101;5170;Profondeville;0 - 14;Féminin;61
Région wallonne;Namur;Namur;92101;5170;Profondeville;0 - 14;Changé;0
Région wallonne;Namur;Namur;92101;5170;Profondeville;15 - 64;Indéfinissable;0
Région wallonne;Namur;Namur;92101;5170;Profondeville;15 - 64;Masculin;380
Région wallonne;Namur;Namur;92101;5170;Profondeville;15 - 64;Féminin;459
Région wallonne;Namur;Namur;92101;5170;Profondeville;15 - 64;Changé;0
Région wallonne;Namur;Namur;92101;5170;Profondeville;65 - ...;Indéfinissable;0
Région wallonne;Namur;Namur;92101;5170;Profondeville;65 - ...;Masculin;408
Région wallonne;Namur;Namur;92101;5170;Profondeville;65 - ...;Féminin;341
Région wallonne;Namur;Namur;92101;5170;Profondeville;65 - ...;Changé;0
Région wallonne;Namur;Namur;92114;5140;Sombreffe;0 - 14;Indéfinissable;0
Région wallonne;Namur;Namur;92114;5140;Sombreffe;0 - 14;Masculin;38
Région wallonne;Namur;Namur;92114;5140;Sombreffe;0 - 14;Féminin;45
Région wallonne;Namur;Namur;92114;5140;Sombreffe;0 - 14;Changé;0
Région wallonne;Namur;Namur;92114;5140;Sombreffe;15 - 64;Indéfinissable;0
Région wallonne;Namur;Namur;92114;5140;Sombreffe;15 - 64;Masculin;198
Région wallonne;Namur;Namur;92114;5140;Sombreffe;15 - 64;Féminin;338
Région wallonne;Namur;Namur;92114;5140;Sombreffe;15 - 64;Changé;< 5
Région wallonne;Namur;Namur;92114;5140;Sombreffe;65 - ...;Indéfinissable;0
Région wallonne;Namur;Namur;92114;5140;Sombreffe;65 - ...;Masculin;230
Région wallonne;Namur;Namur;92114;5140;Sombreffe;65 - ...;Féminin;228
Région wallonne;Namur;Namur;92114;5140;Sombreffe;65 - ...;Changé;0
Région wallonne;Namur;Namur;92137;5060;Sambreville;0 - 14;Indéfinissable;0
Région wallonne;Namur;Namur;92137;5060;Sambreville;0 - 14;Masculin;222
Région wallonne;Namur;Namur;92137;5060;Sambreville;0 - 14;Féminin;211
Région wallonne;Namur;Namur;92137;5060;Sambreville;0 - 14;Changé;0
Région wallonne;Namur;Namur;92137;5060;Sambreville;15 - 64;Indéfinissable;0
Région wallonne;Namur;Namur;92137;5060;Sambreville;15 - 64;Masculin;1 064
Région wallonne;Namur;Namur;92137;5060;Sambreville;15 - 64;Féminin;1 391
Région wallonne;Namur;Namur;92137;5060;Sambreville;15 - 64;Changé;0
Région wallonne;Namur;Namur;92137;5060;Sambreville;65 - ...;Indéfinissable;0
Région wallonne;Namur;Namur;92137;5060;Sambreville;65 - ...;Masculin;1 014
Région wallonne;Namur;Namur;92137;5060;Sambreville;65 - ...;Féminin;1 111
Région wallonne;Namur;Namur;92137;5060;Sambreville;65 - ...;Changé;0
Région wallonne;Namur;Namur;92138;5380;Fernelmont;0 - 14;Indéfinissable;0
Région wallonne;Namur;Namur;92138;5380;Fernelmont;0 - 14;Masculin;56
Région wallonne;Namur;Namur;92138;5380;Fernelmont;0 - 14;Féminin;50
Région wallonne;Namur;Namur;92138;5380;Fernelmont;0 - 14;Changé;0
Région wallonne;Namur;Namur;92138;5380;Fernelmont;15 - 64;Indéfinissable;0
Région wallonne;Namur;Namur;92138;5380;Fernelmont;15 - 64;Masculin;217
Région wallonne;Namur;Namur;92138;5380;Fernelmont;15 - 64;Féminin;343
Région wallonne;Namur;Namur;92138;5380;Fernelmont;15 - 64;Changé;0
Région wallonne;Namur;Namur;92138;5380;Fernelmont;65 - ...;Indéfinissable;0
Région wallonne;Namur;Namur;92138;5380;Fernelmont;65 - ...;Masculin;212
Région wallonne;Namur;Namur;92138;5380;Fernelmont;65 - ...;Féminin;150
Région wallonne;Namur;Namur;92138;5380;Fernelmont;65 - ...;Changé;0
Région wallonne;Namur;Namur;92140;5190;Jemeppe-sur-Sambre;0 - 14;Indéfinissable;0
Région wallonne;Namur;Namur;92140;5190;Jemeppe-sur-Sambre;0 - 14;Masculin;123
Région wallonne;Namur;Namur;92140;5190;Jemeppe-sur-Sambre;0 - 14;Féminin;108
Région wallonne;Namur;Namur;92140;5190;Jemeppe-sur-Sambre;0 - 14;Changé;0
Région wallonne;Namur;Namur;92140;5190;Jemeppe-sur-Sambre;15 - 64;Indéfinissable;0
Région wallonne;Namur;Namur;92140;5190;Jemeppe-sur-Sambre;15 - 64;Masculin;659
Région wallonne;Namur;Namur;92140;5190;Jemeppe-sur-Sambre;15 - 64;Féminin;896
Région wallonne;Namur;Namur;92140;5190;Jemeppe-sur-Sambre;15 - 64;Changé;0
Région wallonne;Namur;Namur;92140;5190;Jemeppe-sur-Sambre;65 - ...;Indéfinissable;0
Région wallonne;Namur;Namur;92140;5190;Jemeppe-sur-Sambre;65 - ...;Masculin;509
Région wallonne;Namur;Namur;92140;5190;Jemeppe-sur-Sambre;65 - ...;Féminin;595
Région wallonne;Namur;Namur;92140;5190;Jemeppe-sur-Sambre;65 - ...;Changé;0
Région wallonne;Namur;Namur;92141;5080;La Bruyère;0 - 14;Indéfinissable;0
Région wallonne;Namur;Namur;92141;5080;La Bruyère;0 - 14;Masculin;63
Région wallonne;Namur;Namur;92141;5080;La Bruyère;0 - 14;Féminin;45
Région wallonne;Namur;Namur;92141;5080;La Bruyère;0 - 14;Changé;0
Région wallonne;Namur;Namur;92141;5080;La Bruyère;15 - 64;Indéfinissable;0
Région wallonne;Namur;Namur;92141;5080;La Bruyère;15 - 64;Masculin;288
Région wallonne;Namur;Namur;92141;5080;La Bruyère;15 - 64;Féminin;340
Région wallonne;Namur;Namur;92141;5080;La Bruyère;15 - 64;Changé;< 5
Région wallonne;Namur;Namur;92141;5080;La Bruyère;65 - ...;Indéfinissable;0
Région wallonne;Namur;Namur;92141;5080;La Bruyère;65 - ...;Masculin;268
Région wallonne;Namur;Namur;92141;5080;La Bruyère;65 - ...;Féminin;237
Région wallonne;Namur;Namur;92141;5080;La Bruyère;65 - ...;Changé;0
Région wallonne;Namur;Namur;92142;5030;Gembloux;0 - 14;Indéfinissable;0
Région wallonne;Namur;Namur;92142;5030;Gembloux;0 - 14;Masculin;150
Région wallonne;Namur;Namur;92142;5030;Gembloux;0 - 14;Féminin;133
Région wallonne;Namur;Namur;92142;5030;Gembloux;0 - 14;Changé;0
Région wallonne;Namur;Namur;92142;5030;Gembloux;15 - 64;Indéfinissable;0
Région wallonne;Namur;Namur;92142;5030;Gembloux;15 - 64;Masculin;710
Région wallonne;Namur;Namur;92142;5030;Gembloux;15 - 64;Féminin;1 019
Région wallonne;Namur;Namur;92142;5030;Gembloux;15 - 64;Changé;0
Région wallonne;Namur;Namur;92142;5030;Gembloux;65 - ...;Indéfinissable;0
Région wallonne;Namur;Namur;92142;5030;Gembloux;65 - ...;Masculin;736
Région wallonne;Namur;Namur;92142;5030;Gembloux;65 - ...;Féminin;709
Région wallonne;Namur;Namur;92142;5030;Gembloux;65 - ...;Changé;0
Région wallonne;Namur;Philippeville;93010;5630;Cerfontaine;0 - 14;Indéfinissable;0
Région wallonne;Namur;Philippeville;93010;5630;Cerfontaine;0 - 14;Masculin;36
Région wallonne;Namur;Philippeville;93010;5630;Cerfontaine;0 - 14;Féminin;36
Région wallonne;Namur;Philippeville;93010;5630;Cerfontaine;0 - 14;Changé;0
Région wallonne;Namur;Philippeville;93010;5630;Cerfontaine;15 - 64;Indéfinissable;0
Région wallonne;Namur;Philippeville;93010;5630;Cerfontaine;15 - 64;Masculin;158
Région wallonne;Namur;Philippeville;93010;5630;Cerfontaine;15 - 64;Féminin;190
Région wallonne;Namur;Philippeville;93010;5630;Cerfontaine;15 - 64;Changé;0
Région wallonne;Namur;Philippeville;93010;5630;Cerfontaine;65 - ...;Indéfinissable;0
Région wallonne;Namur;Philippeville;93010;5630;Cerfontaine;65 - ...;Masculin;152
Région wallonne;Namur;Philippeville;93010;5630;Cerfontaine;65 - ...;Féminin;165
Région wallonne;Namur;Philippeville;93010;5630;Cerfontaine;65 - ...;Changé;0
Région wallonne;Namur;Philippeville;93014;5660;Couvin;0 - 14;Indéfinissable;0
Région wallonne;Namur;Philippeville;93014;5660;Couvin;0 - 14;Masculin;98
Région wallonne;Namur;Philippeville;93014;5660;Couvin;0 - 14;Féminin;96
Région wallonne;Namur;Philippeville;93014;5660;Couvin;0 - 14;Changé;0
Région wallonne;Namur;Philippeville;93014;5660;Couvin;15 - 64;Indéfinissable;0
Région wallonne;Namur;Philippeville;93014;5660;Couvin;15 - 64;Masculin;518
Région wallonne;Namur;Philippeville;93014;5660;Couvin;15 - 64;Féminin;731
Région wallonne;Namur;Philippeville;93014;5660;Couvin;15 - 64;Changé;0
Région wallonne;Namur;Philippeville;93014;5660;Couvin;65 - ...;Indéfinissable;0
Région wallonne;Namur;Philippeville;93014;5660;Couvin;65 - ...;Masculin;507
Région wallonne;Namur;Philippeville;93014;5660;Couvin;65 - ...;Féminin;535
Région wallonne;Namur;Philippeville;93014;5660;Couvin;65 - ...;Changé;0
Région wallonne;Namur;Philippeville;93018;5680;Doische;0 - 14;Indéfinissable;0
Région wallonne;Namur;Philippeville;93018;5680;Doische;0 - 14;Masculin;15
Région wallonne;Namur;Philippeville;93018;5680;Doische;0 - 14;Féminin;11
Région wallonne;Namur;Philippeville;93018;5680;Doische;0 - 14;Changé;0
Région wallonne;Namur;Philippeville;93018;5680;Doische;15 - 64;Indéfinissable;0
Région wallonne;Namur;Philippeville;93018;5680;Doische;15 - 64;Masculin;87
Région wallonne;Namur;Philippeville;93018;5680;Doische;15 - 64;Féminin;158
Région wallonne;Namur;Philippeville;93018;5680;Doische;15 - 64;Changé;0
Région wallonne;Namur;Philippeville;93018;5680;Doische;65 - ...;Indéfinissable;0
Région wallonne;Namur;Philippeville;93018;5680;Doische;65 - ...;Masculin;133
Région wallonne;Namur;Philippeville;93018;5680;Doische;65 - ...;Féminin;124
Région wallonne;Namur;Philippeville;93018;5680;Doische;65 - ...;Changé;0
Région wallonne;Namur;Philippeville;93022;5620;Florennes;0 - 14;Indéfinissable;0
Région wallonne;Namur;Philippeville;93022;5620;Florennes;0 - 14;Masculin;65
Région wallonne;Namur;Philippeville;93022;5620;Florennes;0 - 14;Féminin;48
Région wallonne;Namur;Philippeville;93022;5620;Florennes;0 - 14;Changé;0
Région wallonne;Namur;Philippeville;93022;5620;Florennes;15 - 64;Indéfinissable;0
Région wallonne;Namur;Philippeville;93022;5620;Florennes;15 - 64;Masculin;421
Région wallonne;Namur;Philippeville;93022;5620;Florennes;15 - 64;Féminin;520
Région wallonne;Namur;Philippeville;93022;5620;Florennes;15 - 64;Changé;0
Région wallonne;Namur;Philippeville;93022;5620;Florennes;65 - ...;Indéfinissable;0
Région wallonne;Namur;Philippeville;93022;5620;Florennes;65 - ...;Masculin;354
Région wallonne;Namur;Philippeville;93022;5620;Florennes;65 - ...;Féminin;373
Région wallonne;Namur;Philippeville;93022;5620;Florennes;65 - ...;Changé;0
Région wallonne;Namur;Philippeville;93056;5600;Philippeville;0 - 14;Indéfinissable;0
Région wallonne;Namur;Philippeville;93056;5600;Philippeville;0 - 14;Masculin;49
Région wallonne;Namur;Philippeville;93056;5600;Philippeville;0 - 14;Féminin;42
Région wallonne;Namur;Philippeville;93056;5600;Philippeville;0 - 14;Changé;0
Région wallonne;Namur;Philippeville;93056;5600;Philippeville;15 - 64;Indéfinissable;0
Région wallonne;Namur;Philippeville;93056;5600;Philippeville;15 - 64;Masculin;296
Région wallonne;Namur;Philippeville;93056;5600;Philippeville;15 - 64;Féminin;446
Région wallonne;Namur;Philippeville;93056;5600;Philippeville;15 - 64;Changé;0
Région wallonne;Namur;Philippeville;93056;5600;Philippeville;65 - ...;Indéfinissable;0
Région wallonne;Namur;Philippeville;93056;5600;Philippeville;65 - ...;Masculin;299
Région wallonne;Namur;Philippeville;93056;5600;Philippeville;65 - ...;Féminin;276
Région wallonne;Namur;Philippeville;93056;5600;Philippeville;65 - ...;Changé;0
Région wallonne;Namur;Philippeville;93088;5650;Walcourt;0 - 14;Indéfinissable;0
Région wallonne;Namur;Philippeville;93088;5650;Walcourt;0 - 14;Masculin;94
Région wallonne;Namur;Philippeville;93088;5650;Walcourt;0 - 14;Féminin;74
Région wallonne;Namur;Philippeville;93088;5650;Walcourt;0 - 14;Changé;0
Région wallonne;Namur;Philippeville;93088;5650;Walcourt;15 - 64;Indéfinissable;0
Région wallonne;Namur;Philippeville;93088;5650;Walcourt;15 - 64;Masculin;562
Région wallonne;Namur;Philippeville;93088;5650;Walcourt;15 - 64;Féminin;741
Région wallonne;Namur;Philippeville;93088;5650;Walcourt;15 - 64;Changé;0
Région wallonne;Namur;Philippeville;93088;5650;Walcourt;65 - ...;Indéfinissable;0
Région wallonne;Namur;Philippeville;93088;5650;Walcourt;65 - ...;Masculin;557
Région wallonne;Namur;Philippeville;93088;5650;Walcourt;65 - ...;Féminin;444
Région wallonne;Namur;Philippeville;93088;5650;Walcourt;65 - ...;Changé;0
Région wallonne;Namur;Philippeville;93090;5670;Viroinval;0 - 14;Indéfinissable;0
Région wallonne;Namur;Philippeville;93090;5670;Viroinval;0 - 14;Masculin;21
Région wallonne;Namur;Philippeville;93090;5670;Viroinval;0 - 14;Féminin;27
Région wallonne;Namur;Philippeville;93090;5670;Viroinval;0 - 14;Changé;0
Région wallonne;Namur;Philippeville;93090;5670;Viroinval;15 - 64;Indéfinissable;0
Région wallonne;Namur;Philippeville;93090;5670;Viroinval;15 - 64;Masculin;224
Région wallonne;Namur;Philippeville;93090;5670;Viroinval;15 - 64;Féminin;239
Région wallonne;Namur;Philippeville;93090;5670;Viroinval;15 - 64;Changé;0
Région wallonne;Namur;Philippeville;93090;5670;Viroinval;65 - ...;Indéfinissable;0
Région wallonne;Namur;Philippeville;93090;5670;Viroinval;65 - ...;Masculin;265
Région wallonne;Namur;Philippeville;93090;5670;Viroinval;65 - ...;Féminin;249
Région wallonne;Namur;Philippeville;93090;5670;Viroinval;65 - ...;Changé;0
Région de Bruxelles-Capitale;[Bruxelles-Capitale];Bruxelles-Capitale;21001;1070;Anderlecht;0 - 14;Indéfinissable;0
Région de Bruxelles-Capitale;[Bruxelles-Capitale];Bruxelles-Capitale;21001;1070;Anderlecht;0 - 14;Masculin;1 042
Région de Bruxelles-Capitale;[Bruxelles-Capitale];Bruxelles-Capitale;21001;1070;Anderlecht;0 - 14;Féminin;942
Région de Bruxelles-Capitale;[Bruxelles-Capitale];Bruxelles-Capitale;21001;1070;Anderlecht;0 - 14;Changé;0
Région de Bruxelles-Capitale;[Bruxelles-Capitale];Bruxelles-Capitale;21001;1070;Anderlecht;15 - 64;Indéfinissable;0
Région de Bruxelles-Capitale;[Bruxelles-Capitale];Bruxelles-Capitale;21001;1070;Anderlecht;15 - 64;Masculin;3 574
Région de Bruxelles-Capitale;[Bruxelles-Capitale];Bruxelles-Capitale;21001;1070;Anderlecht;15 - 64;Féminin;5 533
Région de Bruxelles-Capitale;[Bruxelles-Capitale];Bruxelles-Capitale;21001;1070;Anderlecht;15 - 64;Changé;< 5
Région de Bruxelles-Capitale;[Bruxelles-Capitale];Bruxelles-Capitale;21001;1070;Anderlecht;65 - ...;Indéfinissable;0
Région de Bruxelles-Capitale;[Bruxelles-Capitale];Bruxelles-Capitale;21001;1070;Anderlecht;65 - ...;Masculin;2 319
Région de Bruxelles-Capitale;[Bruxelles-Capitale];Bruxelles-Capitale;21001;1070;Anderlecht;65 - ...;Féminin;2 795
Région de Bruxelles-Capitale;[Bruxelles-Capitale];Bruxelles-Capitale;21001;1070;Anderlecht;65 - ...;Changé;0
Région de Bruxelles-Capitale;[Bruxelles-Capitale];Bruxelles-Capitale;21002;1160;Auderghem;0 - 14;Indéfinissable;0
Région de Bruxelles-Capitale;[Bruxelles-Capitale];Bruxelles-Capitale;21002;1160;Auderghem;0 - 14;Masculin;205
Région de Bruxelles-Capitale;[Bruxelles-Capitale];Bruxelles-Capitale;21002;1160;Auderghem;0 - 14;Féminin;151
