région;province;arrondissement;code_ins;code_postal;commune;classe_d'âge;sexe;nombre_de_séjours
Région flamande;Anvers;Malines;12009;2570;Duffel;Actifs;Masculin;586
Région flamande;Anvers;Malines;12009;2570;Duffel;Actifs;Féminin;888
Région flamande;Anvers;Malines;12009;2570;Duffel;Retraités;Masculin;541
Région flamande;Anvers;Malines;12009;2570;Duffel;Retraités;Féminin;616
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;Enfants;Masculin;245
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;Enfants;Féminin;186
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;Actifs;Masculin;1401
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;Actifs;Féminin;1938
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;Retraités;Masculin;1330
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;Retraités;Féminin;1337
Région flamande;Anvers;Malines;12021;2500;Lierre;Enfants;Masculin;262
Région flamande;Anvers;Malines;12021;2500;Lierre;Enfants;Féminin;186
Région flamande;Anvers;Malines;12021;2500;Lierre;Actifs;Masculin;1042
Région flamande;Anvers;Malines;12021;2500;Lierre;Actifs;Féminin;1489
Région flamande;Anvers;Malines;12021;2500;Lierre;Retraités;Masculin;1096
Région flamande;Anvers;Malines;12021;2500;Lierre;Retraités;Féminin;1247
Région flamande;Anvers;Malines;12025;2800;Malines;Enfants;Masculin;632
Région flamande;Anvers;Malines;12025;2800;Malines;Enfants;Féminin;551
Région flamande;Anvers;Malines;12025;2800;Malines;Actifs;Masculin;2576
Région flamande;Anvers;Malines;12025;2800;Malines;Actifs;Féminin;4107
Région flamande;Anvers;Malines;12025;2800;Malines;Retraités;Masculin;2341
Région flamande;Anvers;Malines;12025;2800;Malines;Retraités;Féminin;2690
Région flamande;Anvers;Malines;12026;2560;Nijlen;Enfants;Masculin;156
Région flamande;Anvers;Malines;12026;2560;Nijlen;Enfants;Féminin;108
Région flamande;Anvers;Malines;12026;2560;Nijlen;Actifs;Masculin;661
Région flamande;Anvers;Malines;12026;2560;Nijlen;Actifs;Féminin;1026
Région flamande;Anvers;Malines;12026;2560;Nijlen;Retraités;Masculin;544
Région flamande;Anvers;Malines;12026;2560;Nijlen;Retraités;Féminin;674
Région flamande;Anvers;Malines;12029;2580;Putte;Enfants;Masculin;108
Région flamande;Anvers;Malines;12029;2580;Putte;Enfants;Féminin;97
Région flamande;Anvers;Malines;12029;2580;Putte;Actifs;Masculin;529
Région flamande;Anvers;Malines;12029;2580;Putte;Actifs;Féminin;725
Région flamande;Anvers;Malines;12029;2580;Putte;Retraités;Masculin;587
Région flamande;Anvers;Malines;12029;2580;Putte;Retraités;Féminin;517
Région flamande;Anvers;Malines;12030;2870;Puurs;Enfants;Masculin;77
Région flamande;Anvers;Malines;12030;2870;Puurs;Enfants;Féminin;71
Région flamande;Anvers;Malines;12030;2870;Puurs;Actifs;Masculin;574
Région flamande;Anvers;Malines;12030;2870;Puurs;Actifs;Féminin;784
Région flamande;Anvers;Malines;12030;2870;Puurs;Retraités;Masculin;503
Région flamande;Anvers;Malines;12030;2870;Puurs;Retraités;Féminin;471
Région flamande;Anvers;Malines;12034;2890;Sint-Amands;Enfants;Masculin;46
Région flamande;Anvers;Malines;12034;2890;Sint-Amands;Enfants;Féminin;30
Région flamande;Anvers;Malines;12034;2890;Sint-Amands;Actifs;Masculin;272
Région flamande;Anvers;Malines;12034;2890;Sint-Amands;Actifs;Féminin;351
Région flamande;Anvers;Malines;12034;2890;Sint-Amands;Retraités;Masculin;308
Région flamande;Anvers;Malines;12034;2890;Sint-Amands;Retraités;Féminin;312
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;Enfants;Masculin;140
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;Enfants;Féminin;102
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;Actifs;Masculin;695
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;Actifs;Féminin;879
