gewest;provincie;arrondissement;nis_code;postcode;gemeente;leeftijdsgroep_(jaar);geslacht;aantal_verblijven
Vlaams Gewest;Limburg;Maaseik;72004.0;3960.0;Bree; 0 – 14;Vrouwelijk;37
Vlaams Gewest;Limburg;Maaseik;72004.0;3960.0;Bree;15 – 64;Mannelijk;557
Vlaams Gewest;Limburg;Maaseik;72004.0;3960.0;Bree;15 – 64;Vrouwelijk;620
Vlaams Gewest;Limburg;Maaseik;72004.0;3960.0;Bree;65 – ...;Mannelijk;475
Vlaams Gewest;Limburg;Maaseik;72004.0;3960.0;Bree;65 – ...;Vrouwelijk;517
Vlaams Gewest;Limburg;Maaseik;72018.0;3640.0;Kinrooi; 0 – 14;Mannelijk;49
Vlaams Gewest;Limburg;Maaseik;72018.0;3640.0;Kinrooi; 0 – 14;Vrouwelijk;42
Vlaams Gewest;Limburg;Maaseik;72018.0;3640.0;Kinrooi;15 – 64;Mannelijk;428
Vlaams Gewest;Limburg;Maaseik;72018.0;3640.0;Kinrooi;15 – 64;Vrouwelijk;486
Vlaams Gewest;Limburg;Maaseik;72018.0;3640.0;Kinrooi;65 – ...;Mannelijk;333
Vlaams Gewest;Limburg;Maaseik;72018.0;3640.0;Kinrooi;65 – ...;Vrouwelijk;307
Vlaams Gewest;Limburg;Maaseik;72020.0;3920.0;Lommel; 0 – 14;Mannelijk;230
Vlaams Gewest;Limburg;Maaseik;72020.0;3920.0;Lommel; 0 – 14;Vrouwelijk;181
Vlaams Gewest;Limburg;Maaseik;72020.0;3920.0;Lommel;15 – 64;Mannelijk;1151
Vlaams Gewest;Limburg;Maaseik;72020.0;3920.0;Lommel;15 – 64;Vrouwelijk;1561
Vlaams Gewest;Limburg;Maaseik;72020.0;3920.0;Lommel;65 – ...;Mannelijk;1138
Vlaams Gewest;Limburg;Maaseik;72020.0;3920.0;Lommel;65 – ...;Vrouwelijk;1050
Vlaams Gewest;Limburg;Maaseik;72021.0;3680.0;Maaseik; 0 – 14;Mannelijk;121
Vlaams Gewest;Limburg;Maaseik;72021.0;3680.0;Maaseik; 0 – 14;Vrouwelijk;114
Vlaams Gewest;Limburg;Maaseik;72021.0;3680.0;Maaseik;15 – 64;Mannelijk;868
Vlaams Gewest;Limburg;Maaseik;72021.0;3680.0;Maaseik;15 – 64;Vrouwelijk;1082
Vlaams Gewest;Limburg;Maaseik;72021.0;3680.0;Maaseik;65 – ...;Mannelijk;915
Vlaams Gewest;Limburg;Maaseik;72021.0;3680.0;Maaseik;65 – ...;Vrouwelijk;831
Vlaams Gewest;Limburg;Maaseik;72025.0;3910.0;Neerpelt; 0 – 14;Mannelijk;72
Vlaams Gewest;Limburg;Maaseik;72025.0;3910.0;Neerpelt; 0 – 14;Vrouwelijk;89
Vlaams Gewest;Limburg;Maaseik;72025.0;3910.0;Neerpelt;15 – 64;Mannelijk;564
Vlaams Gewest;Limburg;Maaseik;72025.0;3910.0;Neerpelt;15 – 64;Vrouwelijk;791
Vlaams Gewest;Limburg;Maaseik;72025.0;3910.0;Neerpelt;65 – ...;Mannelijk;469
Vlaams Gewest;Limburg;Maaseik;72025.0;3910.0;Neerpelt;65 – ...;Vrouwelijk;542
Vlaams Gewest;Limburg;Maaseik;72029.0;3900.0;Overpelt; 0 – 14;Mannelijk;72
Vlaams Gewest;Limburg;Maaseik;72029.0;3900.0;Overpelt; 0 – 14;Vrouwelijk;74
Vlaams Gewest;Limburg;Maaseik;72029.0;3900.0;Overpelt;15 – 64;Mannelijk;555
Vlaams Gewest;Limburg;Maaseik;72029.0;3900.0;Overpelt;15 – 64;Vrouwelijk;721
Vlaams Gewest;Limburg;Maaseik;72029.0;3900.0;Overpelt;65 – ...;Mannelijk;461
Vlaams Gewest;Limburg;Maaseik;72029.0;3900.0;Overpelt;65 – ...;Vrouwelijk;454
Vlaams Gewest;Limburg;Maaseik;72030.0;3990.0;Peer; 0 – 14;Mannelijk;109
Vlaams Gewest;Limburg;Maaseik;72030.0;3990.0;Peer; 0 – 14;Vrouwelijk;84
Vlaams Gewest;Limburg;Maaseik;72030.0;3990.0;Peer;15 – 64;Mannelijk;542
Vlaams Gewest;Limburg;Maaseik;72030.0;3990.0;Peer;15 – 64;Vrouwelijk;701
Vlaams Gewest;Limburg;Maaseik;72030.0;3990.0;Peer;65 – ...;Mannelijk;486
Vlaams Gewest;Limburg;Maaseik;72030.0;3990.0;Peer;65 – ...;Vrouwelijk;397
Vlaams Gewest;Limburg;Maaseik;72037.0;3930.0;Hamont-Achel; 0 – 14;Mannelijk;86
Vlaams Gewest;Limburg;Maaseik;72037.0;3930.0;Hamont-Achel; 0 – 14;Vrouwelijk;59
Vlaams Gewest;Limburg;Maaseik;72037.0;3930.0;Hamont-Achel;15 – 64;Mannelijk;508
Vlaams Gewest;Limburg;Maaseik;72037.0;3930.0;Hamont-Achel;15 – 64;Vrouwelijk;617
Vlaams Gewest;Limburg;Maaseik;72037.0;3930.0;Hamont-Achel;65 – ...;Mannelijk;547
Vlaams Gewest;Limburg;Maaseik;72037.0;3930.0;Hamont-Achel;65 – ...;Vrouwelijk;482
Vlaams Gewest;Limburg;Maaseik;72038.0;3940.0;Hechtel-Eksel; 0 – 14;Mannelijk;84
Vlaams Gewest;Limburg;Maaseik;72038.0;3940.0;Hechtel-Eksel; 0 – 14;Vrouwelijk;71
Vlaams Gewest;Limburg;Maaseik;72038.0;3940.0;Hechtel-Eksel;15 – 64;Mannelijk;447
Vlaams Gewest;Limburg;Maaseik;72038.0;3940.0;Hechtel-Eksel;15 – 64;Vrouwelijk;536
Vlaams Gewest;Limburg;Maaseik;72038.0;3940.0;Hechtel-Eksel;65 – ...;Mannelijk;348
Vlaams Gewest;Limburg;Maaseik;72038.0;3940.0;Hechtel-Eksel;65 – ...;Vrouwelijk;342
Vlaams Gewest;Limburg;Maaseik;72039.0;3530.0;Houthalen-Helchteren; 0 – 14;Mannelijk;230
Vlaams Gewest;Limburg;Maaseik;72039.0;3530.0;Houthalen-Helchteren; 0 – 14;Vrouwelijk;165
Vlaams Gewest;Limburg;Maaseik;72039.0;3530.0;Houthalen-Helchteren;15 – 64;Mannelijk;1151
Vlaams Gewest;Limburg;Maaseik;72039.0;3530.0;Houthalen-Helchteren;15 – 64;Vrouwelijk;1443
Vlaams Gewest;Limburg;Maaseik;72039.0;3530.0;Houthalen-Helchteren;65 – ...;Mannelijk;872
Vlaams Gewest;Limburg;Maaseik;72039.0;3530.0;Houthalen-Helchteren;65 – ...;Vrouwelijk;774
Vlaams Gewest;Limburg;Maaseik;72040.0;3670.0;Meeuwen-Gruitrode; 0 – 14;Mannelijk;103
Vlaams Gewest;Limburg;Maaseik;72040.0;3670.0;Meeuwen-Gruitrode; 0 – 14;Vrouwelijk;50
Vlaams Gewest;Limburg;Maaseik;72040.0;3670.0;Meeuwen-Gruitrode;15 – 64;Mannelijk;396
Vlaams Gewest;Limburg;Maaseik;72040.0;3670.0;Meeuwen-Gruitrode;15 – 64;Vrouwelijk;550
Vlaams Gewest;Limburg;Maaseik;72040.0;3670.0;Meeuwen-Gruitrode;65 – ...;Mannelijk;394
Vlaams Gewest;Limburg;Maaseik;72040.0;3670.0;Meeuwen-Gruitrode;65 – ...;Vrouwelijk;386
Vlaams Gewest;Limburg;Maaseik;72041.0;3650.0;Dilsen-Stokkem; 0 – 14;Mannelijk;108
Vlaams Gewest;Limburg;Maaseik;72041.0;3650.0;Dilsen-Stokkem; 0 – 14;Vrouwelijk;91
Vlaams Gewest;Limburg;Maaseik;72041.0;3650.0;Dilsen-Stokkem;15 – 64;Mannelijk;733
Vlaams Gewest;Limburg;Maaseik;72041.0;3650.0;Dilsen-Stokkem;15 – 64;Vrouwelijk;854
Vlaams Gewest;Limburg;Maaseik;72041.0;3650.0;Dilsen-Stokkem;65 – ...;Mannelijk;537
Vlaams Gewest;Limburg;Maaseik;72041.0;3650.0;Dilsen-Stokkem;65 – ...;Vrouwelijk;538
Vlaams Gewest;Limburg;Tongeren;73001.0;3570.0;Alken; 0 – 14;Mannelijk;68
Vlaams Gewest;Limburg;Tongeren;73001.0;3570.0;Alken; 0 – 14;Vrouwelijk;59
Vlaams Gewest;Limburg;Tongeren;73001.0;3570.0;Alken;15 – 64;Mannelijk;371
Vlaams Gewest;Limburg;Tongeren;73001.0;3570.0;Alken;15 – 64;Vrouwelijk;428
Vlaams Gewest;Limburg;Tongeren;73001.0;3570.0;Alken;65 – ...;Mannelijk;431
Vlaams Gewest;Limburg;Tongeren;73001.0;3570.0;Alken;65 – ...;Vrouwelijk;301
Vlaams Gewest;Limburg;Tongeren;73006.0;3740.0;Bilzen; 0 – 14;Mannelijk;235
Vlaams Gewest;Limburg;Tongeren;73006.0;3740.0;Bilzen; 0 – 14;Vrouwelijk;208
Vlaams Gewest;Limburg;Tongeren;73006.0;3740.0;Bilzen;15 – 64;Mannelijk;1113
Vlaams Gewest;Limburg;Tongeren;73006.0;3740.0;Bilzen;15 – 64;Vrouwelijk;1511
Vlaams Gewest;Limburg;Tongeren;73006.0;3740.0;Bilzen;65 – ...;Mannelijk;916
Vlaams Gewest;Limburg;Tongeren;73006.0;3740.0;Bilzen;65 – ...;Vrouwelijk;1092
Vlaams Gewest;Limburg;Tongeren;73009.0;3840.0;Borgloon; 0 – 14;Mannelijk;66
Vlaams Gewest;Limburg;Tongeren;73009.0;3840.0;Borgloon; 0 – 14;Vrouwelijk;60
Vlaams Gewest;Limburg;Tongeren;73009.0;3840.0;Borgloon;15 – 64;Mannelijk;403
Vlaams Gewest;Limburg;Tongeren;73009.0;3840.0;Borgloon;15 – 64;Vrouwelijk;504
Vlaams Gewest;Limburg;Tongeren;73009.0;3840.0;Borgloon;65 – ...;Mannelijk;396
Vlaams Gewest;Limburg;Tongeren;73009.0;3840.0;Borgloon;65 – ...;Vrouwelijk;347
Vlaams Gewest;Limburg;Tongeren;73022.0;3870.0;Heers; 0 – 14;Mannelijk;62
Vlaams Gewest;Limburg;Tongeren;73022.0;3870.0;Heers; 0 – 14;Vrouwelijk;37
Vlaams Gewest;Limburg;Tongeren;73022.0;3870.0;Heers;15 – 64;Mannelijk;288
Vlaams Gewest;Limburg;Tongeren;73022.0;3870.0;Heers;15 – 64;Vrouwelijk;319
Vlaams Gewest;Limburg;Tongeren;73022.0;3870.0;Heers;65 – ...;Mannelijk;322
Vlaams Gewest;Limburg;Tongeren;73022.0;3870.0;Heers;65 – ...;Vrouwelijk;319
Vlaams Gewest;Limburg;Tongeren;73028.0;3717.0;Herstappe;15 – 64;Mannelijk;11
Vlaams Gewest;Limburg;Tongeren;73028.0;3717.0;Herstappe;15 – 64;Vrouwelijk;4
Vlaams Gewest;Limburg;Tongeren;73028.0;3717.0;Herstappe;65 – ...;Mannelijk;1
Vlaams Gewest;Limburg;Tongeren;73028.0;3717.0;Herstappe;65 – ...;Vrouwelijk;4
Vlaams Gewest;Limburg;Tongeren;73032.0;3730.0;Hoeselt; 0 – 14;Mannelijk;45
Vlaams Gewest;Limburg;Tongeren;73032.0;3730.0;Hoeselt; 0 – 14;Vrouwelijk;55
Vlaams Gewest;Limburg;Tongeren;73032.0;3730.0;Hoeselt;15 – 64;Mannelijk;358
Vlaams Gewest;Limburg;Tongeren;73032.0;3730.0;Hoeselt;15 – 64;Vrouwelijk;439
Vlaams Gewest;Limburg;Tongeren;73032.0;3730.0;Hoeselt;65 – ...;Mannelijk;305
Vlaams Gewest;Limburg;Tongeren;73032.0;3730.0;Hoeselt;65 – ...;Vrouwelijk;351
Vlaams Gewest;Limburg;Tongeren;73040.0;3720.0;Kortessem; 0 – 14;Mannelijk;63
Vlaams Gewest;Limburg;Tongeren;73040.0;3720.0;Kortessem; 0 – 14;Vrouwelijk;40
Vlaams Gewest;Limburg;Tongeren;73040.0;3720.0;Kortessem;15 – 64;Mannelijk;307
Vlaams Gewest;Limburg;Tongeren;73040.0;3720.0;Kortessem;15 – 64;Vrouwelijk;388
Vlaams Gewest;Limburg;Tongeren;73040.0;3720.0;Kortessem;65 – ...;Mannelijk;240
Vlaams Gewest;Limburg;Tongeren;73040.0;3720.0;Kortessem;65 – ...;Vrouwelijk;255
Vlaams Gewest;Limburg;Tongeren;73042.0;3620.0;Lanaken; 0 – 14;Mannelijk;108
Vlaams Gewest;Limburg;Tongeren;73042.0;3620.0;Lanaken; 0 – 14;Vrouwelijk;93
Vlaams Gewest;Limburg;Tongeren;73042.0;3620.0;Lanaken;15 – 64;Mannelijk;871
Vlaams Gewest;Limburg;Tongeren;73042.0;3620.0;Lanaken;15 – 64;Vrouwelijk;932
Vlaams Gewest;Limburg;Tongeren;73042.0;3620.0;Lanaken;65 – ...;Mannelijk;865
Vlaams Gewest;Limburg;Tongeren;73042.0;3620.0;Lanaken;65 – ...;Vrouwelijk;773
Vlaams Gewest;Limburg;Tongeren;73066.0;3770.0;Riemst; 0 – 14;Mannelijk;115
Vlaams Gewest;Limburg;Tongeren;73066.0;3770.0;Riemst; 0 – 14;Vrouwelijk;58
Vlaams Gewest;Limburg;Tongeren;73066.0;3770.0;Riemst;15 – 64;Mannelijk;579
Vlaams Gewest;Limburg;Tongeren;73066.0;3770.0;Riemst;15 – 64;Vrouwelijk;692
Vlaams Gewest;Limburg;Tongeren;73066.0;3770.0;Riemst;65 – ...;Mannelijk;662
Vlaams Gewest;Limburg;Tongeren;73066.0;3770.0;Riemst;65 – ...;Vrouwelijk;597
Vlaams Gewest;Limburg;Tongeren;73083.0;3700.0;Tongeren; 0 – 14;Mannelijk;203
Vlaams Gewest;Limburg;Tongeren;73083.0;3700.0;Tongeren; 0 – 14;Vrouwelijk;192
Vlaams Gewest;Limburg;Tongeren;73083.0;3700.0;Tongeren;15 – 64;Mannelijk;1326
Vlaams Gewest;Limburg;Tongeren;73083.0;3700.0;Tongeren;15 – 64;Vrouwelijk;1570
Vlaams Gewest;Limburg;Tongeren;73083.0;3700.0;Tongeren;65 – ...;Mannelijk;1319
Vlaams Gewest;Limburg;Tongeren;73083.0;3700.0;Tongeren;65 – ...;Vrouwelijk;1566
Vlaams Gewest;Limburg;Tongeren;73098.0;3830.0;Wellen; 0 – 14;Mannelijk;47
Vlaams Gewest;Limburg;Tongeren;73098.0;3830.0;Wellen; 0 – 14;Vrouwelijk;50
Vlaams Gewest;Limburg;Tongeren;73098.0;3830.0;Wellen;15 – 64;Mannelijk;246
Vlaams Gewest;Limburg;Tongeren;73098.0;3830.0;Wellen;15 – 64;Vrouwelijk;305
Vlaams Gewest;Limburg;Tongeren;73098.0;3830.0;Wellen;65 – ...;Mannelijk;211
Vlaams Gewest;Limburg;Tongeren;73098.0;3830.0;Wellen;65 – ...;Vrouwelijk;258
Vlaams Gewest;Limburg;Tongeren;73107.0;3630.0;Maasmechelen; 0 – 14;Mannelijk;232
Vlaams Gewest;Limburg;Tongeren;73107.0;3630.0;Maasmechelen; 0 – 14;Vrouwelijk;204
Vlaams Gewest;Limburg;Tongeren;73107.0;3630.0;Maasmechelen;15 – 64;Mannelijk;1361
Vlaams Gewest;Limburg;Tongeren;73107.0;3630.0;Maasmechelen;15 – 64;Vrouwelijk;1608
Vlaams Gewest;Limburg;Tongeren;73107.0;3630.0;Maasmechelen;65 – ...;Mannelijk;1057
Vlaams Gewest;Limburg;Tongeren;73107.0;3630.0;Maasmechelen;65 – ...;Vrouwelijk;1114
Vlaams Gewest;Limburg;Tongeren;73109.0;3790.0;Voeren; 0 – 14;Mannelijk;15
Vlaams Gewest;Limburg;Tongeren;73109.0;3790.0;Voeren; 0 – 14;Vrouwelijk;11
Vlaams Gewest;Limburg;Tongeren;73109.0;3790.0;Voeren;15 – 64;Mannelijk;139
Vlaams Gewest;Limburg;Tongeren;73109.0;3790.0;Voeren;15 – 64;Vrouwelijk;139
Vlaams Gewest;Limburg;Tongeren;73109.0;3790.0;Voeren;65 – ...;Mannelijk;147
Vlaams Gewest;Limburg;Tongeren;73109.0;3790.0;Voeren;65 – ...;Vrouwelijk;92
Waals Gewest;Waals-Brabant;Nijvel;25005.0;1320.0;Bevekom; 0 – 14;Mannelijk;26
Waals Gewest;Waals-Brabant;Nijvel;25005.0;1320.0;Bevekom; 0 – 14;Vrouwelijk;27
Waals Gewest;Waals-Brabant;Nijvel;25005.0;1320.0;Bevekom;15 – 64;Mannelijk;202
Waals Gewest;Waals-Brabant;Nijvel;25005.0;1320.0;Bevekom;15 – 64;Vrouwelijk;299
Waals Gewest;Waals-Brabant;Nijvel;25005.0;1320.0;Bevekom;65 – ...;Mannelijk;155
Waals Gewest;Waals-Brabant;Nijvel;25005.0;1320.0;Bevekom;65 – ...;Vrouwelijk;227
Waals Gewest;Waals-Brabant;Nijvel;25014.0;1420.0;Eigenbrakel; 0 – 14;Mannelijk;319
Waals Gewest;Waals-Brabant;Nijvel;25014.0;1420.0;Eigenbrakel; 0 – 14;Vrouwelijk;282
Waals Gewest;Waals-Brabant;Nijvel;25014.0;1420.0;Eigenbrakel;15 – 64;Mannelijk;1136
Waals Gewest;Waals-Brabant;Nijvel;25014.0;1420.0;Eigenbrakel;15 – 64;Vrouwelijk;1584
Waals Gewest;Waals-Brabant;Nijvel;25014.0;1420.0;Eigenbrakel;65 – ...;Mannelijk;979
Waals Gewest;Waals-Brabant;Nijvel;25014.0;1420.0;Eigenbrakel;65 – ...;Vrouwelijk;1184
Waals Gewest;Waals-Brabant;Nijvel;25015.0;1440.0;Kasteelbrakel; 0 – 14;Mannelijk;88
Waals Gewest;Waals-Brabant;Nijvel;25015.0;1440.0;Kasteelbrakel; 0 – 14;Vrouwelijk;55
Waals Gewest;Waals-Brabant;Nijvel;25015.0;1440.0;Kasteelbrakel;15 – 64;Mannelijk;325
Waals Gewest;Waals-Brabant;Nijvel;25015.0;1440.0;Kasteelbrakel;15 – 64;Vrouwelijk;451
Waals Gewest;Waals-Brabant;Nijvel;25015.0;1440.0;Kasteelbrakel;65 – ...;Mannelijk;264
Waals Gewest;Waals-Brabant;Nijvel;25015.0;1440.0;Kasteelbrakel;65 – ...;Vrouwelijk;288
Waals Gewest;Waals-Brabant;Nijvel;25018.0;1325.0;Chaumont-Gistoux; 0 – 14;Mannelijk;68
Waals Gewest;Waals-Brabant;Nijvel;25018.0;1325.0;Chaumont-Gistoux; 0 – 14;Vrouwelijk;54
Waals Gewest;Waals-Brabant;Nijvel;25018.0;1325.0;Chaumont-Gistoux;15 – 64;Mannelijk;263
Waals Gewest;Waals-Brabant;Nijvel;25018.0;1325.0;Chaumont-Gistoux;15 – 64;Vrouwelijk;471
Waals Gewest;Waals-Brabant;Nijvel;25018.0;1325.0;Chaumont-Gistoux;65 – ...;Mannelijk;227
Waals Gewest;Waals-Brabant;Nijvel;25018.0;1325.0;Chaumont-Gistoux;65 – ...;Vrouwelijk;300
Waals Gewest;Waals-Brabant;Nijvel;25023.0;1490.0;Court-Saint-Etienne; 0 – 14;Mannelijk;69
Waals Gewest;Waals-Brabant;Nijvel;25023.0;1490.0;Court-Saint-Etienne; 0 – 14;Vrouwelijk;55
Waals Gewest;Waals-Brabant;Nijvel;25023.0;1490.0;Court-Saint-Etienne;15 – 64;Mannelijk;310
Waals Gewest;Waals-Brabant;Nijvel;25023.0;1490.0;Court-Saint-Etienne;15 – 64;Vrouwelijk;448
Waals Gewest;Waals-Brabant;Nijvel;25023.0;1490.0;Court-Saint-Etienne;65 – ...;Mannelijk;219
Waals Gewest;Waals-Brabant;Nijvel;25023.0;1490.0;Court-Saint-Etienne;65 – ...;Vrouwelijk;239
Waals Gewest;Waals-Brabant;Nijvel;25031.0;1470.0;Genepiën; 0 – 14;Mannelijk;105
Waals Gewest;Waals-Brabant;Nijvel;25031.0;1470.0;Genepiën; 0 – 14;Vrouwelijk;71
Waals Gewest;Waals-Brabant;Nijvel;25031.0;1470.0;Genepiën;15 – 64;Mannelijk;421
Waals Gewest;Waals-Brabant;Nijvel;25031.0;1470.0;Genepiën;15 – 64;Vrouwelijk;616
Waals Gewest;Waals-Brabant;Nijvel;25031.0;1470.0;Genepiën;65 – ...;Mannelijk;420
Waals Gewest;Waals-Brabant;Nijvel;25031.0;1470.0;Genepiën;65 – ...;Vrouwelijk;396
Waals Gewest;Waals-Brabant;Nijvel;25037.0;1390.0;Graven; 0 – 14;Mannelijk;63
Waals Gewest;Waals-Brabant;Nijvel;25037.0;1390.0;Graven; 0 – 14;Vrouwelijk;52
Waals Gewest;Waals-Brabant;Nijvel;25037.0;1390.0;Graven;15 – 64;Mannelijk;442
Waals Gewest;Waals-Brabant;Nijvel;25037.0;1390.0;Graven;15 – 64;Vrouwelijk;510
Waals Gewest;Waals-Brabant;Nijvel;25037.0;1390.0;Graven;65 – ...;Mannelijk;376
Waals Gewest;Waals-Brabant;Nijvel;25037.0;1390.0;Graven;65 – ...;Vrouwelijk;392
Waals Gewest;Waals-Brabant;Nijvel;25043.0;1315.0;Incourt; 0 – 14;Mannelijk;32
Waals Gewest;Waals-Brabant;Nijvel;25043.0;1315.0;Incourt; 0 – 14;Vrouwelijk;29
Waals Gewest;Waals-Brabant;Nijvel;25043.0;1315.0;Incourt;15 – 64;Mannelijk;138
Waals Gewest;Waals-Brabant;Nijvel;25043.0;1315.0;Incourt;15 – 64;Vrouwelijk;195
Waals Gewest;Waals-Brabant;Nijvel;25043.0;1315.0;Incourt;65 – ...;Mannelijk;119
Waals Gewest;Waals-Brabant;Nijvel;25043.0;1315.0;Incourt;65 – ...;Vrouwelijk;115
Waals Gewest;Waals-Brabant;Nijvel;25044.0;1460.0;Itter; 0 – 14;Mannelijk;38
Waals Gewest;Waals-Brabant;Nijvel;25044.0;1460.0;Itter; 0 – 14;Vrouwelijk;51
Waals Gewest;Waals-Brabant;Nijvel;25044.0;1460.0;Itter;15 – 64;Mannelijk;208
Waals Gewest;Waals-Brabant;Nijvel;25044.0;1460.0;Itter;15 – 64;Vrouwelijk;309
Waals Gewest;Waals-Brabant;Nijvel;25044.0;1460.0;Itter;65 – ...;Mannelijk;163
Waals Gewest;Waals-Brabant;Nijvel;25044.0;1460.0;Itter;65 – ...;Vrouwelijk;219
Waals Gewest;Waals-Brabant;Nijvel;25048.0;1370.0;Geldenaken; 0 – 14;Mannelijk;82
Waals Gewest;Waals-Brabant;Nijvel;25048.0;1370.0;Geldenaken; 0 – 14;Vrouwelijk;102
Waals Gewest;Waals-Brabant;Nijvel;25048.0;1370.0;Geldenaken;15 – 64;Mannelijk;441
Waals Gewest;Waals-Brabant;Nijvel;25048.0;1370.0;Geldenaken;15 – 64;Vrouwelijk;550
Waals Gewest;Waals-Brabant;Nijvel;25048.0;1370.0;Geldenaken;65 – ...;Mannelijk;358
Waals Gewest;Waals-Brabant;Nijvel;25048.0;1370.0;Geldenaken;65 – ...;Vrouwelijk;420
Waals Gewest;Waals-Brabant;Nijvel;25050.0;1310.0;Terhulpen; 0 – 14;Mannelijk;54
Waals Gewest;Waals-Brabant;Nijvel;25050.0;1310.0;Terhulpen; 0 – 14;Vrouwelijk;64
Waals Gewest;Waals-Brabant;Nijvel;25050.0;1310.0;Terhulpen;15 – 64;Mannelijk;175
Waals Gewest;Waals-Brabant;Nijvel;25050.0;1310.0;Terhulpen;15 – 64;Vrouwelijk;224
Waals Gewest;Waals-Brabant;Nijvel;25050.0;1310.0;Terhulpen;65 – ...;Mannelijk;216
Waals Gewest;Waals-Brabant;Nijvel;25050.0;1310.0;Terhulpen;65 – ...;Vrouwelijk;250
Waals Gewest;Waals-Brabant;Nijvel;25068.0;1435.0;Mont-Saint-Guibert; 0 – 14;Mannelijk;36
Waals Gewest;Waals-Brabant;Nijvel;25068.0;1435.0;Mont-Saint-Guibert; 0 – 14;Vrouwelijk;40
Waals Gewest;Waals-Brabant;Nijvel;25068.0;1435.0;Mont-Saint-Guibert;15 – 64;Mannelijk;263
Waals Gewest;Waals-Brabant;Nijvel;25068.0;1435.0;Mont-Saint-Guibert;15 – 64;Vrouwelijk;348
Waals Gewest;Waals-Brabant;Nijvel;25068.0;1435.0;Mont-Saint-Guibert;65 – ...;Mannelijk;158
Waals Gewest;Waals-Brabant;Nijvel;25068.0;1435.0;Mont-Saint-Guibert;65 – ...;Vrouwelijk;209
Waals Gewest;Waals-Brabant;Nijvel;25072.0;1400.0;Nijvel; 0 – 14;Mannelijk;206
Waals Gewest;Waals-Brabant;Nijvel;25072.0;1400.0;Nijvel; 0 – 14;Vrouwelijk;159
Waals Gewest;Waals-Brabant;Nijvel;25072.0;1400.0;Nijvel;15 – 64;Mannelijk;869
Waals Gewest;Waals-Brabant;Nijvel;25072.0;1400.0;Nijvel;15 – 64;Vrouwelijk;1259
Waals Gewest;Waals-Brabant;Nijvel;25072.0;1400.0;Nijvel;65 – ...;Mannelijk;713
Waals Gewest;Waals-Brabant;Nijvel;25072.0;1400.0;Nijvel;65 – ...;Vrouwelijk;1131
Waals Gewest;Waals-Brabant;Nijvel;25084.0;1360.0;Perwijs; 0 – 14;Mannelijk;55
Waals Gewest;Waals-Brabant;Nijvel;25084.0;1360.0;Perwijs; 0 – 14;Vrouwelijk;36
Waals Gewest;Waals-Brabant;Nijvel;25084.0;1360.0;Perwijs;15 – 64;Mannelijk;282
Waals Gewest;Waals-Brabant;Nijvel;25084.0;1360.0;Perwijs;15 – 64;Vrouwelijk;357
Waals Gewest;Waals-Brabant;Nijvel;25084.0;1360.0;Perwijs;65 – ...;Mannelijk;204
Waals Gewest;Waals-Brabant;Nijvel;25084.0;1360.0;Perwijs;65 – ...;Vrouwelijk;199
Waals Gewest;Waals-Brabant;Nijvel;25091.0;1330.0;Rixensart; 0 – 14;Mannelijk;135
Waals Gewest;Waals-Brabant;Nijvel;25091.0;1330.0;Rixensart; 0 – 14;Vrouwelijk;113
Waals Gewest;Waals-Brabant;Nijvel;25091.0;1330.0;Rixensart;15 – 64;Mannelijk;588
Waals Gewest;Waals-Brabant;Nijvel;25091.0;1330.0;Rixensart;15 – 64;Vrouwelijk;827
Waals Gewest;Waals-Brabant;Nijvel;25091.0;1330.0;Rixensart;65 – ...;Mannelijk;561
Waals Gewest;Waals-Brabant;Nijvel;25091.0;1330.0;Rixensart;65 – ...;Vrouwelijk;744
Waals Gewest;Waals-Brabant;Nijvel;25105.0;1480.0;Tubeke; 0 – 14;Mannelijk;192
Waals Gewest;Waals-Brabant;Nijvel;25105.0;1480.0;Tubeke; 0 – 14;Vrouwelijk;184
Waals Gewest;Waals-Brabant;Nijvel;25105.0;1480.0;Tubeke;15 – 64;Mannelijk;805
Waals Gewest;Waals-Brabant;Nijvel;25105.0;1480.0;Tubeke;15 – 64;Vrouwelijk;1207
Waals Gewest;Waals-Brabant;Nijvel;25105.0;1480.0;Tubeke;65 – ...;Mannelijk;674
Waals Gewest;Waals-Brabant;Nijvel;25105.0;1480.0;Tubeke;65 – ...;Vrouwelijk;812
Waals Gewest;Waals-Brabant;Nijvel;25107.0;1495.0;Villers-la-Ville; 0 – 14;Mannelijk;91
Waals Gewest;Waals-Brabant;Nijvel;25107.0;1495.0;Villers-la-Ville; 0 – 14;Vrouwelijk;61
Waals Gewest;Waals-Brabant;Nijvel;25107.0;1495.0;Villers-la-Ville;15 – 64;Mannelijk;320
Waals Gewest;Waals-Brabant;Nijvel;25107.0;1495.0;Villers-la-Ville;15 – 64;Vrouwelijk;466
Waals Gewest;Waals-Brabant;Nijvel;25107.0;1495.0;Villers-la-Ville;65 – ...;Mannelijk;207
Waals Gewest;Waals-Brabant;Nijvel;25107.0;1495.0;Villers-la-Ville;65 – ...;Vrouwelijk;205
Waals Gewest;Waals-Brabant;Nijvel;25110.0;1410.0;Waterloo; 0 – 14;Mannelijk;166
Waals Gewest;Waals-Brabant;Nijvel;25110.0;1410.0;Waterloo; 0 – 14;Vrouwelijk;140
