gewest;provincie;arrondissement;nis_code;postcode;gemeente;leeftijdsgroep;geslacht;klassieke_hospitalisatie
Vlaams Gewest;Oost-Vlaanderen;Gent;44085;9920;Lievegem;15 - 64;Vrouwelijk;1 020
Vlaams Gewest;Oost-Vlaanderen;Gent;44085;9920;Lievegem;15 - 64;Veranderd;< 5
Vlaams Gewest;Oost-Vlaanderen;Gent;44085;9920;Lievegem;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Gent;44085;9920;Lievegem;65 - ...;Mannelijk;1 028
Vlaams Gewest;Oost-Vlaanderen;Gent;44085;9920;Lievegem;65 - ...;Vrouwelijk;1 052
Vlaams Gewest;Oost-Vlaanderen;Gent;44085;9920;Lievegem;65 - ...;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45035;9700;Oudenaarde;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45035;9700;Oudenaarde;0 - 14;Mannelijk;339
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45035;9700;Oudenaarde;0 - 14;Vrouwelijk;217
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45035;9700;Oudenaarde;0 - 14;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45035;9700;Oudenaarde;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45035;9700;Oudenaarde;15 - 64;Mannelijk;953
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45035;9700;Oudenaarde;15 - 64;Vrouwelijk;1 301
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45035;9700;Oudenaarde;15 - 64;Veranderd;< 5
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45035;9700;Oudenaarde;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45035;9700;Oudenaarde;65 - ...;Mannelijk;1 014
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45035;9700;Oudenaarde;65 - ...;Vrouwelijk;1 085
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45035;9700;Oudenaarde;65 - ...;Veranderd;< 5
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45041;9600;Ronse;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45041;9600;Ronse;0 - 14;Mannelijk;335
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45041;9600;Ronse;0 - 14;Vrouwelijk;295
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45041;9600;Ronse;0 - 14;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45041;9600;Ronse;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45041;9600;Ronse;15 - 64;Mannelijk;758
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45041;9600;Ronse;15 - 64;Vrouwelijk;1 113
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45041;9600;Ronse;15 - 64;Veranderd;< 5
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45041;9600;Ronse;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45041;9600;Ronse;65 - ...;Mannelijk;768
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45041;9600;Ronse;65 - ...;Vrouwelijk;824
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45041;9600;Ronse;65 - ...;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45059;9660;Brakel;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45059;9660;Brakel;0 - 14;Mannelijk;107
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45059;9660;Brakel;0 - 14;Vrouwelijk;91
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45059;9660;Brakel;0 - 14;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45059;9660;Brakel;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45059;9660;Brakel;15 - 64;Mannelijk;409
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45059;9660;Brakel;15 - 64;Vrouwelijk;556
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45059;9660;Brakel;15 - 64;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45059;9660;Brakel;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45059;9660;Brakel;65 - ...;Mannelijk;479
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45059;9660;Brakel;65 - ...;Vrouwelijk;458
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45059;9660;Brakel;65 - ...;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45060;9690;Kluisbergen;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45060;9690;Kluisbergen;0 - 14;Mannelijk;56
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45060;9690;Kluisbergen;0 - 14;Vrouwelijk;71
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45060;9690;Kluisbergen;0 - 14;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45060;9690;Kluisbergen;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45060;9690;Kluisbergen;15 - 64;Mannelijk;185
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45060;9690;Kluisbergen;15 - 64;Vrouwelijk;280
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45060;9690;Kluisbergen;15 - 64;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45060;9690;Kluisbergen;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45060;9690;Kluisbergen;65 - ...;Mannelijk;178
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45060;9690;Kluisbergen;65 - ...;Vrouwelijk;213
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45060;9690;Kluisbergen;65 - ...;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45061;9790;Wortegem-Petegem;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45061;9790;Wortegem-Petegem;0 - 14;Mannelijk;72
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45061;9790;Wortegem-Petegem;0 - 14;Vrouwelijk;50
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45061;9790;Wortegem-Petegem;0 - 14;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45061;9790;Wortegem-Petegem;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45061;9790;Wortegem-Petegem;15 - 64;Mannelijk;170
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45061;9790;Wortegem-Petegem;15 - 64;Vrouwelijk;232
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45061;9790;Wortegem-Petegem;15 - 64;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45061;9790;Wortegem-Petegem;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45061;9790;Wortegem-Petegem;65 - ...;Mannelijk;182
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45061;9790;Wortegem-Petegem;65 - ...;Vrouwelijk;148
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45061;9790;Wortegem-Petegem;65 - ...;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45062;9667;Horebeke;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45062;9667;Horebeke;0 - 14;Mannelijk;9
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45062;9667;Horebeke;0 - 14;Vrouwelijk;14
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45062;9667;Horebeke;0 - 14;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45062;9667;Horebeke;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45062;9667;Horebeke;15 - 64;Mannelijk;35
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45062;9667;Horebeke;15 - 64;Vrouwelijk;52
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45062;9667;Horebeke;15 - 64;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45062;9667;Horebeke;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45062;9667;Horebeke;65 - ...;Mannelijk;105
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45062;9667;Horebeke;65 - ...;Vrouwelijk;114
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45062;9667;Horebeke;65 - ...;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45063;9570;Lierde;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45063;9570;Lierde;0 - 14;Mannelijk;49
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45063;9570;Lierde;0 - 14;Vrouwelijk;39
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45063;9570;Lierde;0 - 14;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45063;9570;Lierde;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45063;9570;Lierde;15 - 64;Mannelijk;192
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45063;9570;Lierde;15 - 64;Vrouwelijk;272
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45063;9570;Lierde;15 - 64;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45063;9570;Lierde;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45063;9570;Lierde;65 - ...;Mannelijk;209
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45063;9570;Lierde;65 - ...;Vrouwelijk;198
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45063;9570;Lierde;65 - ...;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45064;9680;Maarkedal;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45064;9680;Maarkedal;0 - 14;Mannelijk;64
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45064;9680;Maarkedal;0 - 14;Vrouwelijk;31
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45064;9680;Maarkedal;0 - 14;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45064;9680;Maarkedal;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45064;9680;Maarkedal;15 - 64;Mannelijk;167
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45064;9680;Maarkedal;15 - 64;Vrouwelijk;215
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45064;9680;Maarkedal;15 - 64;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45064;9680;Maarkedal;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45064;9680;Maarkedal;65 - ...;Mannelijk;195
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45064;9680;Maarkedal;65 - ...;Vrouwelijk;208
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45064;9680;Maarkedal;65 - ...;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45065;9630;Zwalm;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45065;9630;Zwalm;0 - 14;Mannelijk;51
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45065;9630;Zwalm;0 - 14;Vrouwelijk;34
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45065;9630;Zwalm;0 - 14;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45065;9630;Zwalm;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45065;9630;Zwalm;15 - 64;Mannelijk;244
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45065;9630;Zwalm;15 - 64;Vrouwelijk;354
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45065;9630;Zwalm;15 - 64;Veranderd;< 5
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45065;9630;Zwalm;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45065;9630;Zwalm;65 - ...;Mannelijk;256
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45065;9630;Zwalm;65 - ...;Vrouwelijk;259
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45065;9630;Zwalm;65 - ...;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45068;9750;Kruisem;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45068;9750;Kruisem;0 - 14;Mannelijk;115
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45068;9750;Kruisem;0 - 14;Vrouwelijk;88
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45068;9750;Kruisem;0 - 14;Veranderd;< 5
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45068;9750;Kruisem;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45068;9750;Kruisem;15 - 64;Mannelijk;429
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45068;9750;Kruisem;15 - 64;Vrouwelijk;612
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45068;9750;Kruisem;15 - 64;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45068;9750;Kruisem;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45068;9750;Kruisem;65 - ...;Mannelijk;435
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45068;9750;Kruisem;65 - ...;Vrouwelijk;438
Vlaams Gewest;Oost-Vlaanderen;Oudenaarde;45068;9750;Kruisem;65 - ...;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46003;9120;Beveren (-Waas);0 - 14;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46003;9120;Beveren (-Waas);0 - 14;Mannelijk;276
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46003;9120;Beveren (-Waas);0 - 14;Vrouwelijk;287
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46003;9120;Beveren (-Waas);0 - 14;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46003;9120;Beveren (-Waas);15 - 64;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46003;9120;Beveren (-Waas);15 - 64;Mannelijk;1 353
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46003;9120;Beveren (-Waas);15 - 64;Vrouwelijk;1 926
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46003;9120;Beveren (-Waas);15 - 64;Veranderd;< 5
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46003;9120;Beveren (-Waas);65 - ...;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46003;9120;Beveren (-Waas);65 - ...;Mannelijk;1 548
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46003;9120;Beveren (-Waas);65 - ...;Vrouwelijk;1 460
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46003;9120;Beveren (-Waas);65 - ...;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46013;9150;Kruibeke;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46013;9150;Kruibeke;0 - 14;Mannelijk;94
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46013;9150;Kruibeke;0 - 14;Vrouwelijk;87
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46013;9150;Kruibeke;0 - 14;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46013;9150;Kruibeke;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46013;9150;Kruibeke;15 - 64;Mannelijk;515
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46013;9150;Kruibeke;15 - 64;Vrouwelijk;627
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46013;9150;Kruibeke;15 - 64;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46013;9150;Kruibeke;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46013;9150;Kruibeke;65 - ...;Mannelijk;489
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46013;9150;Kruibeke;65 - ...;Vrouwelijk;470
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46013;9150;Kruibeke;65 - ...;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46014;9160;Lokeren;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46014;9160;Lokeren;0 - 14;Mannelijk;280
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46014;9160;Lokeren;0 - 14;Vrouwelijk;258
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46014;9160;Lokeren;0 - 14;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46014;9160;Lokeren;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46014;9160;Lokeren;15 - 64;Mannelijk;1 039
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46014;9160;Lokeren;15 - 64;Vrouwelijk;1 703
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46014;9160;Lokeren;15 - 64;Veranderd;< 5
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46014;9160;Lokeren;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46014;9160;Lokeren;65 - ...;Mannelijk;1 116
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46014;9160;Lokeren;65 - ...;Vrouwelijk;1 199
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46014;9160;Lokeren;65 - ...;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46020;9170;Sint-Gillis-Waas;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46020;9170;Sint-Gillis-Waas;0 - 14;Mannelijk;147
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46020;9170;Sint-Gillis-Waas;0 - 14;Vrouwelijk;93
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46020;9170;Sint-Gillis-Waas;0 - 14;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46020;9170;Sint-Gillis-Waas;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46020;9170;Sint-Gillis-Waas;15 - 64;Mannelijk;503
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46020;9170;Sint-Gillis-Waas;15 - 64;Vrouwelijk;765
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46020;9170;Sint-Gillis-Waas;15 - 64;Veranderd;< 5
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46020;9170;Sint-Gillis-Waas;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46020;9170;Sint-Gillis-Waas;65 - ...;Mannelijk;609
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46020;9170;Sint-Gillis-Waas;65 - ...;Vrouwelijk;517
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46020;9170;Sint-Gillis-Waas;65 - ...;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46021;9100;Sint-Niklaas (Oost-Vlaanderen);0 - 14;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46021;9100;Sint-Niklaas (Oost-Vlaanderen);0 - 14;Mannelijk;715
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46021;9100;Sint-Niklaas (Oost-Vlaanderen);0 - 14;Vrouwelijk;541
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46021;9100;Sint-Niklaas (Oost-Vlaanderen);0 - 14;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46021;9100;Sint-Niklaas (Oost-Vlaanderen);15 - 64;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46021;9100;Sint-Niklaas (Oost-Vlaanderen);15 - 64;Mannelijk;2 116
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46021;9100;Sint-Niklaas (Oost-Vlaanderen);15 - 64;Vrouwelijk;3 258
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46021;9100;Sint-Niklaas (Oost-Vlaanderen);15 - 64;Veranderd;5
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46021;9100;Sint-Niklaas (Oost-Vlaanderen);65 - ...;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46021;9100;Sint-Niklaas (Oost-Vlaanderen);65 - ...;Mannelijk;2 455
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46021;9100;Sint-Niklaas (Oost-Vlaanderen);65 - ...;Vrouwelijk;2 335
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46021;9100;Sint-Niklaas (Oost-Vlaanderen);65 - ...;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46024;9190;Stekene;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46024;9190;Stekene;0 - 14;Mannelijk;143
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46024;9190;Stekene;0 - 14;Vrouwelijk;115
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46024;9190;Stekene;0 - 14;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46024;9190;Stekene;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46024;9190;Stekene;15 - 64;Mannelijk;520
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46024;9190;Stekene;15 - 64;Vrouwelijk;708
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46024;9190;Stekene;15 - 64;Veranderd;< 5
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46024;9190;Stekene;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46024;9190;Stekene;65 - ...;Mannelijk;585
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46024;9190;Stekene;65 - ...;Vrouwelijk;553
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46024;9190;Stekene;65 - ...;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46025;9140;Temse;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46025;9140;Temse;0 - 14;Mannelijk;194
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46025;9140;Temse;0 - 14;Vrouwelijk;162
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46025;9140;Temse;0 - 14;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46025;9140;Temse;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46025;9140;Temse;15 - 64;Mannelijk;868
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46025;9140;Temse;15 - 64;Vrouwelijk;1 290
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46025;9140;Temse;15 - 64;Veranderd;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46025;9140;Temse;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46025;9140;Temse;65 - ...;Mannelijk;894
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46025;9140;Temse;65 - ...;Vrouwelijk;885
Vlaams Gewest;Oost-Vlaanderen;Sint-Niklaas;46025;9140;Temse;65 - ...;Veranderd;0
Vlaams Gewest;Limburg;Hasselt;71002;3665;As;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Limburg;Hasselt;71002;3665;As;0 - 14;Mannelijk;45
Vlaams Gewest;Limburg;Hasselt;71002;3665;As;0 - 14;Vrouwelijk;26
Vlaams Gewest;Limburg;Hasselt;71002;3665;As;0 - 14;Veranderd;0
Vlaams Gewest;Limburg;Hasselt;71002;3665;As;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Limburg;Hasselt;71002;3665;As;15 - 64;Mannelijk;230
Vlaams Gewest;Limburg;Hasselt;71002;3665;As;15 - 64;Vrouwelijk;289
Vlaams Gewest;Limburg;Hasselt;71002;3665;As;15 - 64;Veranderd;0
Vlaams Gewest;Limburg;Hasselt;71002;3665;As;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Limburg;Hasselt;71002;3665;As;65 - ...;Mannelijk;224
Vlaams Gewest;Limburg;Hasselt;71002;3665;As;65 - ...;Vrouwelijk;222
Vlaams Gewest;Limburg;Hasselt;71002;3665;As;65 - ...;Veranderd;0
Vlaams Gewest;Limburg;Hasselt;71004;3580;Beringen;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Limburg;Hasselt;71004;3580;Beringen;0 - 14;Mannelijk;329
Vlaams Gewest;Limburg;Hasselt;71004;3580;Beringen;0 - 14;Vrouwelijk;261
Vlaams Gewest;Limburg;Hasselt;71004;3580;Beringen;0 - 14;Veranderd;< 5
Vlaams Gewest;Limburg;Hasselt;71004;3580;Beringen;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Limburg;Hasselt;71004;3580;Beringen;15 - 64;Mannelijk;1 326
Vlaams Gewest;Limburg;Hasselt;71004;3580;Beringen;15 - 64;Vrouwelijk;1 847
Vlaams Gewest;Limburg;Hasselt;71004;3580;Beringen;15 - 64;Veranderd;< 5
Vlaams Gewest;Limburg;Hasselt;71004;3580;Beringen;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Limburg;Hasselt;71004;3580;Beringen;65 - ...;Mannelijk;1 303
Vlaams Gewest;Limburg;Hasselt;71004;3580;Beringen;65 - ...;Vrouwelijk;1 235
Vlaams Gewest;Limburg;Hasselt;71004;3580;Beringen;65 - ...;Veranderd;0
