gewest;provincie_of_brussels_hoofdstedelijk_gewest;arrondissement;nis_code;postcode;gemeente;leeftijdsgroep;geslacht;klassieke_hospitalisatie
Waals Gewest;Luik;Verviers;63003;4880;Aubel;65 - ...;Mannelijk;139
Waals Gewest;Luik;Verviers;63003;4880;Aubel;65 - ...;Vrouwelijk;168
Waals Gewest;Luik;Verviers;63004;4837;Baelen;0 - 14;Mannelijk;54
Waals Gewest;Luik;Verviers;63004;4837;Baelen;0 - 14;Vrouwelijk;27
Waals Gewest;Luik;Verviers;63004;4837;Baelen;15 - 64;Mannelijk;154
Waals Gewest;Luik;Verviers;63004;4837;Baelen;15 - 64;Vrouwelijk;182
Waals Gewest;Luik;Verviers;63004;4837;Baelen;65 - ...;Mannelijk;164
Waals Gewest;Luik;Verviers;63004;4837;Baelen;65 - ...;Vrouwelijk;94
Waals Gewest;Luik;Verviers;63012;4760;Büllingen;0 - 14;Mannelijk;32
Waals Gewest;Luik;Verviers;63012;4760;Büllingen;0 - 14;Vrouwelijk;29
Waals Gewest;Luik;Verviers;63012;4760;Büllingen;15 - 64;Mannelijk;189
Waals Gewest;Luik;Verviers;63012;4760;Büllingen;15 - 64;Vrouwelijk;227
Waals Gewest;Luik;Verviers;63012;4760;Büllingen;65 - ...;Mannelijk;227
Waals Gewest;Luik;Verviers;63012;4760;Büllingen;65 - ...;Vrouwelijk;163
Waals Gewest;Luik;Verviers;63013;4750;Bütgenbach;0 - 14;Mannelijk;14
Waals Gewest;Luik;Verviers;63013;4750;Bütgenbach;0 - 14;Vrouwelijk;15
Waals Gewest;Luik;Verviers;63013;4750;Bütgenbach;15 - 64;Mannelijk;215
Waals Gewest;Luik;Verviers;63013;4750;Bütgenbach;15 - 64;Vrouwelijk;226
Waals Gewest;Luik;Verviers;63013;4750;Bütgenbach;65 - ...;Mannelijk;233
Waals Gewest;Luik;Verviers;63013;4750;Bütgenbach;65 - ...;Vrouwelijk;242
Waals Gewest;Luik;Verviers;63020;4820;Dison;0 - 14;Mannelijk;217
Waals Gewest;Luik;Verviers;63020;4820;Dison;0 - 14;Vrouwelijk;213
Waals Gewest;Luik;Verviers;63020;4820;Dison;15 - 64;Mannelijk;488
Waals Gewest;Luik;Verviers;63020;4820;Dison;15 - 64;Vrouwelijk;929
Waals Gewest;Luik;Verviers;63020;4820;Dison;65 - ...;Mannelijk;408
Waals Gewest;Luik;Verviers;63020;4820;Dison;65 - ...;Vrouwelijk;411
Waals Gewest;Luik;Verviers;63023;4700;Eupen;0 - 14;Mannelijk;123
Waals Gewest;Luik;Verviers;63023;4700;Eupen;0 - 14;Vrouwelijk;127
Waals Gewest;Luik;Verviers;63023;4700;Eupen;15 - 64;Mannelijk;641
Waals Gewest;Luik;Verviers;63023;4700;Eupen;15 - 64;Vrouwelijk;771
Waals Gewest;Luik;Verviers;63023;4700;Eupen;65 - ...;Mannelijk;659
Waals Gewest;Luik;Verviers;63023;4700;Eupen;65 - ...;Vrouwelijk;640
Waals Gewest;Luik;Verviers;63035;4650;Herve;0 - 14;Mannelijk;124
Waals Gewest;Luik;Verviers;63035;4650;Herve;0 - 14;Vrouwelijk;87
Waals Gewest;Luik;Verviers;63035;4650;Herve;15 - 64;Mannelijk;504
Waals Gewest;Luik;Verviers;63035;4650;Herve;15 - 64;Vrouwelijk;720
Waals Gewest;Luik;Verviers;63035;4650;Herve;65 - ...;Mannelijk;519
Waals Gewest;Luik;Verviers;63035;4650;Herve;65 - ...;Vrouwelijk;499
Waals Gewest;Luik;Verviers;63038;4845;Jalhay;0 - 14;Mannelijk;64
Waals Gewest;Luik;Verviers;63038;4845;Jalhay;0 - 14;Vrouwelijk;31
Waals Gewest;Luik;Verviers;63038;4845;Jalhay;15 - 64;Mannelijk;261
Waals Gewest;Luik;Verviers;63038;4845;Jalhay;15 - 64;Vrouwelijk;330
Waals Gewest;Luik;Verviers;63038;4845;Jalhay;65 - ...;Mannelijk;249
Waals Gewest;Luik;Verviers;63038;4845;Jalhay;65 - ...;Vrouwelijk;223
Waals Gewest;Luik;Verviers;63040;4720;Kelmis;0 - 14;Mannelijk;75
Waals Gewest;Luik;Verviers;63040;4720;Kelmis;0 - 14;Vrouwelijk;45
Waals Gewest;Luik;Verviers;63040;4720;Kelmis;15 - 64;Mannelijk;214
Waals Gewest;Luik;Verviers;63040;4720;Kelmis;15 - 64;Vrouwelijk;324
Waals Gewest;Luik;Verviers;63040;4720;Kelmis;65 - ...;Mannelijk;329
Waals Gewest;Luik;Verviers;63040;4720;Kelmis;65 - ...;Vrouwelijk;281
Waals Gewest;Luik;Verviers;63045;4990;Lierneux;0 - 14;Mannelijk;14
Waals Gewest;Luik;Verviers;63045;4990;Lierneux;0 - 14;Vrouwelijk;14
Waals Gewest;Luik;Verviers;63045;4990;Lierneux;15 - 64;Mannelijk;176
Waals Gewest;Luik;Verviers;63045;4990;Lierneux;15 - 64;Vrouwelijk;163
Waals Gewest;Luik;Verviers;63045;4990;Lierneux;65 - ...;Mannelijk;121
Waals Gewest;Luik;Verviers;63045;4990;Lierneux;65 - ...;Vrouwelijk;111
Waals Gewest;Luik;Verviers;63046;4830;Limburg;0 - 14;Mannelijk;54
Waals Gewest;Luik;Verviers;63046;4830;Limburg;0 - 14;Vrouwelijk;31
Waals Gewest;Luik;Verviers;63046;4830;Limburg;15 - 64;Mannelijk;197
Waals Gewest;Luik;Verviers;63046;4830;Limburg;15 - 64;Vrouwelijk;286
Waals Gewest;Luik;Verviers;63046;4830;Limburg;65 - ...;Mannelijk;154
Waals Gewest;Luik;Verviers;63046;4830;Limburg;65 - ...;Vrouwelijk;205
Waals Gewest;Luik;Verviers;63048;4710;Lontzen;0 - 14;Mannelijk;41
Waals Gewest;Luik;Verviers;63048;4710;Lontzen;0 - 14;Vrouwelijk;33
Waals Gewest;Luik;Verviers;63048;4710;Lontzen;15 - 64;Mannelijk;171
Waals Gewest;Luik;Verviers;63048;4710;Lontzen;15 - 64;Vrouwelijk;198
Waals Gewest;Luik;Verviers;63048;4710;Lontzen;65 - ...;Mannelijk;177
Waals Gewest;Luik;Verviers;63048;4710;Lontzen;65 - ...;Vrouwelijk;154
Waals Gewest;Luik;Verviers;63049;4960;Malmedy;0 - 14;Mannelijk;80
Waals Gewest;Luik;Verviers;63049;4960;Malmedy;0 - 14;Vrouwelijk;66
Waals Gewest;Luik;Verviers;63049;4960;Malmedy;15 - 64;Mannelijk;433
Waals Gewest;Luik;Verviers;63049;4960;Malmedy;15 - 64;Vrouwelijk;603
Waals Gewest;Luik;Verviers;63049;4960;Malmedy;65 - ...;Mannelijk;478
Waals Gewest;Luik;Verviers;63049;4960;Malmedy;65 - ...;Vrouwelijk;588
Waals Gewest;Luik;Verviers;63057;4877;Olne;0 - 14;Mannelijk;20
Waals Gewest;Luik;Verviers;63057;4877;Olne;0 - 14;Vrouwelijk;10
Waals Gewest;Luik;Verviers;63057;4877;Olne;15 - 64;Mannelijk;114
Waals Gewest;Luik;Verviers;63057;4877;Olne;15 - 64;Vrouwelijk;141
Waals Gewest;Luik;Verviers;63057;4877;Olne;65 - ...;Mannelijk;109
Waals Gewest;Luik;Verviers;63057;4877;Olne;65 - ...;Vrouwelijk;88
Waals Gewest;Luik;Verviers;63058;4860;Pepinster;0 - 14;Mannelijk;82
Waals Gewest;Luik;Verviers;63058;4860;Pepinster;0 - 14;Vrouwelijk;62
Waals Gewest;Luik;Verviers;63058;4860;Pepinster;15 - 64;Mannelijk;335
Waals Gewest;Luik;Verviers;63058;4860;Pepinster;15 - 64;Vrouwelijk;439
Waals Gewest;Luik;Verviers;63058;4860;Pepinster;65 - ...;Mannelijk;242
Waals Gewest;Luik;Verviers;63058;4860;Pepinster;65 - ...;Vrouwelijk;283
Waals Gewest;Luik;Verviers;63061;4730;Raeren;0 - 14;Mannelijk;53
Waals Gewest;Luik;Verviers;63061;4730;Raeren;0 - 14;Vrouwelijk;31
Waals Gewest;Luik;Verviers;63061;4730;Raeren;15 - 64;Mannelijk;161
Waals Gewest;Luik;Verviers;63061;4730;Raeren;15 - 64;Vrouwelijk;174
Waals Gewest;Luik;Verviers;63061;4730;Raeren;65 - ...;Mannelijk;184
Waals Gewest;Luik;Verviers;63061;4730;Raeren;65 - ...;Vrouwelijk;188
Waals Gewest;Luik;Verviers;63067;4780;Sankt Vith;0 - 14;Mannelijk;68
Waals Gewest;Luik;Verviers;63067;4780;Sankt Vith;0 - 14;Vrouwelijk;44
Waals Gewest;Luik;Verviers;63067;4780;Sankt Vith;15 - 64;Mannelijk;308
Waals Gewest;Luik;Verviers;63067;4780;Sankt Vith;15 - 64;Vrouwelijk;401
Waals Gewest;Luik;Verviers;63067;4780;Sankt Vith;65 - ...;Mannelijk;342
Waals Gewest;Luik;Verviers;63067;4780;Sankt Vith;65 - ...;Vrouwelijk;361
Waals Gewest;Luik;Verviers;63072;4900;Spa;0 - 14;Mannelijk;54
Waals Gewest;Luik;Verviers;63072;4900;Spa;0 - 14;Vrouwelijk;47
Waals Gewest;Luik;Verviers;63072;4900;Spa;15 - 64;Mannelijk;334
Waals Gewest;Luik;Verviers;63072;4900;Spa;15 - 64;Vrouwelijk;457
Waals Gewest;Luik;Verviers;63072;4900;Spa;65 - ...;Mannelijk;376
Waals Gewest;Luik;Verviers;63072;4900;Spa;65 - ...;Vrouwelijk;485
Waals Gewest;Luik;Verviers;63073;4970;Stavelot;0 - 14;Mannelijk;39
Waals Gewest;Luik;Verviers;63073;4970;Stavelot;0 - 14;Vrouwelijk;42
Waals Gewest;Luik;Verviers;63073;4970;Stavelot;15 - 64;Mannelijk;239
Waals Gewest;Luik;Verviers;63073;4970;Stavelot;15 - 64;Vrouwelijk;315
Waals Gewest;Luik;Verviers;63073;4970;Stavelot;65 - ...;Mannelijk;186
Waals Gewest;Luik;Verviers;63073;4970;Stavelot;65 - ...;Vrouwelijk;245
Waals Gewest;Luik;Verviers;63075;4987;Stoumont;0 - 14;Mannelijk;38
Waals Gewest;Luik;Verviers;63075;4987;Stoumont;0 - 14;Vrouwelijk;22
Waals Gewest;Luik;Verviers;63075;4987;Stoumont;15 - 64;Mannelijk;79
Waals Gewest;Luik;Verviers;63075;4987;Stoumont;15 - 64;Vrouwelijk;127
Waals Gewest;Luik;Verviers;63075;4987;Stoumont;65 - ...;Mannelijk;78
Waals Gewest;Luik;Verviers;63075;4987;Stoumont;65 - ...;Vrouwelijk;85
Waals Gewest;Luik;Verviers;63076;4910;Theux;0 - 14;Mannelijk;71
Waals Gewest;Luik;Verviers;63076;4910;Theux;0 - 14;Vrouwelijk;58
Waals Gewest;Luik;Verviers;63076;4910;Theux;15 - 64;Mannelijk;397
Waals Gewest;Luik;Verviers;63076;4910;Theux;15 - 64;Vrouwelijk;514
Waals Gewest;Luik;Verviers;63076;4910;Theux;65 - ...;Mannelijk;345
Waals Gewest;Luik;Verviers;63076;4910;Theux;65 - ...;Vrouwelijk;349
Waals Gewest;Luik;Verviers;63079;4800;Verviers;0 - 14;Mannelijk;695
Waals Gewest;Luik;Verviers;63079;4800;Verviers;0 - 14;Vrouwelijk;591
Waals Gewest;Luik;Verviers;63079;4800;Verviers;15 - 64;Mannelijk;1.959
Waals Gewest;Luik;Verviers;63079;4800;Verviers;15 - 64;Vrouwelijk;2.886
Waals Gewest;Luik;Verviers;63079;4800;Verviers;65 - ...;Mannelijk;1.566
Waals Gewest;Luik;Verviers;63079;4800;Verviers;65 - ...;Vrouwelijk;1.841
Waals Gewest;Luik;Verviers;63080;4950;Waimes;0 - 14;Mannelijk;57
Waals Gewest;Luik;Verviers;63080;4950;Waimes;0 - 14;Vrouwelijk;33
Waals Gewest;Luik;Verviers;63080;4950;Waimes;15 - 64;Mannelijk;267
Waals Gewest;Luik;Verviers;63080;4950;Waimes;15 - 64;Vrouwelijk;304
Waals Gewest;Luik;Verviers;63080;4950;Waimes;65 - ...;Mannelijk;257
Waals Gewest;Luik;Verviers;63080;4950;Waimes;65 - ...;Vrouwelijk;235
Waals Gewest;Luik;Verviers;63084;4840;Welkenraedt;0 - 14;Mannelijk;71
Waals Gewest;Luik;Verviers;63084;4840;Welkenraedt;0 - 14;Vrouwelijk;60
Waals Gewest;Luik;Verviers;63084;4840;Welkenraedt;15 - 64;Mannelijk;305
Waals Gewest;Luik;Verviers;63084;4840;Welkenraedt;15 - 64;Vrouwelijk;441
Waals Gewest;Luik;Verviers;63084;4840;Welkenraedt;65 - ...;Mannelijk;329
Waals Gewest;Luik;Verviers;63084;4840;Welkenraedt;65 - ...;Vrouwelijk;318
Waals Gewest;Luik;Verviers;63086;4980;Trois-Ponts;0 - 14;Mannelijk;14
Waals Gewest;Luik;Verviers;63086;4980;Trois-Ponts;0 - 14;Vrouwelijk;17
Waals Gewest;Luik;Verviers;63086;4980;Trois-Ponts;15 - 64;Mannelijk;85
Waals Gewest;Luik;Verviers;63086;4980;Trois-Ponts;15 - 64;Vrouwelijk;109
Waals Gewest;Luik;Verviers;63086;4980;Trois-Ponts;65 - ...;Mannelijk;75
Waals Gewest;Luik;Verviers;63086;4980;Trois-Ponts;65 - ...;Vrouwelijk;71
Waals Gewest;Luik;Verviers;63087;4790;Burg-Reuland;0 - 14;Mannelijk;18
Waals Gewest;Luik;Verviers;63087;4790;Burg-Reuland;0 - 14;Vrouwelijk;17
Waals Gewest;Luik;Verviers;63087;4790;Burg-Reuland;15 - 64;Mannelijk;116
Waals Gewest;Luik;Verviers;63087;4790;Burg-Reuland;15 - 64;Vrouwelijk;150
Waals Gewest;Luik;Verviers;63087;4790;Burg-Reuland;65 - ...;Mannelijk;151
Waals Gewest;Luik;Verviers;63087;4790;Burg-Reuland;65 - ...;Vrouwelijk;132
Waals Gewest;Luik;Verviers;63088;4850;Plombières;0 - 14;Mannelijk;77
Waals Gewest;Luik;Verviers;63088;4850;Plombières;0 - 14;Vrouwelijk;52
Waals Gewest;Luik;Verviers;63088;4850;Plombières;15 - 64;Mannelijk;280
Waals Gewest;Luik;Verviers;63088;4850;Plombières;15 - 64;Vrouwelijk;395
Waals Gewest;Luik;Verviers;63088;4850;Plombières;65 - ...;Mannelijk;325
Waals Gewest;Luik;Verviers;63088;4850;Plombières;65 - ...;Vrouwelijk;215
Waals Gewest;Luik;Verviers;63089;4890;Thimister-Clermont;0 - 14;Mannelijk;31
Waals Gewest;Luik;Verviers;63089;4890;Thimister-Clermont;0 - 14;Vrouwelijk;34
Waals Gewest;Luik;Verviers;63089;4890;Thimister-Clermont;15 - 64;Mannelijk;171
Waals Gewest;Luik;Verviers;63089;4890;Thimister-Clermont;15 - 64;Vrouwelijk;203
Waals Gewest;Luik;Verviers;63089;4890;Thimister-Clermont;65 - ...;Mannelijk;113
Waals Gewest;Luik;Verviers;63089;4890;Thimister-Clermont;65 - ...;Vrouwelijk;127
Waals Gewest;Luik;Borgworm;64008;4257;Berloz;0 - 14;Mannelijk;17
Waals Gewest;Luik;Borgworm;64008;4257;Berloz;0 - 14;Vrouwelijk;12
Waals Gewest;Luik;Borgworm;64008;4257;Berloz;15 - 64;Mannelijk;114
Waals Gewest;Luik;Borgworm;64008;4257;Berloz;15 - 64;Vrouwelijk;136
Waals Gewest;Luik;Borgworm;64008;4257;Berloz;65 - ...;Mannelijk;95
Waals Gewest;Luik;Borgworm;64008;4257;Berloz;65 - ...;Vrouwelijk;90
Waals Gewest;Luik;Borgworm;64015;4260;Braives;0 - 14;Mannelijk;34
Waals Gewest;Luik;Borgworm;64015;4260;Braives;0 - 14;Vrouwelijk;45
Waals Gewest;Luik;Borgworm;64015;4260;Braives;15 - 64;Mannelijk;196
Waals Gewest;Luik;Borgworm;64015;4260;Braives;15 - 64;Vrouwelijk;270
Waals Gewest;Luik;Borgworm;64015;4260;Braives;65 - ...;Mannelijk;169
Waals Gewest;Luik;Borgworm;64015;4260;Braives;65 - ...;Vrouwelijk;154
Waals Gewest;Luik;Borgworm;64021;4367;Crisnée;0 - 14;Mannelijk;14
Waals Gewest;Luik;Borgworm;64021;4367;Crisnée;0 - 14;Vrouwelijk;27
Waals Gewest;Luik;Borgworm;64021;4367;Crisnée;15 - 64;Mannelijk;97
Waals Gewest;Luik;Borgworm;64021;4367;Crisnée;15 - 64;Vrouwelijk;134
Waals Gewest;Luik;Borgworm;64021;4367;Crisnée;65 - ...;Mannelijk;100
Waals Gewest;Luik;Borgworm;64021;4367;Crisnée;65 - ...;Vrouwelijk;128
Waals Gewest;Luik;Borgworm;64023;4357;Donceel;0 - 14;Mannelijk;14
Waals Gewest;Luik;Borgworm;64023;4357;Donceel;0 - 14;Vrouwelijk;20
Waals Gewest;Luik;Borgworm;64023;4357;Donceel;15 - 64;Mannelijk;74
Waals Gewest;Luik;Borgworm;64023;4357;Donceel;15 - 64;Vrouwelijk;140
Waals Gewest;Luik;Borgworm;64023;4357;Donceel;65 - ...;Mannelijk;92
Waals Gewest;Luik;Borgworm;64023;4357;Donceel;65 - ...;Vrouwelijk;61
Waals Gewest;Luik;Borgworm;64025;4347;Fexhe-le-Haut-Clocher;0 - 14;Mannelijk;16
Waals Gewest;Luik;Borgworm;64025;4347;Fexhe-le-Haut-Clocher;0 - 14;Vrouwelijk;8
Waals Gewest;Luik;Borgworm;64025;4347;Fexhe-le-Haut-Clocher;15 - 64;Mannelijk;112
Waals Gewest;Luik;Borgworm;64025;4347;Fexhe-le-Haut-Clocher;15 - 64;Vrouwelijk;118
Waals Gewest;Luik;Borgworm;64025;4347;Fexhe-le-Haut-Clocher;65 - ...;Mannelijk;105
Waals Gewest;Luik;Borgworm;64025;4347;Fexhe-le-Haut-Clocher;65 - ...;Vrouwelijk;100
Waals Gewest;Luik;Borgworm;64029;4250;Geer;0 - 14;Mannelijk;17
Waals Gewest;Luik;Borgworm;64029;4250;Geer;0 - 14;Vrouwelijk;16
Waals Gewest;Luik;Borgworm;64029;4250;Geer;15 - 64;Mannelijk;126
Waals Gewest;Luik;Borgworm;64029;4250;Geer;15 - 64;Vrouwelijk;147
Waals Gewest;Luik;Borgworm;64029;4250;Geer;65 - ...;Mannelijk;69
Waals Gewest;Luik;Borgworm;64029;4250;Geer;65 - ...;Vrouwelijk;70
Waals Gewest;Luik;Borgworm;64034;4280;Hannuit;0 - 14;Mannelijk;105
Waals Gewest;Luik;Borgworm;64034;4280;Hannuit;0 - 14;Vrouwelijk;76
Waals Gewest;Luik;Borgworm;64034;4280;Hannuit;15 - 64;Mannelijk;516
Waals Gewest;Luik;Borgworm;64034;4280;Hannuit;15 - 64;Vrouwelijk;711
Waals Gewest;Luik;Borgworm;64034;4280;Hannuit;65 - ...;Mannelijk;468
Waals Gewest;Luik;Borgworm;64034;4280;Hannuit;65 - ...;Vrouwelijk;527
Waals Gewest;Luik;Borgworm;64047;4287;Lijsem;0 - 14;Mannelijk;17
Waals Gewest;Luik;Borgworm;64047;4287;Lijsem;0 - 14;Vrouwelijk;19
Waals Gewest;Luik;Borgworm;64047;4287;Lijsem;15 - 64;Mannelijk;104
Waals Gewest;Luik;Borgworm;64047;4287;Lijsem;15 - 64;Vrouwelijk;117
Waals Gewest;Luik;Borgworm;64047;4287;Lijsem;65 - ...;Mannelijk;87
Waals Gewest;Luik;Borgworm;64047;4287;Lijsem;65 - ...;Vrouwelijk;136
Waals Gewest;Luik;Borgworm;64056;4360;Oerle;0 - 14;Mannelijk;31
Waals Gewest;Luik;Borgworm;64056;4360;Oerle;0 - 14;Vrouwelijk;16
Waals Gewest;Luik;Borgworm;64056;4360;Oerle;15 - 64;Mannelijk;149
Waals Gewest;Luik;Borgworm;64056;4360;Oerle;15 - 64;Vrouwelijk;164
Waals Gewest;Luik;Borgworm;64056;4360;Oerle;65 - ...;Mannelijk;123
Waals Gewest;Luik;Borgworm;64056;4360;Oerle;65 - ...;Vrouwelijk;83
Waals Gewest;Luik;Borgworm;64063;4350;Remicourt;0 - 14;Mannelijk;31
Waals Gewest;Luik;Borgworm;64063;4350;Remicourt;0 - 14;Vrouwelijk;34
Waals Gewest;Luik;Borgworm;64063;4350;Remicourt;15 - 64;Mannelijk;186
Waals Gewest;Luik;Borgworm;64063;4350;Remicourt;15 - 64;Vrouwelijk;243
Waals Gewest;Luik;Borgworm;64063;4350;Remicourt;65 - ...;Mannelijk;204
Waals Gewest;Luik;Borgworm;64063;4350;Remicourt;65 - ...;Vrouwelijk;159
Waals Gewest;Luik;Borgworm;64065;4470;Saint-Georges-sur-Meuse;0 - 14;Mannelijk;48
Waals Gewest;Luik;Borgworm;64065;4470;Saint-Georges-sur-Meuse;0 - 14;Vrouwelijk;44
Waals Gewest;Luik;Borgworm;64065;4470;Saint-Georges-sur-Meuse;15 - 64;Mannelijk;245
Waals Gewest;Luik;Borgworm;64065;4470;Saint-Georges-sur-Meuse;15 - 64;Vrouwelijk;316
Waals Gewest;Luik;Borgworm;64065;4470;Saint-Georges-sur-Meuse;65 - ...;Mannelijk;254
Waals Gewest;Luik;Borgworm;64065;4470;Saint-Georges-sur-Meuse;65 - ...;Vrouwelijk;228
Waals Gewest;Luik;Borgworm;64074;4300;Borgworm;0 - 14;Mannelijk;93
Waals Gewest;Luik;Borgworm;64074;4300;Borgworm;0 - 14;Vrouwelijk;65
Waals Gewest;Luik;Borgworm;64074;4300;Borgworm;15 - 64;Mannelijk;562
Waals Gewest;Luik;Borgworm;64074;4300;Borgworm;15 - 64;Vrouwelijk;728
Waals Gewest;Luik;Borgworm;64074;4300;Borgworm;65 - ...;Mannelijk;504
Waals Gewest;Luik;Borgworm;64074;4300;Borgworm;65 - ...;Vrouwelijk;681
Waals Gewest;Luik;Borgworm;64075;4219;Wasseiges;0 - 14;Mannelijk;26
Waals Gewest;Luik;Borgworm;64075;4219;Wasseiges;0 - 14;Vrouwelijk;23
Waals Gewest;Luik;Borgworm;64075;4219;Wasseiges;15 - 64;Mannelijk;98
Waals Gewest;Luik;Borgworm;64075;4219;Wasseiges;15 - 64;Vrouwelijk;152
Waals Gewest;Luik;Borgworm;64075;4219;Wasseiges;65 - ...;Mannelijk;67
Waals Gewest;Luik;Borgworm;64075;4219;Wasseiges;65 - ...;Vrouwelijk;108
Waals Gewest;Luik;Borgworm;64076;4317;Faimes;0 - 14;Mannelijk;38
Waals Gewest;Luik;Borgworm;64076;4317;Faimes;0 - 14;Vrouwelijk;17
Waals Gewest;Luik;Borgworm;64076;4317;Faimes;15 - 64;Mannelijk;121
Waals Gewest;Luik;Borgworm;64076;4317;Faimes;15 - 64;Vrouwelijk;174
Waals Gewest;Luik;Borgworm;64076;4317;Faimes;65 - ...;Mannelijk;107
Waals Gewest;Luik;Borgworm;64076;4317;Faimes;65 - ...;Vrouwelijk;109
Waals Gewest;Luxemburg;Aarlen;81001;6700;Aarlen;0 - 14;Mannelijk;147
Waals Gewest;Luxemburg;Aarlen;81001;6700;Aarlen;0 - 14;Vrouwelijk;126
Waals Gewest;Luxemburg;Aarlen;81001;6700;Aarlen;15 - 64;Mannelijk;879
Waals Gewest;Luxemburg;Aarlen;81001;6700;Aarlen;15 - 64;Vrouwelijk;982
Waals Gewest;Luxemburg;Aarlen;81001;6700;Aarlen;65 - ...;Mannelijk;778
Waals Gewest;Luxemburg;Aarlen;81001;6700;Aarlen;65 - ...;Vrouwelijk;833
Waals Gewest;Luxemburg;Aarlen;81003;6717;Attert;0 - 14;Mannelijk;36
Waals Gewest;Luxemburg;Aarlen;81003;6717;Attert;0 - 14;Vrouwelijk;19
Waals Gewest;Luxemburg;Aarlen;81003;6717;Attert;15 - 64;Mannelijk;95
Waals Gewest;Luxemburg;Aarlen;81003;6717;Attert;15 - 64;Vrouwelijk;146
Waals Gewest;Luxemburg;Aarlen;81003;6717;Attert;65 - ...;Mannelijk;130
Waals Gewest;Luxemburg;Aarlen;81003;6717;Attert;65 - ...;Vrouwelijk;100
Waals Gewest;Luxemburg;Aarlen;81004;6790;Aubange;0 - 14;Mannelijk;70
Waals Gewest;Luxemburg;Aarlen;81004;6790;Aubange;0 - 14;Vrouwelijk;60
Waals Gewest;Luxemburg;Aarlen;81004;6790;Aubange;15 - 64;Mannelijk;352
Waals Gewest;Luxemburg;Aarlen;81004;6790;Aubange;15 - 64;Vrouwelijk;535
Waals Gewest;Luxemburg;Aarlen;81004;6790;Aubange;65 - ...;Mannelijk;441
Waals Gewest;Luxemburg;Aarlen;81004;6790;Aubange;65 - ...;Vrouwelijk;527
Waals Gewest;Luxemburg;Aarlen;81013;6630;Martelange;0 - 14;Mannelijk;25
Waals Gewest;Luxemburg;Aarlen;81013;6630;Martelange;0 - 14;Vrouwelijk;6
Waals Gewest;Luxemburg;Aarlen;81013;6630;Martelange;15 - 64;Mannelijk;68
Waals Gewest;Luxemburg;Aarlen;81013;6630;Martelange;15 - 64;Vrouwelijk;85
Waals Gewest;Luxemburg;Aarlen;81013;6630;Martelange;65 - ...;Mannelijk;34
Waals Gewest;Luxemburg;Aarlen;81013;6630;Martelange;65 - ...;Vrouwelijk;43
Waals Gewest;Luxemburg;Aarlen;81015;6780;Messancy;0 - 14;Mannelijk;29
Waals Gewest;Luxemburg;Aarlen;81015;6780;Messancy;0 - 14;Vrouwelijk;47
Waals Gewest;Luxemburg;Aarlen;81015;6780;Messancy;15 - 64;Mannelijk;197
Waals Gewest;Luxemburg;Aarlen;81015;6780;Messancy;15 - 64;Vrouwelijk;244
Waals Gewest;Luxemburg;Aarlen;81015;6780;Messancy;65 - ...;Mannelijk;242
Waals Gewest;Luxemburg;Aarlen;81015;6780;Messancy;65 - ...;Vrouwelijk;209
Waals Gewest;Luxemburg;Bastenaken;82003;6600;Bastenaken;0 - 14;Mannelijk;115
Waals Gewest;Luxemburg;Bastenaken;82003;6600;Bastenaken;0 - 14;Vrouwelijk;93
Waals Gewest;Luxemburg;Bastenaken;82003;6600;Bastenaken;15 - 64;Mannelijk;661
Waals Gewest;Luxemburg;Bastenaken;82003;6600;Bastenaken;15 - 64;Vrouwelijk;807
Waals Gewest;Luxemburg;Bastenaken;82003;6600;Bastenaken;65 - ...;Mannelijk;427
Waals Gewest;Luxemburg;Bastenaken;82003;6600;Bastenaken;65 - ...;Vrouwelijk;494
Waals Gewest;Luxemburg;Bastenaken;82005;6687;Bertogne;0 - 14;Mannelijk;50
Waals Gewest;Luxemburg;Bastenaken;82005;6687;Bertogne;0 - 14;Vrouwelijk;32
Waals Gewest;Luxemburg;Bastenaken;82005;6687;Bertogne;15 - 64;Mannelijk;124
Waals Gewest;Luxemburg;Bastenaken;82005;6687;Bertogne;15 - 64;Vrouwelijk;175
Waals Gewest;Luxemburg;Bastenaken;82005;6687;Bertogne;65 - ...;Mannelijk;103
Waals Gewest;Luxemburg;Bastenaken;82005;6687;Bertogne;65 - ...;Vrouwelijk;101
Waals Gewest;Luxemburg;Bastenaken;82009;6637;Fauvillers;0 - 14;Mannelijk;16
Waals Gewest;Luxemburg;Bastenaken;82009;6637;Fauvillers;0 - 14;Vrouwelijk;16
Waals Gewest;Luxemburg;Bastenaken;82009;6637;Fauvillers;15 - 64;Mannelijk;79
Waals Gewest;Luxemburg;Bastenaken;82009;6637;Fauvillers;15 - 64;Vrouwelijk;95
Waals Gewest;Luxemburg;Bastenaken;82009;6637;Fauvillers;65 - ...;Mannelijk;47
Waals Gewest;Luxemburg;Bastenaken;82009;6637;Fauvillers;65 - ...;Vrouwelijk;49
Waals Gewest;Luxemburg;Bastenaken;82014;6660;Houffalize;0 - 14;Mannelijk;29
Waals Gewest;Luxemburg;Bastenaken;82014;6660;Houffalize;0 - 14;Vrouwelijk;39
Waals Gewest;Luxemburg;Bastenaken;82014;6660;Houffalize;15 - 64;Mannelijk;186
Waals Gewest;Luxemburg;Bastenaken;82014;6660;Houffalize;15 - 64;Vrouwelijk;248
